Date,A,AA,AACT,AAL,AAN,AAP
2022-05-24,121.54,59.24,,15.5,,165.61
2022-05-25,117.6,58.86,,16.13,,170.28
2022-05-26,120.99,60.7,,17.24,,175.42
2022-05-27,127.53,62.3,,18.13,,177.39
2022-05-28,,,,,,
2022-05-29,,,,,,
2022-05-30,,,,,,
2022-05-31,124.61,59.61,,17.87,,174.46
2022-06-01,120.25,60.28,,17.29,,172.44
2022-06-02,126.12,61.65,,17.46,,175.59
2022-06-03,125.52,59.72,,16.22,,175.26
2022-06-04,,,,,,
2022-06-05,,,,,,
2022-06-06,124.68,61.83,,16.3,,175.27
2022-06-07,125.92,63.27,,16.69,,171.69
2022-06-08,123.91,60.15,,16.15,,170.11
2022-06-09,121.27,53.66,,15.47,,169.68
2022-06-10,117.79,51.2,,14.71,,164.88
2022-06-11,,,,,,
2022-06-12,,,,,,
2022-06-13,113.59,48.14,,13.32,,158.23
2022-06-14,113.33,47.25,,12.95,,157.57
2022-06-15,113.78,49.36,,13.31,,158.32
2022-06-16,112.3,47.98,,12.16,,153.37
2022-06-17,110.11,47.6,,12.94,,155.55
2022-06-18,,,,,,
2022-06-19,,,,,,
2022-06-20,,,,,,
2022-06-21,111.25,48.37,,13.04,,159.19
2022-06-22,111.17,47.23,,13.1,,161.9
2022-06-23,115.86,45.03,,12.98,,165.58
2022-06-24,118.49,47.67,,13.9,,169.73
2022-06-25,,,,,,
2022-06-26,,,,,,
2022-06-27,117.79,47.87,,13.56,,170.22
2022-06-28,114.36,47.57,,13.5,,165.7
2022-06-29,115.18,45.99,,13.03,,163.81
2022-06-30,116.03,44.02,,12.68,,160.45
2022-07-01,116.66,43.25,,13.13,,160.96
2022-07-02,,,,,,
2022-07-03,,,,,,
2022-07-04,,,,,,
2022-07-05,117.98,40.65,,13.88,,169.0
2022-07-06,118.59,41.17,,13.89,,168.5
2022-07-07,120.52,44.09,,14.1,,170.55
2022-07-08,119.89,43.3,,13.97,,169.54
2022-07-09,,,,,,
2022-07-10,,,,,,
2022-07-11,120.49,41.27,,13.43,,168.48
2022-07-12,116.69,40.81,,14.77,,170.41
2022-07-13,116.11,41.71,,14.31,,171.8
2022-07-14,113.4,39.42,,14.25,,172.43
2022-07-15,116.29,41.59,,14.47,,174.93
2022-07-16,,,,,,
2022-07-17,,,,,,
2022-07-18,112.65,41.94,,14.54,,171.74
2022-07-19,116.52,43.37,,15.16,,176.73
2022-07-20,117.3,43.52,,15.21,,178.59
2022-07-21,124.47,43.61,,14.08,,175.97
2022-07-22,122.37,44.24,,13.68,,177.26
2022-07-23,,,,,,
2022-07-24,,,,,,
2022-07-25,121.6,45.2,,13.75,,175.78
2022-07-26,122.5,45.39,,13.43,,169.51
2022-07-27,124.98,46.12,,13.97,,172.33
2022-07-28,128.31,47.4,,13.76,,177.08
2022-07-29,131.23,49.15,,13.71,,179.48
2022-07-30,,,,,,
2022-07-31,,,,,,
2022-08-01,130.58,46.63,,14.28,,181.68
2022-08-02,128.47,46.69,,14.06,,180.78
2022-08-03,131.68,46.83,,14.63,,181.01
2022-08-04,130.91,46.22,,14.86,,177.57
2022-08-05,130.75,47.83,,14.74,,179.29
2022-08-06,,,,,,
2022-08-07,,,,,,
2022-08-08,129.69,47.08,,15.02,,180.1
2022-08-09,126.13,48.76,,14.62,,177.76
2022-08-10,129.75,51.25,,15.07,,180.47
2022-08-11,129.13,51.55,,14.99,,183.0
2022-08-12,130.7,51.06,,15.25,,187.74
2022-08-13,,,,,,
2022-08-14,,,,,,
2022-08-15,131.04,50.04,,15.33,,190.33
2022-08-16,129.93,51.41,,15.5,,194.29
2022-08-17,139.25,50.31,,14.96,,194.64
2022-08-18,136.98,52.11,,14.84,,192.34
2022-08-19,134.68,49.37,,14.17,,191.9
2022-08-20,,,,,,
2022-08-21,,,,,,
2022-08-22,131.08,48.65,,13.71,,183.98
2022-08-23,129.81,51.38,,13.82,,184.51
2022-08-24,130.81,52.68,,13.99,,166.77
2022-08-25,133.1,55.09,,14.42,,167.77
2022-08-26,127.09,54.04,,13.74,,160.91
2022-08-27,,,,,,
2022-08-28,,,,,,
2022-08-29,125.37,53.71,,13.51,,158.09
2022-08-30,125.54,49.15,,13.33,,158.02
2022-08-31,125.51,47.89,,12.99,,156.32
2022-09-01,126.17,46.53,,12.93,,159.58
2022-09-02,125.27,47.66,,12.99,,159.19
2022-09-03,,,,,,
2022-09-04,,,,,,
2022-09-05,,,,,,
2022-09-06,126.54,46.37,,13.22,,160.68
2022-09-07,128.62,46.13,,13.89,,165.28
2022-09-08,132.3,47.29,,13.96,,167.12
2022-09-09,134.69,50.93,,14.19,,167.46
2022-09-10,,,,,,
2022-09-11,,,,,,
2022-09-12,136.88,50.65,,14.47,,168.24
2022-09-13,130.69,48.67,,13.68,,160.21
2022-09-14,130.4,43.37,,14.03,,157.62
2022-09-15,130.31,41.75,,14.27,,156.76
2022-09-16,127.11,41.09,,13.75,,155.99
2022-09-17,,,,,,
2022-09-18,,,,,,
2022-09-19,127.93,43.19,,14.21,,157.29
2022-09-20,125.4,42.13,,13.97,,155.12
2022-09-21,123.78,38.14,,13.23,,154.78
2022-09-22,121.73,36.31,,12.71,,153.48
2022-09-23,120.84,34.37,,12.21,,150.1
2022-09-24,,,,,,
2022-09-25,,,,,,
2022-09-26,119.7,33.36,,11.86,,147.47
2022-09-27,119.01,33.58,,12.27,,148.99
2022-09-28,121.08,34.1,,12.75,,152.74
2022-09-29,120.12,34.29,,12.25,,149.32
2022-09-30,118.95,32.58,,12.04,,146.21
2022-10-01,,,,,,
2022-10-02,,,,,,
2022-10-03,123.89,36.19,,11.92,,152.79
2022-10-04,128.82,38.93,,12.95,,156.96
2022-10-05,130.03,38.79,,12.87,,156.78
2022-10-06,129.58,38.57,,12.73,,154.44
2022-10-07,124.93,37.75,,12.18,,150.87
2022-10-08,,,,,,
2022-10-09,,,,,,
2022-10-10,123.47,37.59,,12.05,,155.48
2022-10-11,123.17,36.63,,12.26,,157.92
2022-10-12,123.22,38.58,,12.7,,158.35
2022-10-13,125.38,39.56,,13.05,,160.46
2022-10-14,123.23,37.12,,13.11,,157.65
2022-10-15,,,,,,
2022-10-16,,,,,,
2022-10-17,127.99,38.11,,13.2,,158.86
2022-10-18,129.7,38.43,,13.7,,163.41
2022-10-19,126.42,36.41,,13.99,,160.16
2022-10-20,123.46,37.66,,13.46,,159.25
2022-10-21,127.32,39.74,,13.71,,160.24
2022-10-22,,,,,,
2022-10-23,,,,,,
2022-10-24,129.7,37.91,,14.1,,165.18
2022-10-25,131.85,40.15,,14.29,,169.65
2022-10-26,134.98,41.28,,14.0,,170.03
2022-10-27,133.8,40.08,,13.97,,175.9
2022-10-28,136.04,38.22,,14.0,,178.32
2022-10-29,,,,,,
2022-10-30,,,,,,
2022-10-31,135.63,37.87,,14.18,,177.62
2022-11-01,138.12,39.66,,14.11,,177.02
2022-11-02,132.61,36.65,,13.58,,174.78
2022-11-03,131.81,36.58,,13.73,,172.3
2022-11-04,133.4,41.14,,14.11,,169.34
2022-11-05,,,,,,
2022-11-06,,,,,,
2022-11-07,135.31,40.28,,14.32,,171.23
2022-11-08,136.02,41.94,,14.25,,170.81
2022-11-09,134.3,39.47,,13.98,,163.99
2022-11-10,143.42,42.53,,14.93,,171.64
2022-11-11,145.39,46.24,,14.88,,174.32
2022-11-12,,,,,,
2022-11-13,,,,,,
2022-11-14,143.5,46.79,,14.68,,171.87
2022-11-15,145.09,47.75,,14.61,,172.02
2022-11-16,144.23,47.22,,14.09,,146.12
2022-11-17,141.6,45.96,,13.95,,138.7
2022-11-18,143.31,45.9,,14.05,,137.94
2022-11-19,,,,,,
2022-11-20,,,,,,
2022-11-21,142.28,45.24,,13.85,,138.64
2022-11-22,153.77,47.89,,13.98,,139.86
2022-11-23,152.29,47.07,,14.42,,140.8
2022-11-24,,,,,,
2022-11-25,153.87,46.47,,14.5,,140.28
2022-11-26,,,,,,
2022-11-27,,,,,,
2022-11-28,149.3,45.05,,13.83,,140.86
2022-11-29,147.97,46.28,,14.14,,138.35
2022-11-30,151.93,48.64,,14.43,,141.21
2022-12-01,153.05,47.64,,13.98,,141.5
2022-12-02,152.61,48.89,,13.97,,143.12
2022-12-03,,,,,,
2022-12-04,,,,,,
2022-12-05,149.7,45.14,,14.11,,138.75
2022-12-06,148.37,46.87,,14.33,,136.1
2022-12-07,150.71,45.21,,13.55,,137.15
2022-12-08,153.21,45.87,,13.6,,137.09
2022-12-09,149.94,43.74,,13.53,,136.45
2022-12-10,,,,,,
2022-12-11,,,,,,
2022-12-12,152.27,44.45,,14.2,,136.48
2022-12-13,154.56,44.8,,13.46,,136.24
2022-12-14,151.76,44.15,,13.35,,134.17
2022-12-15,147.89,41.98,,12.93,,135.37
2022-12-16,146.36,41.45,,12.81,,132.47
2022-12-17,,,,,,
2022-12-18,,,,,,
2022-12-19,144.06,41.06,,12.48,,133.16
2022-12-20,145.02,42.78,,12.53,,131.73
2022-12-21,147.14,43.54,,13.03,,134.48
2022-12-22,146.08,42.55,,12.56,,134.28
2022-12-23,146.29,42.89,,12.71,,135.41
2022-12-24,,,,,,
2022-12-25,,,,,,
2022-12-26,,,,,,
2022-12-27,146.61,43.53,,12.53,,137.06
2022-12-28,145.18,42.5,,12.32,,137.32
2022-12-29,148.12,45.18,,12.7,,138.28
2022-12-30,146.92,44.12,,12.72,,138.96
2022-12-31,,,,,,
2023-01-01,,,,,,
2023-01-02,,,,,,
2023-01-03,147.31,43.25,,12.74,,143.22
2023-01-04,148.91,43.79,,13.59,,143.55
2023-01-05,149.34,44.14,,13.99,,144.75
2023-01-06,144.98,44.98,,14.18,,145.56
2023-01-07,,,,,,
2023-01-08,,,,,,
2023-01-09,144.78,48.77,,14.61,,143.9
2023-01-10,152.4,51.4,,15.19,,143.63
2023-01-11,155.29,50.4,,15.34,,144.86
2023-01-12,153.64,51.73,,16.83,,143.83
2023-01-13,154.06,52.99,,17.02,,142.74
2023-01-14,,,,,,
2023-01-15,,,,,,
2023-01-16,,,,,,
2023-01-17,152.57,53.23,,17.08,,141.02
2023-01-18,151.26,51.86,,16.64,,138.91
2023-01-19,150.09,48.05,,16.28,,135.4
2023-01-20,153.08,49.48,,16.34,,139.39
2023-01-21,,,,,,
2023-01-22,,,,,,
2023-01-23,156.16,50.21,,16.17,,140.46
2023-01-24,152.85,51.3,,16.02,,139.18
2023-01-25,152.92,50.64,,16.26,,140.92
2023-01-26,153.38,50.56,,16.61,,139.52
2023-01-27,152.85,51.18,,16.43,,139.35
2023-01-28,,,,,,
2023-01-29,,,,,,
2023-01-30,148.98,48.84,,15.96,,141.65
2023-01-31,149.31,50.69,,16.14,,143.92
2023-02-01,152.62,52.96,,16.69,,148.23
2023-02-02,152.67,52.06,,17.06,,146.72
2023-02-03,151.74,51.17,,17.02,,143.82
2023-02-04,,,,,,
2023-02-05,,,,,,
2023-02-06,149.47,50.47,,16.92,,143.34
2023-02-07,151.7,51.66,,16.96,,143.15
2023-02-08,151.61,49.11,,16.97,,140.65
2023-02-09,149.6,48.52,,16.66,,143.57
2023-02-10,149.77,47.24,,16.28,,143.47
2023-02-11,,,,,,
2023-02-12,,,,,,
2023-02-13,151.78,46.52,,16.51,,143.83
2023-02-14,150.25,47.47,,16.79,,142.48
2023-02-15,148.99,46.97,,16.8,,142.98
2023-02-16,145.58,47.32,,16.39,,141.94
2023-02-17,145.56,45.5,,16.36,,141.76
2023-02-18,,,,,,
2023-02-19,,,,,,
2023-02-20,,,,,,
2023-02-21,140.81,46.64,,15.69,,136.27
2023-02-22,139.49,47.52,,15.56,,135.74
2023-02-23,140.59,46.53,,15.87,,134.21
2023-02-24,138.63,45.07,,15.56,,131.23
2023-02-25,,,,,,
2023-02-26,,,,,,
2023-02-27,139.59,46.61,,15.63,,132.91
2023-02-28,139.38,47.48,,15.98,,137.0
2023-03-01,135.01,50.11,,16.03,,131.2
2023-03-02,139.09,52.09,,16.12,,131.57
2023-03-03,141.31,53.87,,16.36,,130.88
2023-03-04,,,,,,
2023-03-05,,,,,,
2023-03-06,140.62,52.19,,16.12,,127.71
2023-03-07,137.77,48.77,,16.36,,126.35
2023-03-08,138.33,49.59,,16.59,,124.95
2023-03-09,136.4,46.56,,15.88,,122.7
2023-03-10,133.25,43.65,,15.46,,121.01
2023-03-11,,,,,,
2023-03-12,,,,,,
2023-03-13,134.2,43.46,,14.85,,117.53
2023-03-14,135.88,43.34,,14.66,,115.02
2023-03-15,131.59,38.66,,13.86,,115.08
2023-03-16,134.33,39.61,,14.12,,115.33
2023-03-17,130.75,38.05,,13.98,,112.84
2023-03-18,,,,,,
2023-03-19,,,,,,
2023-03-20,132.09,39.15,,13.96,,112.16
2023-03-21,134.51,40.74,,14.37,,113.21
2023-03-22,131.29,38.94,,13.82,,107.36
2023-03-23,128.74,39.1,,13.63,,105.04
2023-03-24,129.56,38.96,,13.72,,104.75
2023-03-25,,,,,,
2023-03-26,,,,,,
2023-03-27,130.65,39.0,,13.94,,108.44
2023-03-28,130.21,39.4,,13.98,,109.39
2023-03-29,131.41,39.79,,14.35,,111.1
2023-03-30,132.04,40.59,,14.47,,112.1
2023-03-31,135.82,41.37,,14.75,,114.93
2023-04-01,,,,,,
2023-04-02,,,,,,
2023-04-03,135.57,40.6,,14.42,,115.95
2023-04-04,135.91,39.21,,14.16,,114.68
2023-04-05,135.8,38.33,,13.89,,113.61
2023-04-06,135.74,38.06,,14.01,,114.06
2023-04-07,,,,,,
2023-04-08,,,,,,
2023-04-09,,,,,,
2023-04-10,135.73,38.67,,14.15,,113.78
2023-04-11,136.22,39.49,,14.32,,115.47
2023-04-12,136.06,38.53,,13.0,,114.68
2023-04-13,138.93,39.79,,12.95,,117.94
2023-04-14,136.89,39.27,,12.79,,118.28
2023-04-15,,,,,,
2023-04-16,,,,,,
2023-04-17,137.86,39.66,,13.1,,121.41
2023-04-18,136.69,40.97,,13.29,,121.2
2023-04-19,136.62,40.07,,13.63,,122.59
2023-04-20,133.28,39.1,,13.32,,122.84
2023-04-21,136.2,37.09,,13.4,,122.69
2023-04-22,,,,,,
2023-04-23,,,,,,
2023-04-24,136.18,36.98,,13.32,,121.37
2023-04-25,128.2,34.75,,12.84,,118.45
2023-04-26,130.91,34.46,,12.74,,117.06
2023-04-27,131.04,35.25,,12.88,,119.52
2023-04-28,133.18,36.1,,13.64,,120.12
2023-04-29,,,,,,
2023-04-30,,,,,,
2023-05-01,133.82,36.23,,13.89,,120.07
2023-05-02,132.29,34.68,,13.77,,118.77
2023-05-03,132.53,34.04,,13.79,,118.47
2023-05-04,131.66,33.42,,13.51,,115.06
2023-05-05,131.09,35.14,,13.87,,118.44
2023-05-06,,,,,,
2023-05-07,,,,,,
2023-05-08,130.25,35.79,,14.36,,120.33
2023-05-09,125.23,35.49,,14.47,,120.11
2023-05-10,125.93,35.13,,14.34,,120.38
2023-05-11,125.54,34.34,,14.07,,118.82
2023-05-12,125.37,34.38,,14.02,,117.57
2023-05-13,,,,,,
2023-05-14,,,,,,
2023-05-15,125.86,36.06,,14.28,,116.7
2023-05-16,124.19,35.19,,14.2,,112.29
2023-05-17,125.65,35.81,,14.91,,116.84
2023-05-18,126.99,35.88,,15.05,,116.25
2023-05-19,126.73,35.19,,14.82,,112.35
2023-05-20,,,,,,
2023-05-21,,,,,,
2023-05-22,126.95,35.48,,14.38,,114.3
2023-05-23,126.5,34.77,,14.07,,111.75
2023-05-24,118.98,33.48,,13.8,,110.27
2023-05-25,117.5,32.94,,14.38,,106.81
2023-05-26,118.42,32.84,,14.35,,107.32
2023-05-27,,,,,,
2023-05-28,,,,,,
2023-05-29,,,,,,
2023-05-30,115.77,31.97,,14.62,,107.37
2023-05-31,113.75,30.92,,14.78,,69.75
2023-06-01,114.33,31.87,,14.7,,65.1
2023-06-02,116.26,34.06,,14.87,,64.65
2023-06-03,,,,,,
2023-06-04,,,,,,
2023-06-05,116.38,32.93,,14.81,,62.77
2023-06-06,115.49,33.68,,14.93,,63.22
2023-06-07,114.65,34.46,,15.16,,62.72
2023-06-08,112.78,34.68,,15.3,,61.95
2023-06-09,113.87,34.34,,15.57,,60.84
2023-06-10,,,,,,
2023-06-11,,,,,,
2023-06-12,116.57,34.11,,16.02,,64.01
2023-06-13,117.51,35.77,10.11,16.31,,65.7
2023-06-14,117.42,35.22,10.1,16.59,,67.18
2023-06-15,119.22,35.06,10.11,16.65,,66.9
2023-06-16,119.12,34.72,10.11,16.48,,66.24
2023-06-17,,,,,,
2023-06-18,,,,,,
2023-06-19,,,,,,
2023-06-20,116.2,33.36,10.12,16.32,,65.05
2023-06-21,116.36,34.03,10.12,16.3,,65.76
2023-06-22,116.71,32.57,10.12,16.36,,65.04
2023-06-23,117.44,32.01,10.14,16.26,,62.84
2023-06-24,,,,,,
2023-06-25,,,,,,
2023-06-26,116.4,32.16,10.14,16.44,,64.39
2023-06-27,115.1,33.56,10.15,17.35,,65.38
2023-06-28,114.44,32.81,10.16,17.55,,65.15
2023-06-29,116.09,32.91,10.16,17.6,,65.29
2023-06-30,118.48,33.07,10.15,17.94,,67.27
2023-07-01,,,,,,
2023-07-02,,,,,,
2023-07-03,117.56,33.41,10.15,18.1,,67.89
2023-07-04,,,,,,
2023-07-05,117.74,32.83,10.17,18.32,,68.1
2023-07-06,116.68,31.72,10.18,17.88,,66.95
2023-07-07,115.28,33.23,10.17,18.35,,66.39
2023-07-08,,,,,,
2023-07-09,,,,,,
2023-07-10,116.62,33.28,10.15,18.57,,65.84
2023-07-11,116.73,33.81,10.16,18.8,,67.1
2023-07-12,118.23,34.17,10.16,18.57,,67.7
2023-07-13,117.59,35.76,10.16,18.45,,67.86
2023-07-14,117.99,33.65,10.17,18.14,,67.84
2023-07-15,,,,,,
2023-07-16,,,,,,
2023-07-17,116.51,34.67,10.16,18.18,,66.72
2023-07-18,117.8,34.16,10.16,18.68,,66.56
2023-07-19,121.27,33.96,10.16,18.6,,69.57
2023-07-20,122.71,31.86,10.17,17.44,,67.23
2023-07-21,125.74,32.54,10.17,17.42,,67.92
2023-07-22,,,,,,
2023-07-23,,,,,,
2023-07-24,125.84,32.9,10.17,16.88,,69.87
2023-07-25,125.43,34.71,10.19,16.65,,68.71
2023-07-26,126.58,33.96,10.19,16.76,,70.19
2023-07-27,124.79,33.05,10.19,16.57,,69.76
2023-07-28,124.19,33.88,10.18,16.79,,70.27
2023-07-29,,,,,,
2023-07-30,,,,,,
2023-07-31,119.98,35.28,10.19,16.75,,71.44
2023-08-01,120.68,34.29,10.18,16.23,,70.8
2023-08-02,125.83,33.07,10.18,15.95,,66.88
2023-08-03,123.21,33.63,10.18,15.98,,69.17
2023-08-04,124.44,33.09,10.18,15.84,,68.19
2023-08-05,,,,,,
2023-08-06,,,,,,
2023-08-07,124.65,33.3,10.18,15.99,,68.47
2023-08-08,126.46,32.49,10.2,16.18,,67.76
2023-08-09,125.75,32.87,10.19,15.76,,68.37
2023-08-10,125.77,32.14,10.2,15.76,,68.69
2023-08-11,124.99,31.25,10.2,15.65,,69.41
2023-08-12,,,,,,
2023-08-13,,,,,,
2023-08-14,124.78,31.02,10.2,15.88,,68.29
2023-08-15,123.8,29.66,10.2,15.55,,66.96
2023-08-16,119.57,28.65,10.21,15.44,,67.1
2023-08-17,119.07,28.46,10.2,15.05,,66.7
2023-08-18,117.49,28.32,10.21,15.04,,67.06
2023-08-19,,,,,,
2023-08-20,,,,,,
2023-08-21,117.11,27.95,10.21,15.16,,65.49
2023-08-22,115.91,28.14,10.2,14.83,,64.67
2023-08-23,117.37,28.17,10.2,14.78,,66.68
2023-08-24,117.73,28.11,10.2,14.57,,65.22
2023-08-25,117.92,27.6,10.22,14.58,,61.54
2023-08-26,,,,,,
2023-08-27,,,,,,
2023-08-28,118.15,27.84,10.21,14.73,,63.03
2023-08-29,120.22,28.95,10.21,14.9,,64.28
2023-08-30,120.87,28.85,10.23,14.77,,65.4
2023-08-31,119.29,29.41,10.23,14.73,,66.09
2023-09-01,120.11,30.4,10.24,14.68,,64.97
2023-09-02,,,,,,
2023-09-03,,,,,,
2023-09-04,,,,,,
2023-09-05,116.98,29.61,10.23,14.3,,64.88
2023-09-06,116.2,29.52,10.23,14.33,,64.34
2023-09-07,114.55,27.81,10.23,14.0,,60.87
2023-09-08,112.31,27.47,10.23,13.98,,62.05
2023-09-09,,,,,,
2023-09-10,,,,,,
2023-09-11,111.43,28.04,10.29,14.09,,60.06
2023-09-12,111.12,27.57,10.23,14.11,,55.18
2023-09-13,111.76,28.01,10.23,13.31,,55.63
2023-09-14,113.19,29.52,10.24,13.26,,57.25
2023-09-15,114.2,28.21,10.25,13.31,,57.45
2023-09-16,,,,,,
2023-09-17,,,,,,
2023-09-18,111.03,28.21,10.27,13.11,,55.85
2023-09-19,110.66,27.71,10.26,13.19,,57.29
2023-09-20,110.81,28.72,10.27,13.06,,57.73
2023-09-21,108.11,27.25,10.27,13.06,,55.93
2023-09-22,109.77,27.72,10.26,12.9,,55.31
2023-09-23,,,,,,
2023-09-24,,,,,,
2023-09-25,110.29,26.03,10.27,12.91,,54.66
2023-09-26,109.1,25.28,10.26,12.7,,52.77
2023-09-27,108.87,25.61,10.27,12.61,,52.64
2023-09-28,110.35,27.51,10.27,12.92,,52.88
2023-09-29,110.17,28.41,10.27,12.81,,53.71
2023-09-30,,,,,,
2023-10-01,,,,,,
2023-10-02,109.49,28.2,10.27,12.75,,51.8
2023-10-03,108.85,27.03,10.27,12.29,,51.28
2023-10-04,110.25,26.55,10.27,12.73,,50.3
2023-10-05,108.94,25.94,10.28,12.85,,50.86
2023-10-06,109.23,26.54,10.28,12.76,,49.93
2023-10-07,,,,,,
2023-10-08,,,,,,
2023-10-09,109.86,26.64,10.27,12.24,,49.32
2023-10-10,111.85,27.57,10.27,12.26,,50.02
2023-10-11,111.93,27.41,10.28,12.48,,49.23
2023-10-12,107.55,26.3,10.28,12.06,,48.22
2023-10-13,109.1,25.99,10.29,11.72,,48.98
2023-10-14,,,,,,
2023-10-15,,,,,,
2023-10-16,110.08,26.21,10.29,11.94,,51.72
2023-10-17,110.97,27.15,10.3,11.94,,52.77
2023-10-18,107.23,25.93,10.29,11.36,,51.38
2023-10-19,108.11,23.7,10.27,11.45,,49.51
2023-10-20,107.84,23.47,10.28,11.08,,49.41
2023-10-21,,,,,,
2023-10-22,,,,,,
2023-10-23,107.95,22.89,10.31,11.29,,46.76
2023-10-24,104.29,22.92,10.29,11.21,,46.56
2023-10-25,102.08,23.31,10.29,11.04,,48.1
2023-10-26,102.98,22.98,10.29,11.15,,49.25
2023-10-27,101.46,22.98,10.29,10.92,,48.15
2023-10-28,,,,,,
2023-10-29,,,,,,
2023-10-30,99.88,24.86,10.3,11.18,,49.53
2023-10-31,102.05,25.17,10.3,11.15,,50.21
2023-11-01,101.55,24.57,10.3,11.14,,49.75
2023-11-02,103.14,25.6,10.32,11.4,,51.09
2023-11-03,107.63,26.05,10.32,11.98,,55.14
2023-11-04,,,,,,
2023-11-05,,,,,,
2023-11-06,106.16,25.5,10.32,11.66,,54.68
2023-11-07,109.13,25.08,10.33,11.75,,56.34
2023-11-08,108.0,25.07,10.33,12.01,,55.62
2023-11-09,106.37,24.13,10.32,11.75,,54.18
2023-11-10,107.09,24.19,10.32,11.8,,54.17
2023-11-11,,,,,,
2023-11-12,,,,,,
2023-11-13,106.09,24.15,10.33,11.78,,53.98
2023-11-14,110.19,25.69,10.33,12.25,,56.36
2023-11-15,112.15,26.46,10.34,12.42,,53.72
2023-11-16,112.73,25.53,10.38,12.19,,51.55
2023-11-17,111.71,25.74,10.38,12.29,,48.57
2023-11-18,,,,,,
2023-11-19,,,,,,
2023-11-20,112.53,25.99,10.35,12.4,,51.17
2023-11-21,122.34,25.91,10.36,12.13,,49.21
2023-11-22,122.41,25.9,10.36,12.31,,50.75
2023-11-23,,,,,,
2023-11-24,125.01,25.76,10.35,12.31,,51.22
2023-11-25,,,,,,
2023-11-26,,,,,,
2023-11-27,123.42,25.82,10.36,12.18,,49.23
2023-11-28,123.12,25.61,10.36,12.17,,49.83
2023-11-29,125.96,25.96,10.37,12.23,,49.78
2023-11-30,126.17,26.37,10.37,12.43,,49.01
2023-12-01,127.15,27.24,10.4,13.02,,52.2
2023-12-02,,,,,,
2023-12-03,,,,,,
2023-12-04,127.24,26.32,10.38,13.35,,53.68
2023-12-05,126.25,24.78,10.37,13.13,,51.3
2023-12-06,127.27,24.66,10.37,13.48,,53.23
2023-12-07,127.04,24.49,10.38,13.91,,54.28
2023-12-08,125.58,24.57,10.4,13.76,,54.3
2023-12-09,,,,,,
2023-12-10,,,,,,
2023-12-11,127.33,24.48,10.4,13.72,,55.08
2023-12-12,127.15,23.61,10.43,14.04,,54.28
2023-12-13,132.03,25.52,10.41,14.09,,58.7
2023-12-14,136.2,29.36,10.41,14.59,,61.73
2023-12-15,135.04,30.53,10.41,14.49,,60.53
2023-12-16,,,,,,
2023-12-17,,,,,,
2023-12-18,135.78,29.97,10.4,14.24,,58.54
2023-12-19,138.01,31.83,10.44,14.3,,58.73
2023-12-20,136.42,30.09,10.42,13.98,,57.37
2023-12-21,137.17,31.44,10.41,14.35,,58.57
2023-12-22,137.79,33.16,10.43,14.31,,59.11
2023-12-23,,,,,,
2023-12-24,,,,,,
2023-12-25,,,,,,
2023-12-26,138.03,33.25,10.45,14.11,,58.79
2023-12-27,138.04,34.18,10.42,13.99,,59.41
2023-12-28,137.99,33.92,10.42,13.98,,59.34
2023-12-29,137.49,33.38,10.44,13.74,,58.9
2023-12-30,,,,,,
2023-12-31,,,,,,
2024-01-01,,,,,,
2024-01-02,137.21,32.7,10.43,13.44,,59.78
2024-01-03,129.71,30.92,10.44,12.95,,58.87
2024-01-04,129.55,30.56,10.44,13.09,,58.37
2024-01-05,129.11,31.55,10.48,13.6,,59.37
2024-01-06,,,,,,
2024-01-07,,,,,,
2024-01-08,131.9,31.15,10.45,14.58,,59.74
2024-01-09,129.23,31.36,10.45,14.38,,59.24
2024-01-10,129.64,31.07,10.46,14.35,,58.85
2024-01-11,128.24,30.32,10.45,14.59,,60.49
2024-01-12,129.09,29.48,10.45,13.21,,59.4
2024-01-13,,,,,,
2024-01-14,,,,,,
2024-01-15,,,,,,
2024-01-16,129.08,27.36,10.45,13.19,,59.5
2024-01-17,126.7,26.69,10.46,12.93,,59.15
2024-01-18,129.01,26.26,10.47,13.82,,60.24
2024-01-19,129.77,26.86,10.47,13.66,,61.77
2024-01-20,,,,,,
2024-01-21,,,,,,
2024-01-22,131.08,27.12,10.48,13.62,,63.41
2024-01-23,130.18,28.97,10.48,14.0,,64.03
2024-01-24,128.34,29.22,10.48,13.93,,63.41
2024-01-25,128.44,29.34,10.48,15.36,,64.08
2024-01-26,129.54,30.05,10.49,15.13,,64.2
2024-01-27,,,,,,
2024-01-28,,,,,,
2024-01-29,131.36,30.35,10.5,14.94,,64.88
2024-01-30,132.79,30.05,10.49,14.53,,65.17
2024-01-31,128.66,29.21,10.5,14.23,,64.78
2024-02-01,131.58,29.15,10.49,14.34,,67.09
2024-02-02,131.5,28.95,10.51,14.56,,65.69
2024-02-03,,,,,,
2024-02-04,,,,,,
2024-02-05,131.35,26.35,10.51,14.26,,63.11
2024-02-06,134.35,27.12,10.5,14.9,,64.31
2024-02-07,131.32,27.03,10.5,14.91,,64.04
2024-02-08,132.58,27.21,10.51,14.95,,62.15
2024-02-09,131.86,26.4,10.51,14.88,,61.34
2024-02-10,,,,,,
2024-02-11,,,,,,
2024-02-12,130.84,27.39,10.5,14.93,,64.0
2024-02-13,128.32,25.38,10.5,14.61,,62.43
2024-02-14,130.77,26.3,10.52,14.86,,62.27
2024-02-15,133.26,26.89,10.52,14.9,,62.65
