Date,TSLA
2025-07-11,313.51
2025-07-12,
2025-07-13,
2025-07-14,316.9
2025-07-15,310.78
2025-07-16,321.67
2025-07-17,319.41
2025-07-18,329.65
2025-07-19,
2025-07-20,
2025-07-21,328.49
2025-07-22,332.11
2025-07-23,332.56
2025-07-24,305.3
2025-07-25,316.06
2025-07-26,
2025-07-27,
2025-07-28,325.59
2025-07-29,323.58
