Date,OPEN,ZEPP,SLDP,COMM,WULF,WBX,WW,BE,RUN,MATV,FOSL,RDDT,ZIMV,SRFM,JOBY,ETHE,VHC,KSS,DQ,STEM,AMPX,SOFI,SNDX,KTOS,U,INBX,UAVS,AMLX,AEHR,SVRA
2024-10-16,1.96,3.59,1.28,5.74,5.2,1.1,,10.41,15.4,16.33,1.21,77.26,14.86,1.83,5.55,22.02,6.6,18.62,18.9,12.32,1.33,10.04,19.89,25.74,21.79,16.05,2.51,4.08,14.22,3.74
2024-10-17,1.82,3.67,1.25,5.65,5.07,1.06,,10.16,14.57,16.25,1.2,76.29,14.8,1.88,5.51,21.87,6.38,18.83,17.89,11.5,1.3,9.87,19.89,25.22,21.27,16.17,2.25,3.92,14.79,3.65
2024-10-18,1.86,3.62,1.27,6.05,5.24,1.03,,10.16,14.61,15.91,1.15,80.9,14.68,1.97,5.61,22.35,6.48,19.56,18.99,11.48,1.4,10.18,19.71,24.85,22.11,16.0,2.28,4.78,15.68,3.76
2024-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,1.83,3.63,1.23,5.9,6.21,0.978,,9.87,13.75,15.12,1.16,78.55,14.2,1.93,5.49,22.57,6.11,19.7,19.7,10.68,1.54,10.4,19.53,24.67,21.87,15.5,1.8,4.66,15.73,3.57
2024-10-22,1.78,3.58,1.23,5.97,6.53,0.98,,9.73,14.04,15.19,1.15,77.29,14.31,2.12,6.18,22.12,6.2,19.14,20.82,10.5,1.6,10.58,19.16,24.3,21.21,15.8,1.68,4.53,16.1,3.46
2024-10-23,1.73,3.49,1.2,6.18,6.4,0.91,,9.04,13.85,15.04,1.13,77.68,14.14,1.99,6.24,21.13,6.2,18.23,22.23,10.1,1.54,10.42,18.54,24.01,20.25,15.76,2.22,4.96,15.29,3.41
2024-10-24,1.77,3.4,1.23,6.35,6.21,0.89,,9.19,14.0,15.1,1.12,78.6,14.15,1.92,6.04,21.38,6.46,17.95,22.0,10.78,1.45,10.93,18.99,23.93,20.41,15.37,1.72,4.9,15.57,3.34
2024-10-25,1.75,3.37,1.23,6.22,6.38,0.9,,9.5,14.37,15.09,1.13,81.36,13.87,1.77,5.16,20.81,6.41,17.9,25.54,10.82,1.37,10.99,18.75,23.95,19.72,15.37,2.25,5.31,16.96,3.48
2024-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,1.87,3.46,1.26,6.7,6.85,0.941,,10.15,14.43,15.43,1.11,79.68,13.98,1.74,5.27,21.09,6.43,17.91,29.14,11.5,1.39,11.19,19.21,24.2,20.52,16.0,2.69,5.33,15.84,3.52
2024-10-29,1.79,3.41,1.25,6.87,6.69,0.958,,10.14,14.14,14.85,1.17,81.74,13.69,1.83,5.01,22.1,6.27,17.75,22.51,10.82,1.5,10.47,19.08,24.19,20.73,16.1,2.87,5.07,15.95,3.68
2024-10-30,1.84,3.4,1.24,6.95,6.89,0.95,,10.1,14.09,14.9,1.27,116.05,13.7,1.91,4.99,22.34,6.27,17.59,22.26,9.64,1.51,11.22,18.92,23.59,20.7,16.29,2.72,5.27,14.79,3.64
2024-10-31,1.75,3.21,1.18,6.73,6.52,0.88,,9.6,14.45,14.81,1.27,119.3,13.77,1.77,4.8,21.11,6.37,17.38,22.58,7.56,1.35,11.17,18.86,22.72,20.08,16.03,2.66,5.4,14.08,3.635
2024-11-01,1.82,3.11,1.16,6.79,6.2,0.86,,9.94,14.76,14.94,1.28,112.98,14.04,1.78,4.87,21.14,6.25,17.02,23.47,8.0,1.32,11.04,18.98,22.87,20.83,15.8,2.58,5.64,12.07,3.6
2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,1.85,3.08,1.17,6.42,5.98,0.904,,10.82,16.08,15.01,1.32,109.03,14.43,1.64,5.04,20.36,6.25,16.94,23.41,8.4,1.19,10.91,18.94,22.99,20.31,15.55,2.26,5.7,11.71,3.7
2024-11-05,1.92,3.21,1.2,6.64,6.21,0.98,,11.4,16.91,15.44,1.39,122.57,14.57,1.75,5.1,20.41,6.25,17.45,23.18,9.0,1.28,11.42,19.69,23.19,21.62,15.71,2.31,5.81,12.11,3.62
2024-11-06,1.78,3.13,1.17,6.95,7.67,0.956,,10.97,11.9,16.67,1.3,121.08,14.65,1.8,5.07,22.69,6.1,16.7,21.3,7.8,1.26,11.81,21.35,24.27,21.67,16.05,2.37,6.22,12.11,3.82
2024-11-07,1.87,3.21,1.18,5.2,8.21,0.96,,10.67,11.6,13.16,1.27,131.44,14.36,1.94,5.1,24.47,6.0,17.26,22.63,7.0,1.3,11.9,21.52,23.82,22.21,16.26,2.25,6.54,12.02,4.02
2024-11-08,1.85,3.27,1.16,4.7,8.25,0.89,,13.17,10.23,12.68,1.16,134.8,14.24,2.15,5.21,24.79,6.03,16.46,21.7,7.24,1.73,13.01,21.81,25.97,20.5,16.21,2.01,6.7,12.0,3.97
2024-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,1.83,3.3,1.165,4.74,8.82,0.88,,13.62,10.23,12.93,1.26,129.23,14.27,2.08,6.27,28.28,6.02,17.57,21.61,8.2,2.45,14.11,21.78,27.08,20.2,16.0,1.9,7.03,12.55,4.07
2024-11-12,1.77,3.26,1.06,4.68,8.53,0.82,,13.54,9.74,12.39,1.21,127.75,14.08,1.94,6.32,27.66,6.08,17.17,21.61,7.86,2.51,13.82,16.21,27.26,19.22,16.58,1.82,6.24,12.0,3.83
2024-11-13,1.81,3.11,1.13,4.47,7.35,0.811,,13.6,10.27,11.79,1.28,132.06,13.86,1.83,5.9,26.66,5.95,17.01,20.74,7.5,2.34,13.5,16.63,27.73,19.13,15.45,1.61,5.68,11.73,3.25
2024-11-14,1.77,3.39,1.06,4.44,6.95,0.75,,13.28,10.91,11.6,1.31,131.88,13.78,1.72,5.91,26.04,5.9,17.51,20.14,7.4,2.23,13.4,16.79,25.28,18.84,14.33,3.58,5.02,11.23,3.19
2024-11-15,1.66,3.09,1.02,4.15,7.18,0.75,,21.14,9.89,11.46,1.3,124.78,13.39,1.64,5.73,25.99,5.85,16.93,19.25,7.06,2.12,13.63,15.83,24.42,17.34,13.83,2.9,4.76,10.78,2.98
2024-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,1.61,3.13,1.02,4.12,7.04,0.67,,22.81,10.01,11.91,1.3,129.42,13.21,1.79,5.61,26.55,5.63,16.35,19.04,7.12,1.93,13.93,16.11,24.38,17.99,13.62,3.89,5.3,11.26,2.96
2024-11-19,1.6,2.63,1.04,4.53,7.38,0.574,,23.75,9.71,11.97,1.19,137.16,13.17,2.19,6.33,26.1,5.11,15.99,18.32,6.82,2.07,14.42,15.77,25.05,19.8,14.29,4.0,5.22,11.16,2.94
2024-11-20,1.63,2.63,1.06,4.34,7.2,0.59,,24.8,10.2,12.0,1.2,136.27,13.49,2.05,6.2,25.82,4.79,15.34,20.12,6.66,1.93,14.67,15.95,25.22,21.63,14.04,3.64,5.23,11.27,3.13
2024-11-21,1.7,2.5,1.07,4.38,6.99,0.677,,23.94,10.22,12.19,1.15,158.02,13.74,2.51,6.8,28.18,5.01,15.42,19.21,7.2,1.98,15.01,15.6,26.24,22.46,13.98,3.2,5.19,11.7,3.24
2024-11-22,1.99,2.48,1.1,4.68,7.45,0.68,,25.76,10.51,12.64,1.17,146.67,14.17,2.68,7.09,27.68,5.15,16.01,18.8,7.84,1.94,15.6,16.09,26.63,23.53,14.08,3.49,5.27,12.16,3.36
2024-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,2.28,2.84,1.16,5.09,6.99,0.652,,25.95,11.52,13.44,1.29,141.9,14.41,3.75,8.2,29.44,5.35,17.25,19.41,8.04,2.04,15.7,16.73,26.41,24.02,14.86,5.97,5.66,12.67,3.41
2024-11-26,2.2,2.96,1.11,4.97,6.57,0.626,,26.17,11.49,12.92,1.42,135.61,14.52,3.48,7.9,27.88,5.43,14.31,19.24,7.5,1.98,15.49,16.5,27.24,23.36,15.45,5.39,5.45,11.9,3.46
2024-11-27,2.27,2.75,1.12,5.08,7.29,0.62,,27.21,11.55,12.97,1.49,140.04,14.53,3.74,8.0,30.53,5.54,13.87,20.19,8.5,1.96,16.12,16.51,26.95,23.47,15.63,6.12,5.74,11.73,3.47
2024-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-29,2.34,3.14,1.16,4.77,7.89,0.66,,27.45,11.53,12.7,1.46,140.69,14.76,4.01,8.95,30.15,5.41,14.08,20.03,7.84,2.14,16.41,16.72,27.09,24.11,15.26,8.7,5.54,11.89,3.36
2024-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,2.13,2.96,1.18,4.86,7.32,0.684,,26.92,11.67,12.89,2.35,141.64,14.86,4.14,8.11,30.38,5.09,14.51,21.42,7.62,2.47,15.91,16.7,26.91,24.25,15.08,8.94,5.55,12.7,3.305
2024-12-03,2.16,2.97,1.13,4.79,7.27,0.67,,26.14,11.26,12.31,2.11,149.83,14.75,4.84,7.85,30.34,5.2,14.34,21.65,7.52,2.34,15.88,16.62,26.36,24.45,15.0,7.55,5.35,12.22,3.51
2024-12-04,2.19,2.89,1.09,5.36,8.12,0.627,,26.28,10.71,12.27,1.98,154.23,14.66,4.22,8.11,32.67,5.05,14.39,19.85,8.04,2.17,16.32,16.92,27.95,26.34,15.1,7.36,5.26,12.12,3.43
2024-12-05,2.15,2.76,1.06,5.34,7.71,0.6,,25.96,10.36,11.88,1.94,153.09,14.39,4.45,8.09,32.14,5.07,14.47,19.64,7.5,2.09,15.65,16.8,27.3,27.63,15.1,6.7,4.97,11.18,3.6
2024-12-06,2.2,2.73,1.1,5.31,8.12,0.658,,27.08,10.58,11.71,1.97,162.76,13.93,4.66,8.84,34.07,4.96,14.4,18.08,7.8,2.05,16.02,17.01,27.99,27.72,15.7,5.85,5.14,11.7,3.72
2024-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09,2.18,3.09,1.17,5.26,7.29,0.621,,26.58,11.21,11.62,2.11,167.17,14.04,4.36,8.53,31.42,4.75,14.35,19.44,7.26,2.21,15.57,15.56,27.23,27.38,14.93,6.34,4.88,12.34,3.56
2024-12-10,2.07,3.08,1.16,5.54,6.72,0.611,,23.47,10.54,11.76,2.03,155.93,13.95,3.5,8.54,30.64,4.6,14.31,18.72,7.54,1.95,15.29,14.94,27.37,26.4,14.97,6.07,4.51,12.11,3.36
2024-12-11,2.09,2.97,1.14,5.79,7.21,0.55,,23.6,10.5,11.45,1.93,165.92,14.28,3.39,7.94,32.24,4.53,14.36,18.19,6.8,1.93,15.94,14.23,27.34,26.55,15.12,5.35,4.37,11.89,3.49
2024-12-12,1.96,2.78,1.12,5.75,7.53,0.55,,24.81,10.19,11.55,1.88,163.51,13.94,3.82,7.63,32.63,4.54,13.76,18.34,6.78,1.77,15.9,13.47,26.5,26.12,14.75,5.33,4.41,11.58,3.35
2024-12-13,1.92,2.9,1.09,5.74,7.04,0.51,,25.59,10.12,11.54,1.99,172.65,13.73,4.0,7.78,32.9,4.44,13.95,18.39,7.16,1.71,16.25,13.93,26.84,24.44,14.62,5.19,4.12,11.53,3.21
2024-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-16,1.92,3.05,1.09,5.8,8.24,0.48,,26.15,9.99,11.91,1.87,178.1,13.73,3.45,7.98,33.99,4.08,13.91,17.21,7.26,1.72,16.88,13.79,28.29,25.16,14.56,6.82,4.18,14.49,3.26
2024-12-17,1.91,2.89,1.09,5.61,8.2,0.5,,24.77,10.06,11.4,1.85,168.79,13.95,3.41,8.24,33.01,4.02,13.85,17.96,7.28,1.76,16.66,13.63,27.25,24.66,14.55,5.65,4.28,14.54,3.22
2024-12-18,1.73,2.82,1.18,6.13,6.98,0.475,,23.46,9.15,11.08,1.82,160.65,13.5,2.9,7.94,30.97,3.86,13.49,17.58,6.8,1.66,15.24,13.24,25.51,22.34,14.09,4.99,3.94,13.66,3.02
2024-12-19,1.665,2.79,1.13,5.7,6.49,0.477,,22.88,9.13,11.21,1.77,163.72,13.52,2.69,7.23,28.31,3.88,13.48,17.4,6.66,1.7,15.03,12.85,25.6,22.26,13.88,3.9,3.96,13.32,3.23
2024-12-20,1.69,2.8,1.3,5.58,6.61,0.53,,24.12,9.87,11.06,1.85,170.71,13.6,3.31,7.69,28.86,3.97,13.78,17.51,6.48,1.82,15.35,13.08,25.87,22.51,14.6,3.48,4.05,14.25,3.23
2024-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-23,1.67,2.87,1.42,5.5,5.81,0.454,,24.2,10.1,10.95,1.71,168.61,13.76,3.41,7.62,28.54,4.84,13.89,17.77,6.36,1.9,15.63,13.31,25.99,22.36,14.47,3.16,4.07,14.05,3.25
2024-12-24,1.66,2.98,1.5,5.74,6.23,0.46,,24.33,10.12,10.74,1.81,177.41,13.85,3.51,8.26,29.41,5.27,13.99,19.2,6.48,1.9,16.02,13.07,26.66,22.8,14.49,3.29,4.0,15.13,3.2
2024-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,1.71,2.88,1.95,5.83,6.08,0.439,,24.33,10.07,10.79,1.83,176.74,14.11,5.49,9.16,27.9,5.25,14.44,19.37,8.24,2.37,16.6,12.93,26.75,24.17,14.94,3.9,4.07,16.29,3.28
2024-12-27,1.67,2.78,2.13,5.51,5.53,0.442,,22.9,9.86,10.6,1.89,173.54,14.04,5.61,8.93,27.96,5.25,13.96,19.27,11.9,2.36,15.98,12.77,26.52,22.84,15.01,3.5,3.87,16.51,3.15
2024-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,1.61,2.7,2.14,5.26,5.32,0.452,,22.51,9.5,10.47,1.77,165.53,13.91,6.01,8.39,28.45,8.78,13.48,19.39,14.96,2.98,15.63,12.52,26.52,22.51,15.14,4.2,3.84,16.98,3.08
2024-12-31,1.6,2.6,1.89,5.21,5.66,0.501,,22.21,9.25,10.52,1.67,163.44,13.95,5.39,8.13,28.02,7.85,13.65,19.44,12.06,2.8,15.4,13.22,26.38,22.47,15.4,3.47,3.78,16.63,3.07
2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,1.59,2.87,2.07,5.16,5.46,0.665,,23.37,10.21,10.35,1.76,165.91,13.83,5.91,8.09,28.92,7.15,13.64,20.24,15.52,2.86,14.13,14.08,26.38,24.51,15.25,3.4,3.91,16.55,3.07
2025-01-03,1.65,2.9,2.21,5.27,6.22,0.61,,24.32,10.71,10.59,1.88,177.74,13.99,5.96,9.77,30.22,7.12,13.73,20.85,24.4,3.28,14.84,14.37,27.48,24.09,16.15,3.3,4.15,17.27,3.14
2025-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,1.72,2.91,2.01,5.34,6.5,0.635,,25.48,10.97,10.47,1.88,179.49,14.03,5.64,9.83,30.9,6.8,13.61,20.94,23.6,3.84,15.29,13.69,29.53,24.94,16.52,3.25,3.92,16.85,3.05
2025-01-07,1.61,2.9,1.99,5.13,6.13,0.609,,25.06,11.37,9.78,1.89,172.32,13.72,5.05,10.27,28.41,7.32,13.44,21.92,22.6,3.54,14.91,13.8,28.61,23.08,15.51,3.2,3.84,17.78,3.05
2025-01-08,1.53,3.01,1.82,5.18,5.51,0.571,,24.38,10.75,9.62,2.01,172.01,13.74,4.61,9.49,27.5,7.1,13.12,20.47,16.68,3.03,14.55,13.81,28.94,22.95,14.98,2.79,3.77,16.46,3.04
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,1.47,3.19,1.75,4.98,5.4,0.55,,23.58,10.04,9.27,1.89,167.08,13.49,4.36,8.74,27.33,7.51,13.3,19.2,16.42,3.59,14.15,13.11,29.37,20.9,14.21,2.94,3.5,16.39,2.78
2025-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,1.38,3.05,1.71,4.92,5.2,0.53,,23.03,9.73,9.33,1.67,164.65,13.64,4.04,7.96,25.89,7.23,12.68,19.13,13.48,3.25,14.07,12.8,30.89,21.7,13.64,2.6,3.18,15.99,2.79
2025-01-14,1.37,2.89,1.545,5.28,5.57,0.518,,22.3,9.57,9.53,1.65,164.82,13.47,3.88,7.86,26.97,7.68,12.35,18.89,16.72,3.41,14.5,12.6,32.76,21.96,12.74,2.69,3.13,11.66,2.72
2025-01-15,1.51,2.95,1.65,5.39,6.18,0.56,,22.65,9.63,9.51,1.69,170.69,13.68,3.77,8.1,28.76,8.33,12.46,19.26,15.32,3.32,15.51,12.8,34.05,22.04,13.47,3.0,3.37,12.94,3.09
2025-01-16,1.54,2.96,1.63,5.4,5.85,0.56,,23.56,9.55,9.34,1.74,174.87,14.05,3.97,8.37,27.93,9.08,12.49,18.88,13.96,3.53,16.3,13.0,33.61,21.75,13.54,2.87,3.5,12.17,2.91
2025-01-17,1.44,3.02,1.66,5.36,6.4,0.575,,23.92,9.44,9.23,1.77,175.33,14.29,3.82,8.17,29.49,9.28,12.64,19.07,14.02,3.36,16.5,13.08,33.62,21.77,13.49,2.83,3.6,12.46,2.93
2025-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,1.4,3.13,1.49,5.59,5.96,0.551,,25.75,9.22,9.58,1.76,188.32,14.33,3.91,9.06,27.73,9.08,12.83,18.19,14.02,3.28,17.9,13.67,35.22,22.18,14.19,2.69,3.45,13.22,2.8
2025-01-22,1.4,3.01,1.59,5.86,6.23,0.492,,25.53,8.46,9.17,1.71,183.74,14.15,3.83,8.77,27.26,8.89,13.0,17.49,13.08,3.46,17.59,14.0,34.95,23.06,13.6,2.68,3.48,12.59,2.77
2025-01-23,1.43,3.0,1.58,5.86,6.18,0.481,,27.67,9.34,9.22,1.78,181.99,14.33,3.74,8.67,27.21,8.92,13.36,17.61,13.82,3.37,18.03,14.41,34.57,23.13,13.09,2.52,3.56,12.48,2.88
2025-01-24,1.4,2.97,1.54,5.53,6.32,0.486,,29.81,10.23,9.35,1.73,182.4,14.36,4.59,8.76,27.88,9.32,13.22,18.11,15.64,3.64,17.92,14.25,34.13,22.32,13.15,2.48,3.6,12.41,2.75
2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,1.38,2.83,1.5,4.81,4.43,0.48,,22.42,10.19,9.52,1.69,180.83,14.52,4.18,8.23,26.3,8.85,13.17,17.62,14.34,3.08,16.08,14.28,33.48,21.75,12.41,2.26,3.49,11.88,2.68
2025-01-28,1.5,2.7,1.49,4.69,4.64,0.478,,20.4,9.26,9.11,1.7,194.75,14.99,4.92,8.37,25.87,8.92,13.18,17.8,12.4,3.26,16.17,14.36,33.48,23.25,12.24,2.44,3.45,11.17,2.72
2025-01-29,1.46,2.79,1.42,4.86,4.73,0.466,,22.38,9.39,9.26,1.67,202.0,14.52,4.28,8.33,26.24,9.12,12.83,17.87,12.1,3.18,15.99,14.24,32.75,22.94,12.31,2.47,3.46,10.82,2.67
2025-01-30,1.43,2.8,1.39,4.98,5.01,0.46,,23.52,9.42,9.16,1.68,198.93,14.17,4.15,8.23,27.04,8.9,13.06,18.3,11.48,3.34,16.44,14.21,33.65,23.01,13.55,2.4,3.51,11.34,2.8
2025-01-31,1.38,2.8,1.39,5.05,4.77,0.48,,23.58,9.05,9.22,1.67,199.55,13.84,4.24,8.26,27.73,8.75,12.84,17.91,12.14,3.33,15.78,14.17,33.37,22.2,13.58,2.43,3.65,11.33,2.7
2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,1.32,2.84,1.37,5.0,5.01,0.46,,23.57,8.8,8.76,1.59,202.31,13.74,4.05,8.06,22.66,8.85,12.62,17.5,11.74,3.2,15.4,14.34,33.2,21.39,12.72,2.22,3.42,10.77,2.8
2025-02-04,1.32,2.95,1.38,5.02,5.18,0.472,,23.11,8.9,8.94,1.8,215.31,13.84,4.19,8.02,22.89,8.91,12.85,18.85,11.92,3.2,15.29,14.41,34.38,21.47,12.91,2.24,3.62,11.09,2.86
2025-02-05,1.38,2.93,1.37,4.95,5.07,0.466,,24.26,8.72,8.84,1.84,221.16,14.0,4.14,8.05,23.1,8.89,12.63,18.33,11.4,3.15,15.49,14.65,34.28,21.11,13.56,2.21,3.69,11.06,2.85
2025-02-06,1.39,2.98,1.35,5.13,5.15,0.469,,24.78,8.64,9.1,1.79,216.51,13.87,4.21,7.86,22.76,9.03,12.41,19.72,11.48,3.41,14.8,15.82,32.54,21.19,12.95,2.28,3.75,10.97,2.84
2025-02-07,1.34,2.89,1.32,5.05,5.03,0.457,,24.78,8.47,8.59,1.75,225.23,13.36,4.47,7.78,21.64,8.82,11.74,21.66,11.48,3.61,14.91,15.52,32.46,21.04,12.6,2.38,3.8,10.78,2.77
2025-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,1.37,2.85,1.33,5.11,5.13,0.44,,25.39,8.36,8.69,1.74,224.93,13.35,5.11,7.83,22.45,9.06,11.48,22.23,11.42,3.63,15.13,15.13,33.09,20.4,12.58,2.28,3.74,10.7,2.79
2025-02-11,1.38,2.9,1.31,5.06,4.76,0.446,,24.07,8.1,8.78,1.67,213.76,13.09,4.88,7.36,21.7,9.17,11.45,21.16,10.0,3.34,14.83,15.01,32.07,19.5,12.52,2.17,3.4,10.29,2.75
2025-02-12,1.47,3.01,1.34,5.05,4.85,0.456,,23.48,8.0,8.49,1.62,216.47,13.0,5.05,7.33,22.39,9.0,11.3,20.98,9.72,3.35,14.77,14.86,31.01,19.44,12.83,2.15,3.53,10.23,2.75
2025-02-13,1.5,2.91,1.37,5.16,4.89,0.466,,24.71,8.58,8.66,1.73,204.95,13.17,4.93,7.58,22.18,9.1,11.53,21.66,10.76,3.42,15.19,15.08,28.56,20.74,13.14,2.14,3.59,10.5,2.83
2025-02-14,1.55,3.03,1.39,5.08,4.87,0.489,,25.41,8.82,8.79,1.73,196.38,13.14,4.54,7.83,22.81,9.16,11.39,21.63,10.2,3.39,16.21,14.92,27.16,21.51,13.39,2.05,3.72,10.72,2.82
2025-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,1.58,3.01,1.48,5.12,4.71,0.6,,26.02,8.86,8.74,1.75,187.13,13.34,5.24,7.94,21.97,9.0,11.48,21.43,11.8,3.38,16.83,14.62,27.05,21.82,13.07,1.92,3.56,11.61,2.85
2025-02-19,1.54,3.0,1.45,5.46,4.72,0.543,,26.5,8.61,8.78,1.68,189.66,13.33,4.72,7.59,22.73,8.99,11.36,22.6,12.8,3.36,16.18,14.75,26.85,21.47,12.85,1.73,3.52,12.47,2.8
2025-02-20,1.48,2.99,1.39,5.42,4.5,0.528,,25.99,8.54,7.21,1.63,175.44,13.32,4.25,7.47,22.99,9.0,11.67,22.67,13.14,3.32,15.56,15.99,25.99,28.0,12.8,1.83,3.52,12.1,2.69
2025-02-21,1.39,2.97,1.35,5.01,4.08,0.505,,24.17,8.42,6.62,1.54,166.4,13.31,3.89,6.98,21.95,9.04,11.68,21.78,11.3,3.0,14.67,16.38,25.29,28.34,12.56,1.69,3.3,11.43,2.69
2025-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,1.41,2.77,1.27,4.81,3.95,0.54,,22.7,8.49,6.77,1.53,165.57,13.32,3.58,6.76,22.06,9.21,11.93,20.33,10.7,2.79,14.36,15.67,24.39,27.28,12.49,1.6,3.0,10.5,2.65
2025-02-25,1.49,2.75,1.2,4.89,3.68,0.504,,21.97,8.37,6.73,1.42,159.99,13.19,3.37,6.5,20.79,8.76,11.7,20.47,9.86,2.52,13.92,15.24,25.11,25.65,12.35,1.5,3.06,9.93,2.56
2025-02-26,1.54,2.75,1.21,6.17,3.72,0.49,,23.4,8.39,6.74,1.48,168.1,13.1,3.53,6.7,19.47,9.0,11.62,21.89,9.66,2.77,14.47,15.57,24.96,26.51,12.6,1.52,3.2,10.03,2.47
2025-02-27,1.43,2.73,1.22,6.29,3.61,0.44,,23.04,7.91,6.58,1.5,159.78,12.88,3.33,6.75,18.83,9.08,11.08,21.5,8.84,2.54,14.07,15.28,26.27,26.17,12.6,1.44,3.16,9.69,2.46
2025-02-28,1.34,2.67,1.23,6.35,4.19,0.44,,24.02,7.25,6.53,1.52,161.78,13.27,3.43,7.0,18.51,9.17,11.09,20.25,8.58,2.55,14.47,15.64,26.39,25.64,13.25,1.46,3.28,9.64,2.49
2025-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,1.21,2.68,1.13,6.18,3.67,0.385,,23.42,6.17,5.76,1.37,162.45,13.48,3.15,6.46,17.78,9.17,11.02,18.62,8.0,2.34,13.57,15.48,26.01,23.7,13.58,1.34,3.0,8.85,2.32
2025-03-04,1.24,2.77,1.11,6.15,3.48,0.36,,22.7,6.71,5.93,1.35,159.17,13.45,3.22,6.6,17.86,9.17,11.05,20.24,9.2,2.22,13.09,14.38,26.38,24.72,13.59,1.33,3.01,8.98,2.39
2025-03-05,1.23,2.82,1.13,5.99,3.71,0.381,,24.12,6.9,6.38,1.4,168.52,13.35,4.18,6.79,18.63,9.2,11.04,19.45,10.4,2.07,13.43,14.48,27.81,25.4,13.69,1.35,3.36,9.48,2.6
2025-03-06,1.18,2.8,1.15,5.57,3.36,0.375,,22.39,6.87,6.82,1.38,150.72,12.8,3.78,6.64,18.36,9.18,10.92,18.92,8.8,1.99,12.45,14.29,26.88,23.16,13.32,1.3,3.61,8.83,2.6
2025-03-07,1.2,2.84,1.15,5.3,3.6,0.368,,23.08,7.16,7.05,1.38,133.98,12.55,4.16,6.62,18.0,9.0,11.87,19.06,8.82,2.0,12.59,13.42,27.29,24.19,13.58,1.33,3.87,8.85,2.6
2025-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
