Date,A,AA,AACT,AAL,AAP,AAPL,AASCX,AASMX,AAUTX,ABBV,ABCL,ABEV,ABLOX,ABM,ABT,ACCO,ACFCX,ACFDX,ACFGX,ACFNX,ACFOX,ACFSX,ACGL,ACILX,ACLS,ACMR,ACN,ACRE,ACSLX,ACTVX
2021-08-26,168.88,39.67,,19.9,188.78,144.44,27.89,20.5,22.45,103.32,17.37,2.5596,17.31,45.39,116.47,7.2919,57.07,58.1,61.78,61.01,59.12,59.84,39.36,,48.41,30.27,313.07,9.1505,70.66,91.9
2021-08-27,169.1,42.27,,20.22,184.26,145.48,28.41,21.0,22.67,102.62,17.58,2.5756,17.41,46.01,115.66,7.6422,58.53,59.59,63.37,62.59,60.64,61.37,39.7,,51.67,29.25,315.35,9.3239,71.32,92.06
2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,171.94,42.19,,19.51,181.84,149.9,28.41,21.0,22.67,103.47,17.35,2.6075,17.47,45.45,116.91,7.5363,59.0,60.07,63.88,63.09,61.13,61.87,39.22,,50.9,29.39,316.61,9.3838,72.24,92.17
2021-08-31,170.71,42.5,,19.94,183.38,148.64,28.21,20.82,22.5,103.65,16.78,2.5995,17.46,45.8,117.31,7.6341,58.68,59.75,63.54,62.75,60.8,61.54,39.08,,49.71,29.72,316.2,9.4376,71.99,92.15
2021-09-01,170.69,43.67,,19.64,182.51,149.3,28.24,20.85,22.42,96.35,16.93,2.6154,17.46,45.1,118.27,7.8215,59.02,60.09,63.9,63.11,61.15,61.89,38.48,,48.58,29.68,317.46,9.4376,72.17,92.15
2021-09-02,173.19,44.93,,19.76,181.54,150.42,28.48,20.94,22.56,96.13,17.55,2.5118,17.5,45.2,119.28,7.9111,59.07,60.14,63.95,63.16,61.2,61.95,37.67,,49.84,31.0,320.37,9.4794,72.09,92.17
2021-09-03,174.42,45.22,,19.37,180.3,151.06,28.41,20.85,22.48,95.79,18.74,2.5038,17.5,45.19,119.7,7.9111,59.47,60.56,64.4,63.6,61.62,62.38,37.49,,50.06,31.53,322.56,9.4854,72.35,92.13
2021-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-07,172.9,44.79,,19.53,180.64,153.4,28.19,20.6,22.33,93.57,18.95,2.5516,17.45,43.68,119.18,7.7237,59.08,60.15,63.98,63.18,61.22,61.96,37.09,,50.05,35.43,320.83,9.4495,72.59,92.0
2021-09-08,173.88,43.8,,19.13,180.97,151.85,28.08,20.43,22.2,94.71,18.24,2.4241,17.42,43.7,119.81,7.5282,58.79,59.86,63.67,62.87,60.91,61.66,38.01,,48.8,35.24,319.73,9.3658,72.34,92.05
2021-09-09,172.42,45.5,,20.2,181.91,150.83,28.13,20.38,22.16,92.06,18.43,2.432,17.37,42.46,118.8,7.4141,58.39,59.45,63.24,62.45,60.5,61.24,37.58,,48.86,35.39,320.47,9.4017,72.07,92.11
2021-09-10,172.42,47.41,,18.95,180.83,145.84,27.91,20.19,21.99,91.55,18.99,2.4001,17.26,42.73,119.57,7.3082,57.69,58.74,62.5,61.71,59.79,60.52,37.03,,48.71,35.71,321.24,9.2402,71.34,92.01
2021-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13,167.41,47.14,,19.31,180.14,146.41,28.01,20.35,22.19,92.24,17.73,2.448,17.32,42.79,117.54,7.3897,57.46,58.5,62.24,61.46,59.54,60.27,37.93,,49.15,34.66,318.91,9.3419,71.37,92.05
2021-09-14,167.74,45.97,,19.21,181.86,145.01,27.74,20.17,21.93,91.38,17.56,2.4559,17.25,42.51,117.94,7.243,57.43,58.47,62.22,61.42,59.51,60.24,37.33,,49.23,34.33,320.11,9.2641,71.44,92.13
2021-09-15,169.08,49.5,,19.38,186.42,145.9,27.96,20.37,22.19,92.48,18.81,2.4161,17.36,43.0,118.35,7.3408,57.85,58.9,62.67,61.88,59.95,60.68,37.41,,49.2,33.63,323.59,9.3359,71.92,92.07
2021-09-16,168.58,47.32,,19.89,188.67,145.66,27.96,20.34,22.13,92.75,19.8,2.4161,17.33,42.47,118.3,7.2593,58.09,59.15,62.94,62.15,60.2,60.94,37.24,,49.44,33.9,321.53,9.3,72.01,91.93
2021-09-17,169.22,46.77,,19.73,186.96,142.99,27.81,20.26,21.99,92.45,20.36,2.3603,17.21,41.7,117.7,7.2674,57.86,58.91,62.68,61.89,59.96,60.69,37.37,,48.88,34.13,315.11,9.1984,71.2,91.82
2021-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,166.69,46.41,,20.33,185.06,139.93,27.41,19.89,21.63,91.31,20.65,2.3124,17.01,41.2,115.92,7.1452,56.55,57.58,61.28,60.51,58.61,59.34,36.94,,48.22,32.76,312.19,9.1206,69.85,91.98
2021-09-21,166.79,43.67,,19.76,186.83,140.41,27.38,19.89,21.62,91.95,21.08,2.3284,17.01,40.75,116.16,7.1126,56.51,57.55,61.24,60.46,58.57,59.29,36.83,,47.85,33.3,311.12,9.1445,69.98,91.95
2021-09-22,167.76,45.92,,20.52,191.87,142.78,27.73,20.18,21.86,91.32,21.34,2.3284,17.11,41.11,115.71,7.2104,56.95,57.99,61.72,60.94,59.02,59.76,37.1,,48.47,34.09,314.41,9.2522,70.57,91.88
2021-09-23,168.08,46.51,,20.9,194.49,143.74,28.13,20.58,22.24,92.13,21.15,2.3523,17.21,41.54,116.32,7.3408,57.69,58.74,62.52,61.73,59.8,60.53,37.09,,50.13,35.0,322.25,9.306,71.28,91.61
2021-09-24,167.72,46.44,,21.39,195.91,143.83,28.15,20.57,22.32,91.88,21.15,2.3284,17.22,41.45,115.45,7.2104,57.64,58.69,62.46,61.67,59.74,60.47,37.26,,49.15,33.1,318.71,9.2881,71.46,91.54
2021-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-27,161.87,49.38,,21.47,198.46,142.31,28.24,20.83,22.49,92.44,20.99,2.2965,17.19,42.0,111.93,7.4874,57.11,58.16,61.89,61.1,59.19,59.92,37.43,,49.76,36.22,314.27,9.3718,70.76,91.44
2021-09-28,155.56,48.83,,21.43,195.12,138.93,27.74,20.42,22.23,92.12,19.61,2.2247,16.96,41.56,110.23,7.1941,55.51,56.53,60.16,59.39,57.53,58.24,36.5,,47.68,34.79,304.6,9.294,68.8,91.34
2021-09-29,155.66,48.44,,21.01,196.92,139.83,27.81,20.5,22.26,93.4,19.45,2.2327,16.97,42.16,110.9,7.186,55.33,56.35,59.97,59.2,57.35,58.06,36.93,,46.71,34.6,303.96,9.3124,68.76,91.41
2021-09-30,153.26,46.87,,20.52,189.76,138.52,27.51,20.24,21.91,92.57,20.04,2.2008,16.84,41.63,109.66,6.9986,55.36,56.37,60.0,59.23,57.38,58.09,36.31,,47.03,36.67,300.57,9.2267,68.28,91.47
2021-10-01,151.76,47.67,,21.65,188.96,139.65,27.93,20.61,22.27,93.62,17.2,2.2167,16.97,43.43,108.81,7.2919,55.89,56.92,60.59,59.81,57.93,58.65,36.31,,47.81,35.83,305.21,9.4042,68.99,91.65
2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-04,148.41,47.1,,21.39,188.2,136.21,27.72,20.49,22.18,93.31,16.43,2.1848,16.83,43.3,107.25,7.1452,54.5,55.5,59.08,58.32,56.49,57.19,36.31,,45.52,34.83,300.16,9.343,67.38,91.6
2021-10-05,149.06,46.98,,21.47,189.88,138.14,27.89,20.6,22.36,93.98,16.53,2.1769,16.95,43.85,107.57,7.243,55.19,56.21,59.84,59.07,57.21,57.92,37.66,,45.95,39.23,305.45,9.3369,68.18,91.51
2021-10-06,149.67,45.06,,20.54,191.95,139.01,27.93,20.48,22.35,93.81,15.55,2.1609,16.99,42.72,108.14,7.1697,55.67,56.69,60.35,59.58,57.71,58.42,38.03,,45.88,38.33,305.52,9.3736,68.63,91.48
2021-10-07,151.3,45.06,,20.17,194.86,140.28,28.21,20.82,22.52,95.14,15.78,2.137,17.08,43.04,109.46,7.3,56.3,57.34,61.04,60.25,58.36,59.08,38.71,,47.46,38.22,306.51,9.3002,69.3,91.35
2021-10-08,148.52,44.09,,20.07,194.54,139.9,28.03,20.73,22.54,95.41,15.37,2.1848,17.07,43.01,109.9,7.1778,55.81,56.84,60.53,59.75,57.86,58.58,38.94,,47.18,37.73,305.52,9.3369,69.08,91.25
2021-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-11,146.13,45.29,,20.13,192.7,139.81,27.84,20.53,22.38,94.69,14.85,2.1529,16.99,42.33,108.5,7.1697,55.33,56.35,60.0,59.22,57.36,58.07,38.2,,48.56,34.71,306.75,9.3552,68.62,91.09
2021-10-12,144.12,45.76,,20.29,192.6,138.53,28.04,20.6,22.31,93.17,15.12,2.1529,16.94,42.08,108.91,7.2104,55.52,56.54,60.21,59.43,57.56,58.27,38.84,,47.66,34.67,307.87,9.4409,68.47,91.19
2021-10-13,146.33,46.36,,19.61,191.06,137.95,28.14,20.6,22.29,93.14,15.52,2.2008,16.98,41.87,108.61,7.2349,56.1,57.13,60.83,60.05,58.15,58.88,39.76,,47.19,34.86,311.13,9.496,68.87,91.15
2021-10-14,148.64,46.55,,19.64,195.19,140.74,28.65,20.87,22.67,94.6,15.91,2.2088,17.19,42.72,109.56,7.2919,56.85,57.9,61.66,60.86,58.94,59.67,40.7,,48.45,34.7,319.48,9.5633,70.12,91.21
2021-10-15,149.3,53.63,,19.98,195.71,141.79,28.57,20.85,22.85,94.96,15.53,2.2247,17.28,41.92,109.49,7.1941,57.13,58.19,61.97,61.16,59.23,59.97,40.38,,49.37,35.11,322.1,9.4898,70.77,90.98
2021-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,150.77,54.82,,19.84,202.15,143.47,28.62,20.88,22.81,93.31,15.28,2.2247,17.28,41.64,108.86,7.2919,57.63,58.7,62.51,61.7,59.75,60.49,40.27,,49.64,35.13,323.38,9.6061,71.37,90.84
2021-10-19,151.59,51.41,,19.53,203.62,145.63,28.75,20.91,22.97,93.33,15.97,2.129,17.38,41.9,111.21,7.3082,57.94,59.01,62.84,62.02,60.07,60.82,40.0,,51.21,37.42,329.56,9.6061,71.84,90.83
2021-10-20,153.51,50.29,,19.52,205.91,146.12,28.94,21.05,23.21,94.16,16.04,2.1769,17.42,41.8,114.91,7.4467,57.69,58.76,62.59,61.77,59.81,60.57,40.55,,49.97,35.51,325.85,9.655,71.66,90.86
2021-10-21,152.87,47.88,,19.89,212.31,146.34,28.95,21.09,23.19,94.47,16.3,2.0971,17.45,41.89,116.53,7.3734,58.39,59.47,63.34,62.51,60.54,61.29,40.8,,49.45,35.24,327.09,9.6795,72.07,90.64
2021-10-22,153.88,47.17,,19.15,210.73,145.56,28.92,21.09,23.29,94.8,15.97,2.0892,17.43,41.35,118.09,7.2674,57.89,58.96,62.81,61.98,60.02,60.77,41.09,,49.29,35.42,333.37,9.6612,71.61,90.69
2021-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,154.24,49.01,,19.23,209.06,145.51,28.97,21.21,23.3,94.24,16.47,2.1689,17.44,42.13,117.96,7.2186,58.66,59.74,63.64,62.8,60.82,61.58,41.21,,49.32,35.66,335.87,9.7346,72.17,90.79
2021-10-26,154.09,47.46,,19.39,211.27,146.18,28.87,21.08,23.34,95.1,15.58,2.1529,17.49,40.75,119.4,7.2756,58.53,59.61,63.5,62.67,60.69,61.44,41.03,,50.86,35.49,335.78,9.6734,72.17,90.74
2021-10-27,151.24,43.95,,19.03,209.26,145.72,28.58,20.62,23.05,94.15,15.37,2.137,17.47,40.03,119.01,6.7623,58.03,59.1,62.96,62.13,60.17,60.92,40.25,,50.17,33.45,333.62,9.6489,71.89,90.86
2021-10-28,151.72,44.58,,19.19,204.4,149.36,29.02,20.95,23.27,95.26,15.92,2.3443,17.58,40.69,119.01,6.9253,58.57,59.66,63.56,62.72,60.74,61.5,39.98,,53.99,35.28,335.76,9.6061,72.68,90.74
2021-10-29,153.41,44.1,,19.2,204.87,146.65,29.22,21.03,23.22,99.6,15.71,2.3603,17.62,40.87,120.11,6.7379,58.95,60.05,63.98,63.13,61.13,61.9,39.77,,54.93,35.39,338.09,9.5571,73.1,90.74
2021-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,152.99,44.85,,19.77,204.5,145.83,29.6,21.49,23.31,99.72,17.03,2.432,17.59,42.26,120.16,6.9904,59.53,60.64,64.61,63.75,61.73,62.51,40.48,,56.7,37.1,334.82,9.7223,72.89,90.75
2021-11-02,153.76,45.19,,19.83,206.01,146.87,29.58,21.43,23.33,101.21,17.73,2.3922,17.7,42.05,119.01,6.8275,58.75,59.84,63.76,62.91,60.92,61.68,41.04,,57.03,36.29,340.64,9.5694,73.09,90.91
2021-11-03,154.1,45.53,,20.63,209.81,148.3,29.69,21.68,23.49,102.12,17.62,2.5038,17.76,42.4,119.93,7.1045,59.26,60.36,64.31,63.46,61.45,62.22,41.13,,59.04,35.94,341.21,9.5816,73.68,90.84
2021-11-04,153.56,44.51,,20.63,209.02,147.79,29.61,21.75,23.42,101.67,17.37,2.5038,17.8,43.01,120.3,7.3,59.55,60.67,64.64,63.78,61.76,62.54,40.11,,57.91,36.21,345.63,9.3613,74.32,91.07
2021-11-05,152.36,45.94,,21.82,208.7,148.32,29.88,22.11,23.52,101.78,15.09,2.5676,17.88,44.58,115.9,7.6667,59.6,60.72,64.71,63.84,61.81,62.59,41.23,,61.06,34.23,347.2,9.6917,74.61,91.23
2021-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-08,156.77,46.9,,22.25,207.04,147.49,30.05,22.2,23.58,100.81,15.33,2.5118,17.88,44.37,118.16,7.4793,59.6,60.71,64.71,63.83,61.81,62.59,40.53,,61.85,35.47,345.76,9.7101,74.55,90.97
2021-11-09,155.67,45.34,,22.26,211.11,147.85,30.12,22.18,23.57,100.41,14.71,2.5516,17.88,44.26,117.82,7.4956,59.18,60.29,64.26,63.4,61.38,62.16,39.96,,62.14,35.51,346.27,9.7223,73.97,91.13
2021-11-10,155.15,44.32,,21.57,213.27,145.02,29.73,21.98,23.48,101.41,14.14,2.5357,17.77,44.68,119.11,7.5445,58.14,59.23,63.12,62.28,60.3,61.06,39.71,,60.43,33.9,343.69,9.7162,73.03,90.64
2021-11-11,154.68,49.15,,21.33,216.62,144.97,29.9,22.12,23.49,101.3,15.05,2.5437,17.77,45.11,118.58,7.52,58.11,59.19,63.08,62.24,60.26,61.02,39.43,,61.13,35.04,345.08,9.808,73.06,90.52
2021-11-12,156.71,49.84,,20.29,217.15,147.05,30.01,22.13,23.57,101.6,15.02,2.5038,17.85,45.09,119.7,7.4141,58.83,59.92,63.88,63.01,61.01,61.78,39.96,,61.41,35.21,349.81,9.7285,74.03,90.6
2021-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-15,153.69,48.6,,20.32,219.76,147.06,30.1,22.19,23.58,101.48,16.39,2.5038,17.85,45.38,120.62,7.4467,58.77,59.87,63.81,62.96,60.95,61.72,40.28,,61.81,36.76,347.19,9.7774,73.88,90.5
2021-11-16,157.21,46.26,,19.84,214.11,148.04,30.12,22.12,23.57,101.12,16.36,2.4878,17.88,45.32,121.97,7.2512,59.5,60.61,64.6,63.74,61.71,62.49,40.59,,64.16,35.48,349.74,9.6061,74.59,90.51
2021-11-17,157.35,46.0,,19.86,211.26,150.48,29.86,21.86,23.45,101.93,14.82,2.4958,17.88,44.3,119.86,7.1126,59.18,60.29,64.27,63.4,61.38,62.16,40.08,,63.02,33.59,351.27,9.4837,74.47,90.63
2021-11-18,157.96,45.78,,19.39,210.69,154.78,29.67,21.73,23.4,101.68,15.31,2.4799,17.93,43.56,118.95,6.909,58.98,60.08,64.04,63.18,61.17,61.94,39.62,,62.95,31.93,349.38,9.4898,75.11,90.65
2021-11-19,160.04,45.69,,19.28,208.94,157.4,29.55,21.55,23.17,100.96,15.8,2.44,17.88,44.0,118.2,6.8845,58.79,59.9,63.86,63.0,60.99,61.77,39.99,,62.56,32.07,348.45,9.4348,75.14,90.63
2021-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,158.56,46.56,,19.63,210.6,157.86,29.51,21.59,23.34,100.45,14.42,2.4241,17.83,45.12,116.73,7.0882,57.42,58.49,62.36,61.52,59.56,60.31,40.99,,63.58,31.29,342.34,9.4898,73.95,90.3
2021-11-23,150.77,47.05,,19.47,214.18,158.25,29.49,21.63,23.53,103.26,13.96,2.432,17.89,45.35,116.0,7.1663,56.86,57.92,61.75,60.92,58.98,59.72,41.59,,63.83,29.65,339.89,9.4715,73.67,90.22
2021-11-24,149.01,48.43,,19.46,212.0,158.77,29.56,21.63,23.51,103.06,14.44,2.4161,17.9,44.85,116.55,7.2731,57.28,58.35,62.22,61.38,59.41,60.17,41.64,,64.72,29.61,341.46,9.4531,74.05,90.23
2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-26,148.13,46.02,,17.75,205.97,153.74,28.76,20.86,22.82,101.2,13.99,2.3523,17.63,43.21,117.31,6.9855,56.31,57.37,61.17,60.34,58.41,59.15,39.83,,62.83,29.23,333.2,9.2573,72.31,90.78
2021-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,149.44,47.17,,17.74,206.46,157.1,28.92,20.86,22.88,101.53,14.1,2.3124,17.75,43.07,119.31,7.1663,57.06,58.13,61.99,61.14,59.19,59.94,39.68,,62.21,28.86,344.71,9.2512,73.61,90.8
2021-11-30,146.99,44.66,,17.69,200.51,162.06,28.24,20.39,22.33,100.13,14.96,2.2486,17.55,41.79,117.2,6.7882,55.87,56.92,60.7,59.87,57.96,58.7,38.4,,61.82,29.14,336.78,9.0065,72.69,90.85
2021-12-01,144.37,42.02,,16.28,198.25,161.54,27.77,20.05,22.12,100.68,14.58,2.1928,17.48,40.7,118.11,6.5581,53.92,54.93,58.58,57.78,55.94,56.65,38.73,,63.48,28.12,339.36,8.9025,71.49,90.88
2021-12-02,147.08,43.02,,17.42,207.82,160.55,28.43,20.59,22.62,101.51,14.83,2.2407,17.61,42.08,119.64,6.8129,54.82,55.85,59.56,58.75,56.87,57.59,40.21,,63.99,27.19,344.22,9.2023,72.23,90.64
2021-12-03,145.46,42.3,,16.62,206.09,158.67,28.02,20.29,22.53,103.23,14.02,2.2486,17.55,41.54,121.4,6.8458,52.45,53.44,56.99,56.21,54.41,55.11,40.18,,61.96,26.23,340.56,9.0677,71.23,93.86
2021-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,147.54,43.73,,17.93,208.96,162.08,28.4,20.79,22.88,105.4,13.5,2.2486,17.69,43.04,123.45,7.0019,52.89,53.89,57.47,56.69,54.87,55.57,41.02,,63.45,25.5,341.33,9.2635,71.98,93.65
2021-12-07,149.81,45.06,,17.89,213.44,167.83,29.08,21.13,23.2,105.54,14.55,2.2805,17.9,42.46,123.4,7.0019,54.54,55.57,59.27,58.46,56.59,57.31,41.23,,68.73,26.04,349.91,9.294,74.27,93.46
2021-12-08,152.26,46.61,,18.23,212.6,171.65,29.19,21.28,23.17,105.85,15.12,2.2885,17.91,42.65,123.35,6.969,55.35,56.39,60.14,59.32,57.42,58.15,41.26,,68.91,26.59,352.92,9.2512,74.97,93.41
2021-12-09,150.6,47.97,,18.14,213.14,171.14,28.86,20.9,23.11,107.83,14.55,2.2167,17.88,42.14,123.5,6.9197,54.21,55.24,58.92,58.11,56.25,56.96,41.34,,65.85,25.74,350.02,9.1778,74.16,93.43
2021-12-10,152.21,46.84,,18.01,218.06,175.93,28.87,20.86,23.27,108.98,13.97,2.2407,18.01,42.33,125.22,6.7636,54.18,55.2,58.88,58.07,56.21,56.93,41.3,,66.0,25.65,357.54,8.9881,74.86,93.49
2021-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,152.24,45.86,,17.12,212.68,172.3,28.59,20.61,23.05,109.88,13.78,2.2327,17.91,42.5,126.7,6.665,53.5,54.51,58.14,57.34,55.51,56.21,41.22,,63.41,24.7,355.92,8.7862,73.86,93.61
2021-12-14,147.94,48.43,,16.91,213.84,170.91,28.35,20.48,23.05,110.56,13.16,2.2566,17.83,42.66,123.89,6.5828,52.8,53.8,57.39,56.6,54.79,55.49,41.6,,63.47,24.26,348.39,8.6883,72.95,93.53
2021-12-15,150.31,48.92,,16.99,217.24,175.79,28.67,20.68,23.23,113.11,12.99,2.2327,18.03,37.96,126.33,6.7061,53.65,54.66,58.31,57.51,55.66,56.37,41.78,,67.25,24.41,353.64,8.7067,74.52,93.53
2021-12-16,146.89,50.48,,16.52,218.18,168.88,28.35,20.36,23.29,114.46,13.69,2.2247,17.93,38.31,126.82,6.7307,52.44,53.43,57.0,56.22,54.41,55.11,41.93,,61.94,23.67,377.48,8.6026,72.74,93.76
2021-12-17,147.5,51.57,,16.95,212.39,167.79,28.27,20.29,22.99,112.51,14.98,2.2407,17.79,37.39,127.77,6.6732,52.83,53.83,57.43,56.64,54.82,55.52,41.1,,63.21,24.81,373.38,8.6088,72.21,93.78
2021-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,146.52,50.98,,17.3,208.35,166.42,27.81,19.96,22.69,113.66,14.6,2.2058,17.69,36.16,125.79,6.402,52.06,53.04,56.59,55.81,54.02,54.71,40.35,,62.82,23.45,363.52,8.4803,71.3,93.87
2021-12-21,149.97,54.51,,18.12,209.43,169.6,28.6,20.49,23.09,112.87,15.74,2.2058,17.86,37.53,126.06,6.5828,53.54,54.56,58.21,57.4,55.56,56.27,40.82,,65.29,24.94,370.22,8.8596,72.95,93.63
2021-12-22,152.72,56.93,,18.26,212.36,172.2,28.89,20.66,23.29,114.69,15.4,2.2639,17.99,37.97,129.52,6.591,54.18,55.2,58.91,58.09,56.22,56.94,41.17,,66.77,25.24,380.4,8.9942,73.97,93.69
2021-12-23,153.71,56.98,,18.26,211.76,172.83,29.06,20.84,23.43,115.6,14.93,2.2722,18.06,38.57,129.68,6.6157,54.59,55.62,59.36,58.53,56.65,57.37,41.35,,68.08,25.87,380.04,9.0248,74.41,93.57
2021-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,154.63,57.43,,18.17,215.75,176.8,29.4,21.15,23.69,116.74,14.75,2.2722,18.23,38.43,131.82,6.6814,54.92,55.96,59.72,58.89,56.99,57.72,41.77,,72.84,26.43,391.36,9.1656,75.43,93.53
2021-12-28,155.06,56.81,,18.54,217.24,175.78,29.42,21.1,23.75,116.73,13.71,2.2639,18.22,38.15,130.9,6.7389,54.46,55.49,59.23,58.4,56.52,57.24,42.1,,71.42,26.17,391.31,9.1166,75.17,93.56
2021-12-29,156.49,57.24,,18.05,219.88,175.86,29.58,21.17,23.8,117.57,13.67,2.2473,18.22,37.7,131.57,6.8211,54.43,55.46,59.19,58.37,56.49,57.21,42.41,,73.36,26.87,391.45,9.1227,75.27,93.44
2021-12-30,156.71,56.83,,18.07,216.68,174.71,29.54,21.12,23.71,118.06,14.34,2.2888,18.19,37.65,131.4,6.78,54.44,55.47,59.21,58.38,56.5,57.22,42.15,,73.11,28.39,389.95,9.0726,74.97,93.54
2021-12-31,155.51,57.19,,17.96,218.83,174.09,29.6,21.14,23.7,117.6,14.3,2.3219,18.16,37.94,131.15,6.7882,54.02,55.05,58.76,57.93,56.06,56.79,42.27,,74.56,28.42,390.63,9.1102,74.52,93.53
2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,152.63,57.94,,18.75,216.0,178.44,29.45,21.33,23.88,117.62,14.14,2.2556,18.22,37.96,129.57,6.8129,54.76,55.8,59.57,58.73,56.83,57.57,42.36,,76.77,29.83,383.71,9.2418,75.31,93.23
2022-01-04,147.47,55.22,,19.02,216.25,176.18,29.48,21.45,24.21,117.4,13.27,2.2473,18.23,38.87,126.52,6.8704,53.86,54.89,58.59,57.77,55.9,56.62,42.91,,74.98,28.16,380.97,9.2418,74.5,93.26
2022-01-05,144.94,56.2,,18.68,215.7,171.49,28.76,21.05,24.0,118.01,12.26,2.1809,18.0,39.9,125.95,6.9197,51.58,52.57,56.11,55.32,53.54,54.23,42.41,,70.19,26.65,374.26,9.1415,72.32,93.03
2022-01-06,145.45,56.1,,18.57,220.45,168.63,28.95,21.29,24.11,117.46,12.09,2.1561,17.98,39.63,125.94,6.8869,51.43,52.41,55.94,55.16,53.38,54.06,42.66,,72.17,27.9,356.19,9.1791,72.03,92.87
2022-01-07,141.57,59.87,,19.28,217.2,168.8,28.65,21.12,24.25,117.15,11.82,2.1478,17.97,40.01,126.33,6.8211,50.6,51.56,55.05,54.27,52.52,53.2,42.86,,68.67,27.33,349.36,9.2418,71.32,92.77
2022-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,141.58,59.07,,18.79,213.59,168.82,28.5,21.02,24.19,118.46,11.88,2.1561,17.95,40.38,126.05,6.7472,50.64,51.61,55.1,54.32,52.57,53.24,43.76,,67.13,27.58,351.48,9.3358,71.31,92.66
2022-01-11,143.03,59.7,,19.02,211.65,171.65,28.76,21.24,24.41,118.97,12.06,2.1975,18.05,40.19,126.46,6.7225,51.48,52.46,56.01,55.22,53.44,54.13,44.09,,68.54,27.87,353.46,9.3733,72.25,92.74
2022-01-12,145.83,59.4,,18.5,216.69,172.09,28.72,21.17,24.43,119.25,11.67,2.2307,18.1,40.66,124.61,6.6485,51.49,52.48,56.03,55.23,53.45,54.14,44.19,,70.21,28.25,356.35,9.4235,72.56,92.74
2022-01-13,141.59,58.08,,19.34,220.15,168.82,28.48,21.17,24.41,117.17,10.86,2.2556,17.95,41.87,121.25,6.78,49.75,50.7,54.14,53.37,51.64,52.31,44.44,,67.4,27.86,341.4,9.4172,70.89,92.86
2022-01-14,141.12,58.92,,18.49,218.58,169.68,28.31,21.15,24.42,119.24,10.05,2.2805,17.93,42.15,119.85,6.9937,49.84,50.79,54.24,53.46,51.73,52.4,45.08,,71.39,29.56,333.83,9.4109,71.09,92.59
