Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
WBX,380,140,0.37,2.65,60,19,0.32,14.869565217391303,16.6829,1
DTC,380,152,0.4,-0.94,60,30,0.5,2.0,3.75,2
QUBT,380,164,0.43,20.55,60,30,0.5,1.7452229299363058,3.2986,3
AMPX,380,166,0.44,0.6200000000000001,60,33,0.55,1.7000000000000002,3.2334,4
OWLT,380,184,0.48,0.54,60,37,0.62,1.6551724137931036,3.1686,5
YSG,380,195,0.51,1.4900000000000002,60,36,0.6,1.5408163265306123,2.9552,6
BW,380,171,0.45,-0.29000000000000004,60,27,0.45,1.5357142857142851,2.9061,7
CRDO,380,205,0.54,4.29,60,37,0.62,1.483568075117371,2.8528,8
OKLO,380,188,0.49,4.23,60,31,0.52,1.455399061032864,2.7803,9
ZEPP,380,166,0.44,0.06000000000000005,60,31,0.52,1.4090909090909092,2.6957,10
SMR,380,186,0.49,10.47,60,34,0.57,1.360082304526749,2.6155,11
RAIL,380,194,0.51,3.4699999999999998,60,32,0.53,1.3526315789473684,2.5955,12
SLDP,380,168,0.44,0.95,60,34,0.57,1.3214285714285716,2.544,13
COMM,380,189,0.5,1.75,60,36,0.6,1.291666666666667,2.4939,14
QBTS,380,163,0.43,18.52,60,27,0.45,1.2803738317757007,2.4448,15
SANA,380,166,0.44,-0.030000000000000027,60,28,0.47,1.255813953488372,2.4038,16
HOOD,380,216,0.57,6.98,60,36,0.6,1.2352941176470589,2.3886,17
FL,380,183,0.48,-0.18000000000000005,60,32,0.53,1.2162162162162162,2.3434,18
COIN,380,181,0.48,1.48,60,31,0.52,1.194690265486726,2.3007,19
ELF,380,187,0.49,-0.17000000000000004,60,37,0.62,1.1842105263157894,2.295,20
DK,380,195,0.51,0.09000000000000008,60,39,0.65,1.1372549019607843,2.2101,21
ANVS,380,168,0.44,-0.85,60,32,0.53,1.1428571428571428,2.2069,22
BYON,380,155,0.41,-0.7,60,31,0.52,1.1428571428571428,2.2044,23
WULF,380,182,0.48,1.23,60,31,0.52,1.08411214953271,2.095,24
SQNS,380,163,0.43,-0.43999999999999995,60,27,0.45,1.074074074074074,2.066,25
JOBY,380,180,0.47,1.0,60,34,0.57,1.061855670103093,2.0594,26
RKLB,380,197,0.52,6.36,60,34,0.57,1.0444444444444443,2.0266,27
CMP,380,180,0.47,-0.08999999999999997,60,36,0.6,1.0222222222222221,1.988,28
APYX,380,159,0.42,-0.18999999999999995,60,28,0.47,1.025,1.9776,29
STX,380,203,0.53,0.8200000000000001,60,39,0.65,1.0,1.95,30
UPST,380,186,0.49,1.04,60,37,0.62,0.9805825242718447,1.9105,31
CLS,380,217,0.57,4.62,60,37,0.62,0.9650349650349652,1.881,32
INDI,380,169,0.44,-0.49,60,31,0.52,0.9615384615384615,1.8652,33
MCHP,380,194,0.51,-0.09999999999999998,60,36,0.6,0.9565217391304348,1.8635,34
SOFI,380,197,0.52,1.17,60,38,0.63,0.9374999999999998,1.8299,35
AXTI,380,172,0.45,-0.08999999999999997,60,32,0.53,0.9361702127659577,1.8191,36
RCKY,380,184,0.48,-0.13,60,35,0.58,0.9333333333333333,1.8182,37
DHX,380,168,0.44,0.1399999999999999,60,31,0.52,0.9322033898305084,1.81,38
ASTS,380,189,0.5,8.07,60,34,0.57,0.9216101694915255,1.7946,39
AMLX,380,189,0.5,-0.51,60,33,0.55,0.8846153846153846,1.723,40
UP,380,173,0.46,-0.61,60,32,0.53,0.8571428571428572,1.6696,41
ATEYY,380,209,0.55,1.35,60,40,0.67,0.8503937007874016,1.6654,42
DHC,380,180,0.47,0.08000000000000007,60,38,0.63,0.8305084745762714,1.6255,43
WDC,380,200,0.53,0.7,60,44,0.73,0.8279569892473118,1.6253,44
FOSL,380,156,0.41,0.1499999999999999,60,30,0.5,0.8253968253968254,1.6066,45
RIOT,380,174,0.46,-0.18000000000000005,60,30,0.5,0.822222222222222,1.6006,46
IONQ,380,192,0.51,2.78,60,29,0.48,0.8173076923076921,1.5898,47
VHC,380,174,0.46,1.5099999999999998,60,30,0.5,0.8057553956834531,1.5694,48
AAP,380,190,0.5,-0.010000000000000009,60,30,0.5,0.7999999999999998,1.5584,49
CLMT,380,185,0.49,-0.050000000000000044,60,34,0.57,0.7924528301886791,1.5488,50
RCL,380,212,0.56,1.87,60,41,0.68,0.7826086956521738,1.5359,51
ALLT,380,194,0.51,5.32,60,36,0.6,0.7802816901408451,1.5275,52
HIMS,380,200,0.53,4.21,60,33,0.55,0.772108843537415,1.5089,53
AEHR,380,169,0.44,-0.42000000000000004,60,34,0.57,0.7575757575757573,1.4821,54
VST,380,221,0.58,4.21,60,39,0.65,0.7424749163879598,1.4572,55
ORCL,380,210,0.55,1.2999999999999998,60,39,0.65,0.7424242424242422,1.4571,56
APLD,380,185,0.49,0.3400000000000001,60,29,0.48,0.7402597402597404,1.4437,57
GHM,380,196,0.52,1.67,60,32,0.53,0.7337662337662336,1.4346,58
MU,380,201,0.53,0.5,60,38,0.63,0.7241379310344829,1.4212,59
ABCL,380,170,0.45,-0.26,60,33,0.55,0.7209302325581395,1.411,60
ADTTF,380,47,0.12,1.2999999999999998,60,6,0.1,0.7829457364341084,1.3851,61
ETHE,380,190,0.5,0.3500000000000001,60,28,0.47,0.7088607594936709,1.3827,62
XYF,380,193,0.51,4.72,60,34,0.57,0.7023809523809523,1.3763,63
FLEX,380,202,0.53,1.27,60,38,0.63,0.6940298507462686,1.3632,64
OPRT,380,186,0.49,0.81,60,32,0.53,0.6915887850467288,1.3539,65
VRT,380,216,0.57,1.65,60,35,0.58,0.6878980891719744,1.3493,66
AIIXY,380,37,0.1,-0.48,60,8,0.13,0.7333333333333334,1.3435,67
EWCZ,380,174,0.46,-0.5800000000000001,60,29,0.48,0.6799999999999999,1.3288,68
HUMA,380,171,0.45,-0.13,60,26,0.43,0.6730769230769229,1.3122,69
EL,380,180,0.47,-0.35,60,38,0.63,0.6666666666666667,1.3103,70
BTDR,380,193,0.51,0.48,60,33,0.55,0.6629213483146068,1.2997,71
CLSK,380,165,0.43,0.18999999999999995,60,31,0.52,0.6527777777777777,1.2786,72
KALU,380,200,0.53,0.3500000000000001,60,34,0.57,0.6463414634146343,1.2686,73
VAL,380,190,0.5,-0.26,60,36,0.6,0.6444444444444444,1.2662,74
NVRI,380,196,0.52,0.050000000000000044,60,37,0.62,0.640625,1.2594,75
DH,380,175,0.46,-0.5900000000000001,60,33,0.55,0.6399999999999999,1.2556,76
CCL,380,198,0.52,0.6799999999999999,60,37,0.62,0.6310679611650485,1.241,77
STM,380,178,0.47,-0.30000000000000004,60,34,0.57,0.627906976744186,1.233,78
NE,380,181,0.48,-0.30000000000000004,60,34,0.57,0.627906976744186,1.233,78
QURE,380,175,0.46,1.15,60,31,0.52,0.6287878787878787,1.2326,80
OPFI,380,183,0.48,2.04,60,34,0.57,0.6170212765957448,1.212,81
RPTX,380,155,0.41,-0.79,60,28,0.47,0.6153846153846152,1.2043,82
ACLS,380,183,0.48,-0.39,60,36,0.6,0.6052631578947367,1.1905,83
KB,380,198,0.52,1.1,60,42,0.7,0.6030534351145038,1.189,84
RUN,380,181,0.48,-0.43999999999999995,60,38,0.63,0.6000000000000003,1.1813,85
GPRO,380,152,0.4,-0.76,60,33,0.55,0.6000000000000001,1.1786,86
DFIN,380,202,0.53,0.07000000000000006,60,43,0.72,0.5970149253731343,1.1777,87
U,380,186,0.49,-0.25,60,33,0.55,0.595744680851064,1.1704,88
MATV,380,184,0.48,-0.49,60,29,0.48,0.59375,1.1637,89
NRG,380,211,0.56,2.05,60,36,0.6,0.5885416666666667,1.1581,90
TME,380,189,0.5,1.31,60,35,0.58,0.5821917808219179,1.1453,91
TTD,380,203,0.53,0.09000000000000008,60,37,0.62,0.5797101449275364,1.1415,92
STKL,380,183,0.48,0.16999999999999993,60,31,0.52,0.5810810810810809,1.1408,93
LVS,380,198,0.52,0.010000000000000009,60,39,0.65,0.578125,1.1394,94
CE,380,183,0.48,-0.5900000000000001,60,34,0.57,0.5769230769230769,1.1346,95
PBPB,380,178,0.47,0.26,60,30,0.5,0.575,1.1284,96
PGRE,380,192,0.51,0.29000000000000004,60,36,0.6,0.5731707317073171,1.1284,96
VC,380,176,0.46,-0.14,60,37,0.62,0.5636363636363635,1.1104,98
JKS,380,185,0.49,-0.25,60,37,0.62,0.5625,1.1082,99
RNWEY,380,58,0.15,-0.8200000000000001,60,4,0.07,0.6363636363636362,1.098,100
AVGO,380,204,0.54,1.5899999999999999,60,38,0.63,0.5508982035928143,1.0861,101
SHG,380,192,0.51,0.7,60,37,0.62,0.5454545454545452,1.0751,102
REVG,380,198,0.52,2.27,60,36,0.6,0.5424528301886791,1.0688,103
TPR,380,202,0.53,1.6600000000000001,60,41,0.68,0.5375722543352601,1.0612,104
FLR,380,184,0.48,0.3700000000000001,60,30,0.5,0.5393258426966294,1.0596,105
QRVO,380,201,0.53,-0.17000000000000004,60,39,0.65,0.5370370370370368,1.0595,106
PLTR,380,207,0.54,7.59,60,40,0.67,0.5366726296958855,1.0591,107
NVMI,380,194,0.51,1.0899999999999999,60,31,0.52,0.5367647058823528,1.0553,108
TRIP,380,194,0.51,-0.14,60,33,0.55,0.5357142857142856,1.0543,109
NXT,380,181,0.48,0.32000000000000006,60,31,0.52,0.5348837209302326,1.0516,110
AMD,380,189,0.5,0.040000000000000036,60,36,0.6,0.5294117647058822,1.0435,111
SYF,380,206,0.54,0.9299999999999999,60,38,0.63,0.5196850393700787,1.0253,112
CRSR,380,180,0.47,-0.30000000000000004,60,29,0.48,0.5217391304347825,1.025,113
WYNN,380,187,0.49,0.19999999999999996,60,37,0.62,0.5189873417721518,1.0236,114
LEG,380,164,0.43,-0.5900000000000001,60,32,0.53,0.5185185185185184,1.0205,115
MQ,380,186,0.49,-0.12,60,37,0.62,0.517241379310345,1.0202,116
FET,380,191,0.5,-0.08999999999999997,60,37,0.62,0.5166666666666668,1.0191,117
BHC,380,191,0.5,-0.15000000000000002,60,31,0.52,0.5178571428571426,1.0187,118
SMCI,380,179,0.47,0.76,60,33,0.55,0.517241379310345,1.0185,119
SESMF,380,86,0.23,0.71,60,13,0.22,0.5267857142857142,1.0125,120
SOL,380,163,0.43,-0.29000000000000004,60,32,0.53,0.5106382978723405,1.0052,121
DELL,380,200,0.53,0.75,60,34,0.57,0.5086206896551726,1.0022,122
DOUG,380,175,0.46,-0.14,60,30,0.5,0.5087719298245614,1.0006,123
SOUN,380,170,0.45,4.91,60,29,0.48,0.5076530612244898,0.9978,124
HPE,380,195,0.51,0.31000000000000005,60,36,0.6,0.5057471264367817,0.9975,125
APH,380,211,0.56,1.06,60,40,0.67,0.5036496350364963,0.9948,126
URBN,380,194,0.51,1.0299999999999998,60,31,0.52,0.5037037037037035,0.9913,127
KSS,380,172,0.45,-0.61,60,33,0.55,0.5,0.9851,128
CDE,380,194,0.51,1.85,60,32,0.53,0.5000000000000002,0.9846,129
SVC,380,177,0.47,-0.64,60,30,0.5,0.5,0.9836,130
LRCX,380,195,0.51,0.3600000000000001,60,36,0.6,0.4945054945054945,0.9756,131
ROK,380,197,0.52,0.15999999999999992,60,41,0.68,0.487179487179487,0.9629,132
GHLD,380,174,0.46,0.5,60,37,0.62,0.48514851485148514,0.9577,133
BESIY,380,183,0.48,-0.020000000000000018,60,30,0.5,0.48484848484848486,0.9543,134
CAMT,380,208,0.55,0.3500000000000001,60,36,0.6,0.4835164835164836,0.9542,135
NVDA,380,213,0.56,2.41,60,38,0.63,0.482608695652174,0.9531,136
MARA,380,173,0.46,-0.17000000000000004,60,33,0.55,0.482142857142857,0.9504,137
YQ,380,165,0.43,0.1399999999999999,60,31,0.52,0.48051948051948035,0.9464,138
TXN,380,200,0.53,0.3600000000000001,60,38,0.63,0.4782608695652175,0.9446,139
LUV,380,208,0.55,0.3600000000000001,60,38,0.63,0.4782608695652175,0.9446,139
FELTX,380,206,0.54,0.7,60,36,0.6,0.4782608695652175,0.944,141
HIMX,380,192,0.51,0.5800000000000001,60,37,0.62,0.47663551401869153,0.9411,142
OSK,380,197,0.52,0.20999999999999996,60,35,0.58,0.47560975609756095,0.9385,143
TSM,380,206,0.54,1.2999999999999998,60,37,0.62,0.47435897435897423,0.9367,144
FSELX,380,206,0.54,0.71,60,36,0.6,0.4741379310344829,0.9359,145
FELIX,380,206,0.54,0.71,60,36,0.6,0.4741379310344829,0.9359,145
FIKGX,380,206,0.54,0.71,60,36,0.6,0.4741379310344829,0.9359,145
CYD,380,193,0.51,2.0,60,38,0.63,0.47058823529411753,0.9297,148
DSCSY,380,187,0.49,0.25,60,35,0.58,0.47058823529411775,0.9287,149
RGTI,380,177,0.47,13.16,60,30,0.5,0.47040498442367595,0.9263,150
APP,380,208,0.55,7.93,60,32,0.53,0.4663382594417078,0.9193,151
FELAX,380,206,0.54,0.7,60,36,0.6,0.4655172413793105,0.9191,152
MPC,380,207,0.54,0.22999999999999998,60,43,0.72,0.4642857142857144,0.9187,153
MNMD,380,182,0.48,1.2400000000000002,60,35,0.58,0.4640522875816995,0.916,154
ASMXF,380,79,0.21,0.15999999999999992,60,19,0.32,0.46835443037974667,0.9142,155
COHU,380,182,0.48,-0.4,60,33,0.55,0.46341463414634143,0.914,156
DLTR,380,187,0.49,-0.24,60,36,0.6,0.46153846153846145,0.9114,157
FELCX,380,206,0.54,0.6799999999999999,60,36,0.6,0.4608695652173913,0.9101,158
HAS,380,203,0.53,0.6499999999999999,60,39,0.65,0.4601769911504425,0.9096,159
QSI,380,156,0.41,-0.10999999999999999,60,26,0.43,0.459016393442623,0.9021,160
CUBI,380,193,0.51,0.1499999999999999,60,34,0.57,0.45569620253164533,0.8993,161
AX,380,189,0.5,0.54,60,37,0.62,0.4528301886792452,0.8947,162
WBD,380,202,0.53,0.0,60,37,0.62,0.4492753623188408,0.8878,163
TIGR,380,179,0.47,1.4900000000000002,60,30,0.5,0.4476744186046513,0.8822,164
DIS,380,198,0.52,0.3600000000000001,60,34,0.57,0.44680851063829796,0.882,165
RYSCX,380,204,0.54,0.3600000000000001,60,34,0.57,0.44680851063829796,0.882,165
BE,380,189,0.5,0.75,60,34,0.57,0.44628099173553726,0.881,167
UOPSX,380,210,0.55,0.5900000000000001,60,37,0.62,0.4454545454545453,0.8803,168
ACMR,380,184,0.48,0.56,60,35,0.58,0.4444444444444444,0.8777,169
DBD,380,204,0.54,1.12,60,38,0.63,0.44217687074829937,0.8742,170
RYSAX,380,204,0.54,0.3700000000000001,60,34,0.57,0.442105263157895,0.8729,171
RYELX,380,205,0.54,0.3700000000000001,60,34,0.57,0.442105263157895,0.8729,171
GPMT,380,168,0.44,-0.51,60,27,0.45,0.44117647058823506,0.8682,173
RL,380,198,0.52,1.0299999999999998,60,31,0.52,0.43971631205673756,0.8671,174
RYVYX,380,214,0.56,0.6100000000000001,60,37,0.62,0.4375,0.8648,175
UOPIX,380,211,0.56,0.6100000000000001,60,37,0.62,0.4375,0.8648,175
RYVLX,380,214,0.56,0.6100000000000001,60,37,0.62,0.4375,0.8648,175
RYSIX,380,205,0.54,0.3799999999999999,60,34,0.57,0.4375,0.8639,178
NSSC,380,205,0.54,-0.040000000000000036,60,41,0.68,0.4328358208955223,0.8566,179
RYCCX,380,214,0.56,0.5900000000000001,60,37,0.62,0.43243243243243246,0.8549,180
WRLD,380,201,0.53,0.3600000000000001,60,38,0.63,0.4315789473684213,0.8535,181
BA,380,190,0.5,-0.09999999999999998,60,35,0.58,0.4285714285714286,0.8468,182
NTRS,380,205,0.54,0.5700000000000001,60,36,0.6,0.42727272727272725,0.8445,183
BEN,380,193,0.51,-0.06000000000000005,60,38,0.63,0.4242424242424241,0.8391,184
ALV,380,205,0.54,0.1100000000000001,60,39,0.65,0.42307692307692313,0.8371,185
GDOT,380,199,0.52,0.1100000000000001,60,35,0.58,0.42307692307692313,0.836,186
ARM,380,199,0.52,1.1600000000000001,60,34,0.57,0.42105263157894735,0.8318,187
ASMIY,380,207,0.54,0.25,60,32,0.53,0.4204545454545454,0.83,188
AGX,380,204,0.54,3.5199999999999996,60,38,0.63,0.4169278996865202,0.8248,189
MTAL,380,183,0.48,0.020000000000000018,60,35,0.58,0.41666666666666674,0.8235,190
NCLH,380,201,0.53,0.26,60,39,0.65,0.4157303370786516,0.8227,191
CPNG,380,204,0.54,0.94,60,35,0.58,0.41605839416058377,0.8223,192
DAL,380,192,0.51,0.42999999999999994,60,34,0.57,0.41584158415841577,0.8216,193
LPG,380,183,0.48,-0.25,60,33,0.55,0.4150943396226414,0.8199,194
GS,380,210,0.55,0.8899999999999999,60,39,0.65,0.4104477611940296,0.8123,195
SIG,380,185,0.49,-0.20999999999999996,60,34,0.57,0.4107142857142856,0.8116,196
MRVL,380,198,0.52,0.27,60,31,0.52,0.4111111111111112,0.8115,197
VLO,380,205,0.54,0.24,60,34,0.57,0.40909090909090917,0.8085,198
NAVI,380,190,0.5,-0.09999999999999998,60,40,0.67,0.40625,0.8043,199
LYFT,380,177,0.47,0.1100000000000001,60,31,0.52,0.40506329113924067,0.7997,200
LOB,380,186,0.49,-0.27,60,35,0.58,0.40384615384615374,0.7985,201
DQ,380,189,0.5,-0.19999999999999996,60,33,0.55,0.4035087719298247,0.7973,202
FCX,380,194,0.51,0.1499999999999999,60,31,0.52,0.4024390243902438,0.7946,203
EMR,380,208,0.55,0.51,60,41,0.68,0.39814814814814814,0.7886,204
UAL,380,195,0.51,1.25,60,35,0.58,0.3975155279503104,0.7861,205
PINS,380,179,0.47,-0.010000000000000009,60,31,0.52,0.39436619718309873,0.7788,206
APTV,380,191,0.5,-0.21999999999999997,60,33,0.55,0.3928571428571428,0.7765,207
KKR,380,209,0.55,0.78,60,39,0.65,0.390625,0.7735,208
THC,380,204,0.54,1.2799999999999998,60,40,0.67,0.3902439024390243,0.7729,209
FTI,380,213,0.56,0.78,60,35,0.58,0.390625,0.7726,210
PWR,380,206,0.54,0.8200000000000001,60,37,0.62,0.38931297709923673,0.7705,211
KLAC,380,214,0.56,0.6799999999999999,60,37,0.62,0.38842975206611574,0.7688,212
URI,380,197,0.52,0.47,60,39,0.65,0.3867924528301885,0.766,213
GCI,380,183,0.48,0.6599999999999999,60,33,0.55,0.3833333333333333,0.7579,214
ADI,380,196,0.52,0.30000000000000004,60,33,0.55,0.38297872340425543,0.7572,215
PSX,380,205,0.54,0.050000000000000044,60,40,0.67,0.381578947368421,0.7559,216
TBBK,380,202,0.53,0.6299999999999999,60,32,0.53,0.3813559322033897,0.7537,217
WHR,380,184,0.48,-0.020000000000000018,60,34,0.57,0.380281690140845,0.7522,218
DXQLX,380,217,0.57,0.6000000000000001,60,37,0.62,0.3793103448275863,0.7509,219
CAKE,380,193,0.51,0.94,60,39,0.65,0.375886524822695,0.7446,220
CAT,380,205,0.54,0.42999999999999994,60,37,0.62,0.375,0.7425,221
WS,380,188,0.49,0.25,60,35,0.58,0.37362637362637363,0.7394,222
IPGP,380,199,0.52,-0.30000000000000004,60,39,0.65,0.3725490196078429,0.738,223
GBX,380,185,0.49,0.29000000000000004,60,31,0.52,0.37234042553191493,0.7358,224
META,380,205,0.54,1.1099999999999999,60,33,0.55,0.3701298701298701,0.732,225
AMAT,380,194,0.51,0.30000000000000004,60,34,0.57,0.368421052631579,0.7289,226
COF,380,201,0.53,0.71,60,37,0.62,0.3679999999999999,0.7288,227
BHR,380,173,0.46,0.18999999999999995,60,30,0.5,0.367816091954023,0.7267,228
REX,380,187,0.49,0.15999999999999992,60,39,0.65,0.3647058823529412,0.7227,229
SWKS,380,194,0.51,-0.25,60,38,0.63,0.36363636363636354,0.7204,230
APA,380,199,0.52,-0.4,60,33,0.55,0.36363636363636354,0.7193,231
NESGX,380,183,0.48,0.16999999999999993,60,35,0.58,0.36046511627906974,0.7136,232
BWA,380,203,0.53,0.020000000000000018,60,36,0.6,0.3600000000000001,0.7129,233
PBI,380,184,0.48,1.6800000000000002,60,31,0.52,0.36040609137055846,0.7125,234
NXDT,380,173,0.46,-0.31999999999999995,60,31,0.52,0.3600000000000001,0.7117,235
IVZ,380,203,0.53,0.06000000000000005,60,36,0.6,0.35897435897435903,0.7109,236
GE,380,225,0.59,1.54,60,42,0.7,0.3582887700534758,0.7105,237
NKE,380,186,0.49,-0.28,60,32,0.53,0.35849056603773577,0.709,238
STNE,380,180,0.47,-0.08999999999999997,60,29,0.48,0.3582089552238805,0.7077,239
CFG,380,200,0.53,0.52,60,38,0.63,0.357142857142857,0.7076,240
XP,380,191,0.5,-0.24,60,31,0.52,0.357142857142857,0.7062,241
NESIX,380,184,0.48,0.17999999999999994,60,35,0.58,0.35632183908045967,0.7055,242
MOS,380,190,0.5,0.030000000000000027,60,39,0.65,0.35526315789473695,0.7041,243
JCI,380,208,0.55,0.9099999999999999,60,40,0.67,0.35460992907801425,0.703,244
SPTN,380,185,0.49,0.17999999999999994,60,25,0.42,0.35632183908045967,0.7026,245
ODC,380,197,0.52,0.72,60,37,0.62,0.35433070866141736,0.7019,246
MSTR,380,192,0.51,5.16,60,35,0.58,0.3538461538461539,0.7006,247
TOELF,380,191,0.5,0.1100000000000001,60,35,0.58,0.35365853658536595,0.7002,248
INPIX,380,203,0.53,0.6100000000000001,60,32,0.53,0.3529411764705883,0.6982,249
CATO,380,165,0.43,-0.54,60,29,0.48,0.3529411764705881,0.6974,250
AAL,380,187,0.49,-0.040000000000000036,60,35,0.58,0.352112676056338,0.6972,251
HBAN,380,192,0.51,0.45999999999999996,60,35,0.58,0.35185185185185164,0.6967,252
NEAIX,380,200,0.53,0.31000000000000005,60,38,0.63,0.35051546391752586,0.6946,253
CDXS,380,180,0.47,0.0,60,30,0.5,0.3513513513513513,0.6946,253
NGL,380,176,0.46,-0.22999999999999998,60,31,0.52,0.35087719298245634,0.6939,255
ACRE,380,189,0.5,-0.42000000000000004,60,36,0.6,0.34883720930232553,0.691,256
INPSX,380,202,0.53,0.5900000000000001,60,31,0.52,0.34745762711864425,0.6872,257
TEL,380,202,0.53,0.29000000000000004,60,40,0.67,0.34375,0.6816,258
FORM,380,187,0.49,-0.09999999999999998,60,28,0.47,0.3432835820895521,0.6783,259
NFLX,380,205,0.54,1.67,60,38,0.63,0.34170854271356776,0.6773,260
SUMCF,380,141,0.37,-0.44999999999999996,60,35,0.58,0.3414634146341464,0.6763,261
BJRI,380,196,0.52,0.21999999999999997,60,36,0.6,0.34065934065934056,0.6749,262
NEAGX,380,200,0.53,0.30000000000000004,60,38,0.63,0.34020618556701043,0.6744,263
ICHR,380,185,0.49,-0.29000000000000004,60,35,0.58,0.3396226415094339,0.6727,264
ILMN,380,189,0.5,-0.25,60,37,0.62,0.3392857142857142,0.6724,265
OPRA,380,185,0.49,0.6599999999999999,60,34,0.57,0.33870967741935476,0.6707,266
NNOCF,380,24,0.06,-0.47,60,5,0.08,0.35897435897435903,0.6699,267
IDXX,380,185,0.49,-0.010000000000000009,60,36,0.6,0.33783783783783794,0.6694,268
TER,380,194,0.51,-0.050000000000000044,60,30,0.5,0.3380281690140845,0.6685,269
ALGYX,380,215,0.57,0.79,60,33,0.55,0.33582089552238803,0.6649,270
ALZFX,380,215,0.57,0.79,60,33,0.55,0.33582089552238803,0.6649,270
ETSY,380,191,0.5,-0.28,60,38,0.63,0.33333333333333326,0.6609,272
TASK,380,195,0.51,0.32000000000000006,60,37,0.62,0.3333333333333335,0.6607,273
THRM,380,169,0.44,-0.4,60,36,0.6,0.33333333333333326,0.6606,274
UMPSX,380,194,0.51,0.15999999999999992,60,35,0.58,0.33333333333333326,0.6604,275
MAT,380,190,0.5,0.08000000000000007,60,35,0.58,0.33333333333333326,0.6604,275
XRX,380,165,0.43,-0.6799999999999999,60,29,0.48,0.3333333333333335,0.6591,277
STEM,380,162,0.43,-0.88,60,27,0.45,0.33333333333333326,0.6585,278
DAKT,380,199,0.52,0.9299999999999999,60,40,0.67,0.3310344827586207,0.6566,279
KEY,380,196,0.52,0.3700000000000001,60,35,0.58,0.33009708737864085,0.654,280
SNPS,380,202,0.53,0.1299999999999999,60,38,0.63,0.3294117647058823,0.6532,281
BAND,380,192,0.51,0.1299999999999999,60,35,0.58,0.3294117647058823,0.6527,282
CRCT,380,181,0.48,0.09000000000000008,60,30,0.5,0.3292682926829269,0.6514,283
ALGRX,380,215,0.57,0.78,60,33,0.55,0.3283582089552237,0.6502,284
ALAFX,380,215,0.57,0.78,60,33,0.55,0.3283582089552237,0.6502,284
AI,380,178,0.47,-0.06999999999999995,60,23,0.38,0.32857142857142874,0.6479,286
GBTC,380,191,0.5,1.6800000000000002,60,34,0.57,0.3267326732673268,0.6472,287
CF,380,211,0.56,0.21999999999999997,60,41,0.68,0.326086956521739,0.647,288
WFRD,380,193,0.51,-0.39,60,33,0.55,0.326086956521739,0.6458,289
UMPIX,380,195,0.51,0.17999999999999994,60,35,0.58,0.3258426966292134,0.6457,290
HLT,380,216,0.57,0.55,60,35,0.58,0.32478632478632496,0.6436,291
FATEX,380,220,0.58,0.51,60,37,0.62,0.32456140350877205,0.6435,292
CLF,380,173,0.46,-0.51,60,29,0.48,0.32432432432432434,0.6415,293
ALCFX,380,215,0.57,0.76,60,33,0.55,0.32330827067669166,0.6403,294
MS,380,216,0.57,0.6000000000000001,60,40,0.67,0.3223140495867769,0.6395,295
FATIX,380,220,0.58,0.52,60,37,0.62,0.32173913043478275,0.6379,296
FADTX,380,220,0.58,0.52,60,37,0.62,0.32173913043478275,0.6379,296
FSPTX,380,217,0.57,0.52,60,37,0.62,0.32173913043478275,0.6379,296
FIKHX,380,220,0.58,0.52,60,37,0.62,0.32173913043478275,0.6379,296
RFL,380,168,0.44,0.18999999999999995,60,31,0.52,0.3222222222222222,0.6378,300
UBER,380,186,0.49,0.6499999999999999,60,31,0.52,0.31999999999999984,0.6335,301
BBD,380,165,0.43,-0.050000000000000044,60,32,0.53,0.3194444444444444,0.6326,302
API,380,173,0.46,0.5700000000000001,60,32,0.53,0.3193277310924372,0.6323,303
FTHCX,380,218,0.57,0.5,60,37,0.62,0.3157894736842106,0.6262,304
CMCM,380,185,0.49,1.21,60,32,0.53,0.31547619047619047,0.6248,305
CCO,380,159,0.42,-0.29000000000000004,60,31,0.52,0.31481481481481466,0.6233,306
PSQH,380,154,0.41,-0.54,60,33,0.55,0.3142857142857145,0.6226,307
ZION,380,200,0.53,0.3400000000000001,60,36,0.6,0.3137254901960784,0.622,308
BCS,380,218,0.57,1.52,60,39,0.65,0.3125,0.62,309
NUE,380,191,0.5,-0.16000000000000003,60,34,0.57,0.3125,0.6193,310
MLKN,380,182,0.48,-0.16000000000000003,60,27,0.45,0.3125,0.6178,311
SAN,380,214,0.56,1.15,60,40,0.67,0.3109756097560976,0.6172,312
WFC,380,198,0.52,0.73,60,36,0.6,0.31060606060606055,0.6159,313
MGA,380,196,0.52,-0.24,60,36,0.6,0.3103448275862071,0.6154,314
GCCHX,380,183,0.48,-0.15000000000000002,60,38,0.63,0.3076923076923077,0.6104,315
GCCAX,380,184,0.48,-0.15000000000000002,60,38,0.63,0.3076923076923077,0.6104,315
GCCLX,380,185,0.49,-0.15000000000000002,60,38,0.63,0.3076923076923077,0.6104,315
MGM,380,198,0.52,-0.15000000000000002,60,33,0.55,0.3076923076923077,0.6097,318
CRNC,380,170,0.45,-0.49,60,32,0.53,0.3076923076923077,0.6095,319
ULTA,380,180,0.47,-0.020000000000000018,60,33,0.55,0.30666666666666664,0.6077,320
PR,380,197,0.52,0.1100000000000001,60,32,0.53,0.3058823529411767,0.606,321
TOELY,380,190,0.5,0.07000000000000006,60,37,0.62,0.30487804878048785,0.6048,322
PNR,380,200,0.53,0.54,60,34,0.57,0.30508474576271194,0.6047,323
