Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean,start_date,end_date,date_trailing_end
PSX,380,205,0.54,0.050000000000000044,60,40,0.67,0.381578947368421,0.7559,216,2024-01-02,2025-07-10,2025-04-14
TBBK,380,202,0.53,0.6299999999999999,60,32,0.53,0.3813559322033897,0.7537,217,2024-01-02,2025-07-10,2025-04-14
WHR,380,184,0.48,-0.020000000000000018,60,34,0.57,0.380281690140845,0.7522,218,2024-01-02,2025-07-10,2025-04-14
DXQLX,380,217,0.57,0.6000000000000001,60,37,0.62,0.3793103448275863,0.7509,219,2024-01-02,2025-07-10,2025-04-14
CAKE,380,193,0.51,0.94,60,39,0.65,0.375886524822695,0.7446,220,2024-01-02,2025-07-10,2025-04-14
CAT,380,205,0.54,0.42999999999999994,60,37,0.62,0.375,0.7425,221,2024-01-02,2025-07-10,2025-04-14
WS,380,188,0.49,0.25,60,35,0.58,0.37362637362637363,0.7394,222,2024-01-02,2025-07-10,2025-04-14
IPGP,380,199,0.52,-0.30000000000000004,60,39,0.65,0.3725490196078429,0.738,223,2024-01-02,2025-07-10,2025-04-14
GBX,380,185,0.49,0.29000000000000004,60,31,0.52,0.37234042553191493,0.7358,224,2024-01-02,2025-07-10,2025-04-14
META,380,205,0.54,1.1099999999999999,60,33,0.55,0.3701298701298701,0.732,225,2024-01-02,2025-07-10,2025-04-14
AMAT,380,194,0.51,0.30000000000000004,60,34,0.57,0.368421052631579,0.7289,226,2024-01-02,2025-07-10,2025-04-14
COF,380,201,0.53,0.71,60,37,0.62,0.3679999999999999,0.7288,227,2024-01-02,2025-07-10,2025-04-14
BHR,380,173,0.46,0.18999999999999995,60,30,0.5,0.367816091954023,0.7267,228,2024-01-02,2025-07-10,2025-04-14
REX,380,187,0.49,0.15999999999999992,60,39,0.65,0.3647058823529412,0.7227,229,2024-01-02,2025-07-10,2025-04-14
SWKS,380,194,0.51,-0.25,60,38,0.63,0.36363636363636354,0.7204,230,2024-01-02,2025-07-10,2025-04-14
APA,380,199,0.52,-0.4,60,33,0.55,0.36363636363636354,0.7193,231,2024-01-02,2025-07-10,2025-04-14
NESGX,380,183,0.48,0.16999999999999993,60,35,0.58,0.36046511627906974,0.7136,232,2024-01-02,2025-07-10,2025-04-14
BWA,380,203,0.53,0.020000000000000018,60,36,0.6,0.3600000000000001,0.7129,233,2024-01-02,2025-07-10,2025-04-14
PBI,380,184,0.48,1.6800000000000002,60,31,0.52,0.36040609137055846,0.7125,234,2024-01-02,2025-07-10,2025-04-14
NXDT,380,173,0.46,-0.31999999999999995,60,31,0.52,0.3600000000000001,0.7117,235,2024-01-02,2025-07-10,2025-04-14
IVZ,380,203,0.53,0.06000000000000005,60,36,0.6,0.35897435897435903,0.7109,236,2024-01-02,2025-07-10,2025-04-14
GE,380,225,0.59,1.54,60,42,0.7,0.3582887700534758,0.7105,237,2024-01-02,2025-07-10,2025-04-14
NKE,380,186,0.49,-0.28,60,32,0.53,0.35849056603773577,0.709,238,2024-01-02,2025-07-10,2025-04-14
STNE,380,180,0.47,-0.08999999999999997,60,29,0.48,0.3582089552238805,0.7077,239,2024-01-02,2025-07-10,2025-04-14
CFG,380,200,0.53,0.52,60,38,0.63,0.357142857142857,0.7076,240,2024-01-02,2025-07-10,2025-04-14
XP,380,191,0.5,-0.24,60,31,0.52,0.357142857142857,0.7062,241,2024-01-02,2025-07-10,2025-04-14
NESIX,380,184,0.48,0.17999999999999994,60,35,0.58,0.35632183908045967,0.7055,242,2024-01-02,2025-07-10,2025-04-14
MOS,380,190,0.5,0.030000000000000027,60,39,0.65,0.35526315789473695,0.7041,243,2024-01-02,2025-07-10,2025-04-14
JCI,380,208,0.55,0.9099999999999999,60,40,0.67,0.35460992907801425,0.703,244,2024-01-02,2025-07-10,2025-04-14
SPTN,380,185,0.49,0.17999999999999994,60,25,0.42,0.35632183908045967,0.7026,245,2024-01-02,2025-07-10,2025-04-14
ODC,380,197,0.52,0.72,60,37,0.62,0.35433070866141736,0.7019,246,2024-01-02,2025-07-10,2025-04-14
MSTR,380,192,0.51,5.16,60,35,0.58,0.3538461538461539,0.7006,247,2024-01-02,2025-07-10,2025-04-14
TOELF,380,191,0.5,0.1100000000000001,60,35,0.58,0.35365853658536595,0.7002,248,2024-01-02,2025-07-10,2025-04-14
INPIX,380,203,0.53,0.6100000000000001,60,32,0.53,0.3529411764705883,0.6982,249,2024-01-02,2025-07-10,2025-04-14
CATO,380,165,0.43,-0.54,60,29,0.48,0.3529411764705881,0.6974,250,2024-01-02,2025-07-10,2025-04-14
AAL,380,187,0.49,-0.040000000000000036,60,35,0.58,0.352112676056338,0.6972,251,2024-01-02,2025-07-10,2025-04-14
HBAN,380,192,0.51,0.45999999999999996,60,35,0.58,0.35185185185185164,0.6967,252,2024-01-02,2025-07-10,2025-04-14
NEAIX,380,200,0.53,0.31000000000000005,60,38,0.63,0.35051546391752586,0.6946,253,2024-01-02,2025-07-10,2025-04-14
CDXS,380,180,0.47,0.0,60,30,0.5,0.3513513513513513,0.6946,253,2024-01-02,2025-07-10,2025-04-14
NGL,380,176,0.46,-0.22999999999999998,60,31,0.52,0.35087719298245634,0.6939,255,2024-01-02,2025-07-10,2025-04-14
ACRE,380,189,0.5,-0.42000000000000004,60,36,0.6,0.34883720930232553,0.691,256,2024-01-02,2025-07-10,2025-04-14
INPSX,380,202,0.53,0.5900000000000001,60,31,0.52,0.34745762711864425,0.6872,257,2024-01-02,2025-07-10,2025-04-14
TEL,380,202,0.53,0.29000000000000004,60,40,0.67,0.34375,0.6816,258,2024-01-02,2025-07-10,2025-04-14
FORM,380,187,0.49,-0.09999999999999998,60,28,0.47,0.3432835820895521,0.6783,259,2024-01-02,2025-07-10,2025-04-14
NFLX,380,205,0.54,1.67,60,38,0.63,0.34170854271356776,0.6773,260,2024-01-02,2025-07-10,2025-04-14
SUMCF,380,141,0.37,-0.44999999999999996,60,35,0.58,0.3414634146341464,0.6763,261,2024-01-02,2025-07-10,2025-04-14
BJRI,380,196,0.52,0.21999999999999997,60,36,0.6,0.34065934065934056,0.6749,262,2024-01-02,2025-07-10,2025-04-14
NEAGX,380,200,0.53,0.30000000000000004,60,38,0.63,0.34020618556701043,0.6744,263,2024-01-02,2025-07-10,2025-04-14
ICHR,380,185,0.49,-0.29000000000000004,60,35,0.58,0.3396226415094339,0.6727,264,2024-01-02,2025-07-10,2025-04-14
ILMN,380,189,0.5,-0.25,60,37,0.62,0.3392857142857142,0.6724,265,2024-01-02,2025-07-10,2025-04-14
OPRA,380,185,0.49,0.6599999999999999,60,34,0.57,0.33870967741935476,0.6707,266,2024-01-02,2025-07-10,2025-04-14
NNOCF,380,24,0.06,-0.47,60,5,0.08,0.35897435897435903,0.6699,267,2024-01-02,2025-07-10,2025-04-14
IDXX,380,185,0.49,-0.010000000000000009,60,36,0.6,0.33783783783783794,0.6694,268,2024-01-02,2025-07-10,2025-04-14
TER,380,194,0.51,-0.050000000000000044,60,30,0.5,0.3380281690140845,0.6685,269,2024-01-02,2025-07-10,2025-04-14
ALGYX,380,215,0.57,0.79,60,33,0.55,0.33582089552238803,0.6649,270,2024-01-02,2025-07-10,2025-04-14
ALZFX,380,215,0.57,0.79,60,33,0.55,0.33582089552238803,0.6649,270,2024-01-02,2025-07-10,2025-04-14
ETSY,380,191,0.5,-0.28,60,38,0.63,0.33333333333333326,0.6609,272,2024-01-02,2025-07-10,2025-04-14
TASK,380,195,0.51,0.32000000000000006,60,37,0.62,0.3333333333333335,0.6607,273,2024-01-02,2025-07-10,2025-04-14
THRM,380,169,0.44,-0.4,60,36,0.6,0.33333333333333326,0.6606,274,2024-01-02,2025-07-10,2025-04-14
UMPSX,380,194,0.51,0.15999999999999992,60,35,0.58,0.33333333333333326,0.6604,275,2024-01-02,2025-07-10,2025-04-14
MAT,380,190,0.5,0.08000000000000007,60,35,0.58,0.33333333333333326,0.6604,275,2024-01-02,2025-07-10,2025-04-14
XRX,380,165,0.43,-0.6799999999999999,60,29,0.48,0.3333333333333335,0.6591,277,2024-01-02,2025-07-10,2025-04-14
STEM,380,162,0.43,-0.88,60,27,0.45,0.33333333333333326,0.6585,278,2024-01-02,2025-07-10,2025-04-14
DAKT,380,199,0.52,0.9299999999999999,60,40,0.67,0.3310344827586207,0.6566,279,2024-01-02,2025-07-10,2025-04-14
KEY,380,196,0.52,0.3700000000000001,60,35,0.58,0.33009708737864085,0.654,280,2024-01-02,2025-07-10,2025-04-14
SNPS,380,202,0.53,0.1299999999999999,60,38,0.63,0.3294117647058823,0.6532,281,2024-01-02,2025-07-10,2025-04-14
BAND,380,192,0.51,0.1299999999999999,60,35,0.58,0.3294117647058823,0.6527,282,2024-01-02,2025-07-10,2025-04-14
CRCT,380,181,0.48,0.09000000000000008,60,30,0.5,0.3292682926829269,0.6514,283,2024-01-02,2025-07-10,2025-04-14
ALGRX,380,215,0.57,0.78,60,33,0.55,0.3283582089552237,0.6502,284,2024-01-02,2025-07-10,2025-04-14
ALAFX,380,215,0.57,0.78,60,33,0.55,0.3283582089552237,0.6502,284,2024-01-02,2025-07-10,2025-04-14
AI,380,178,0.47,-0.06999999999999995,60,23,0.38,0.32857142857142874,0.6479,286,2024-01-02,2025-07-10,2025-04-14
GBTC,380,191,0.5,1.6800000000000002,60,34,0.57,0.3267326732673268,0.6472,287,2024-01-02,2025-07-10,2025-04-14
CF,380,211,0.56,0.21999999999999997,60,41,0.68,0.326086956521739,0.647,288,2024-01-02,2025-07-10,2025-04-14
WFRD,380,193,0.51,-0.39,60,33,0.55,0.326086956521739,0.6458,289,2024-01-02,2025-07-10,2025-04-14
UMPIX,380,195,0.51,0.17999999999999994,60,35,0.58,0.3258426966292134,0.6457,290,2024-01-02,2025-07-10,2025-04-14
HLT,380,216,0.57,0.55,60,35,0.58,0.32478632478632496,0.6436,291,2024-01-02,2025-07-10,2025-04-14
FATEX,380,220,0.58,0.51,60,37,0.62,0.32456140350877205,0.6435,292,2024-01-02,2025-07-10,2025-04-14
CLF,380,173,0.46,-0.51,60,29,0.48,0.32432432432432434,0.6415,293,2024-01-02,2025-07-10,2025-04-14
ALCFX,380,215,0.57,0.76,60,33,0.55,0.32330827067669166,0.6403,294,2024-01-02,2025-07-10,2025-04-14
MS,380,216,0.57,0.6000000000000001,60,40,0.67,0.3223140495867769,0.6395,295,2024-01-02,2025-07-10,2025-04-14
FATIX,380,220,0.58,0.52,60,37,0.62,0.32173913043478275,0.6379,296,2024-01-02,2025-07-10,2025-04-14
FADTX,380,220,0.58,0.52,60,37,0.62,0.32173913043478275,0.6379,296,2024-01-02,2025-07-10,2025-04-14
FSPTX,380,217,0.57,0.52,60,37,0.62,0.32173913043478275,0.6379,296,2024-01-02,2025-07-10,2025-04-14
FIKHX,380,220,0.58,0.52,60,37,0.62,0.32173913043478275,0.6379,296,2024-01-02,2025-07-10,2025-04-14
RFL,380,168,0.44,0.18999999999999995,60,31,0.52,0.3222222222222222,0.6378,300,2024-01-02,2025-07-10,2025-04-14
UBER,380,186,0.49,0.6499999999999999,60,31,0.52,0.31999999999999984,0.6335,301,2024-01-02,2025-07-10,2025-04-14
BBD,380,165,0.43,-0.050000000000000044,60,32,0.53,0.3194444444444444,0.6326,302,2024-01-02,2025-07-10,2025-04-14
API,380,173,0.46,0.5700000000000001,60,32,0.53,0.3193277310924372,0.6323,303,2024-01-02,2025-07-10,2025-04-14
FTHCX,380,218,0.57,0.5,60,37,0.62,0.3157894736842106,0.6262,304,2024-01-02,2025-07-10,2025-04-14
CMCM,380,185,0.49,1.21,60,32,0.53,0.31547619047619047,0.6248,305,2024-01-02,2025-07-10,2025-04-14
CCO,380,159,0.42,-0.29000000000000004,60,31,0.52,0.31481481481481466,0.6233,306,2024-01-02,2025-07-10,2025-04-14
PSQH,380,154,0.41,-0.54,60,33,0.55,0.3142857142857145,0.6226,307,2024-01-02,2025-07-10,2025-04-14
ZION,380,200,0.53,0.3400000000000001,60,36,0.6,0.3137254901960784,0.622,308,2024-01-02,2025-07-10,2025-04-14
BCS,380,218,0.57,1.52,60,39,0.65,0.3125,0.62,309,2024-01-02,2025-07-10,2025-04-14
NUE,380,191,0.5,-0.16000000000000003,60,34,0.57,0.3125,0.6193,310,2024-01-02,2025-07-10,2025-04-14
MLKN,380,182,0.48,-0.16000000000000003,60,27,0.45,0.3125,0.6178,311,2024-01-02,2025-07-10,2025-04-14
SAN,380,214,0.56,1.15,60,40,0.67,0.3109756097560976,0.6172,312,2024-01-02,2025-07-10,2025-04-14
WFC,380,198,0.52,0.73,60,36,0.6,0.31060606060606055,0.6159,313,2024-01-02,2025-07-10,2025-04-14
MGA,380,196,0.52,-0.24,60,36,0.6,0.3103448275862071,0.6154,314,2024-01-02,2025-07-10,2025-04-14
GCCHX,380,183,0.48,-0.15000000000000002,60,38,0.63,0.3076923076923077,0.6104,315,2024-01-02,2025-07-10,2025-04-14
GCCAX,380,184,0.48,-0.15000000000000002,60,38,0.63,0.3076923076923077,0.6104,315,2024-01-02,2025-07-10,2025-04-14
GCCLX,380,185,0.49,-0.15000000000000002,60,38,0.63,0.3076923076923077,0.6104,315,2024-01-02,2025-07-10,2025-04-14
MGM,380,198,0.52,-0.15000000000000002,60,33,0.55,0.3076923076923077,0.6097,318,2024-01-02,2025-07-10,2025-04-14
CRNC,380,170,0.45,-0.49,60,32,0.53,0.3076923076923077,0.6095,319,2024-01-02,2025-07-10,2025-04-14
ULTA,380,180,0.47,-0.020000000000000018,60,33,0.55,0.30666666666666664,0.6077,320,2024-01-02,2025-07-10,2025-04-14
PR,380,197,0.52,0.1100000000000001,60,32,0.53,0.3058823529411767,0.606,321,2024-01-02,2025-07-10,2025-04-14
TOELY,380,190,0.5,0.07000000000000006,60,37,0.62,0.30487804878048785,0.6048,322,2024-01-02,2025-07-10,2025-04-14
PNR,380,200,0.53,0.54,60,34,0.57,0.30508474576271194,0.6047,323,2024-01-02,2025-07-10,2025-04-14
BRUSX,380,195,0.51,0.19999999999999996,60,41,0.68,0.3043478260869563,0.6042,324,2024-01-02,2025-07-10,2025-04-14
DKNG,380,199,0.52,0.33000000000000007,60,35,0.58,0.303921568627451,0.6026,325,2024-01-02,2025-07-10,2025-04-14
PWP,380,193,0.51,0.76,60,37,0.62,0.3037037037037036,0.6025,326,2024-01-02,2025-07-10,2025-04-14
MITT,380,190,0.5,0.45999999999999996,60,34,0.57,0.3035714285714284,0.6018,327,2024-01-02,2025-07-10,2025-04-14
NTGR,380,196,0.52,1.06,60,28,0.47,0.30379746835443044,0.6011,328,2024-01-02,2025-07-10,2025-04-14
PERF,380,166,0.44,-0.27,60,23,0.38,0.3035714285714284,0.5992,329,2024-01-02,2025-07-10,2025-04-14
AMG,380,207,0.54,0.3799999999999999,60,36,0.6,0.3018867924528301,0.5988,330,2024-01-02,2025-07-10,2025-04-14
SCIRX,380,211,0.56,0.3799999999999999,60,35,0.58,0.3018867924528301,0.5986,331,2024-01-02,2025-07-10,2025-04-14
UAA,380,175,0.46,-0.18000000000000005,60,34,0.57,0.3015873015873014,0.5979,332,2024-01-02,2025-07-10,2025-04-14
ALB,380,181,0.48,-0.48,60,34,0.57,0.30000000000000004,0.5948,333,2024-01-02,2025-07-10,2025-04-14
CCIZX,380,212,0.56,0.3899999999999999,60,35,0.58,0.2990654205607475,0.5931,334,2024-01-02,2025-07-10,2025-04-14
CCOYX,380,211,0.56,0.3899999999999999,60,35,0.58,0.2990654205607475,0.5931,334,2024-01-02,2025-07-10,2025-04-14
SCMIX,380,211,0.56,0.3899999999999999,60,35,0.58,0.2990654205607475,0.5931,334,2024-01-02,2025-07-10,2025-04-14
LUMN,380,172,0.45,1.3900000000000001,60,30,0.5,0.298913043478261,0.5919,337,2024-01-02,2025-07-10,2025-04-14
ETN,380,208,0.55,0.53,60,31,0.52,0.2966101694915255,0.5876,338,2024-01-02,2025-07-10,2025-04-14
PEB,380,179,0.47,-0.30000000000000004,60,31,0.52,0.29629629629629606,0.587,339,2024-01-02,2025-07-10,2025-04-14
CTCAX,380,212,0.56,0.49,60,36,0.6,0.29565217391304355,0.5865,340,2024-01-02,2025-07-10,2025-04-14
RF,380,197,0.52,0.3600000000000001,60,38,0.63,0.2952380952380953,0.5859,341,2024-01-02,2025-07-10,2025-04-14
SLM,380,196,0.52,0.8,60,36,0.6,0.2949640287769786,0.5851,342,2024-01-02,2025-07-10,2025-04-14
MTB,380,203,0.53,0.54,60,39,0.65,0.2941176470588236,0.5838,343,2024-01-02,2025-07-10,2025-04-14
CMTFX,380,214,0.56,0.5,60,36,0.6,0.2931034482758621,0.5815,344,2024-01-02,2025-07-10,2025-04-14
CGTUX,380,214,0.56,0.5,60,36,0.6,0.2931034482758621,0.5815,344,2024-01-02,2025-07-10,2025-04-14
CTHRX,380,214,0.56,0.5,60,36,0.6,0.2931034482758621,0.5815,344,2024-01-02,2025-07-10,2025-04-14
TXT,380,202,0.53,0.06000000000000005,60,38,0.63,0.29268292682926833,0.5809,347,2024-01-02,2025-07-10,2025-04-14
MSFT,380,206,0.54,0.3700000000000001,60,38,0.63,0.2924528301886793,0.5804,348,2024-01-02,2025-07-10,2025-04-14
SGTRX,380,210,0.55,0.3700000000000001,60,35,0.58,0.2924528301886793,0.5801,349,2024-01-02,2025-07-10,2025-04-14
AMKR,380,190,0.5,-0.29000000000000004,60,34,0.57,0.2909090909090908,0.5769,350,2024-01-02,2025-07-10,2025-04-14
BGSRX,380,209,0.55,0.51,60,36,0.6,0.2905982905982907,0.5765,351,2024-01-02,2025-07-10,2025-04-14
TIMB,380,203,0.53,0.19999999999999996,60,34,0.57,0.29032258064516125,0.5757,352,2024-01-02,2025-07-10,2025-04-14
ATOM,380,177,0.47,-0.19999999999999996,60,32,0.53,0.2903225806451615,0.5754,353,2024-01-02,2025-07-10,2025-04-14
CSGZX,380,210,0.55,0.3799999999999999,60,35,0.58,0.2897196261682242,0.5747,354,2024-01-02,2025-07-10,2025-04-14
SGTTX,380,210,0.55,0.3799999999999999,60,35,0.58,0.2897196261682242,0.5747,354,2024-01-02,2025-07-10,2025-04-14
SHGTX,380,211,0.56,0.3799999999999999,60,35,0.58,0.2897196261682242,0.5747,354,2024-01-02,2025-07-10,2025-04-14
SLMCX,380,211,0.56,0.3799999999999999,60,35,0.58,0.2897196261682242,0.5747,354,2024-01-02,2025-07-10,2025-04-14
CGTYX,380,211,0.56,0.3799999999999999,60,35,0.58,0.2897196261682242,0.5747,354,2024-01-02,2025-07-10,2025-04-14
XRAY,380,185,0.49,-0.51,60,37,0.62,0.2894736842105263,0.5745,359,2024-01-02,2025-07-10,2025-04-14
CTHCX,380,213,0.56,0.47,60,36,0.6,0.2894736842105263,0.5743,360,2024-01-02,2025-07-10,2025-04-14
PNC,380,200,0.53,0.3400000000000001,60,40,0.67,0.28846153846153855,0.5728,361,2024-01-02,2025-07-10,2025-04-14
FITB,380,202,0.53,0.3400000000000001,60,36,0.6,0.28846153846153855,0.5723,362,2024-01-02,2025-07-10,2025-04-14
BGSIX,380,209,0.55,0.52,60,36,0.6,0.2881355932203391,0.5717,363,2024-01-02,2025-07-10,2025-04-14
BTEKX,380,208,0.55,0.52,60,36,0.6,0.2881355932203391,0.5717,363,2024-01-02,2025-07-10,2025-04-14
CRWD,380,204,0.54,0.97,60,35,0.58,0.2875816993464051,0.5705,365,2024-01-02,2025-07-10,2025-04-14
ASYS,380,173,0.46,0.1200000000000001,60,30,0.5,0.28735632183908066,0.5693,366,2024-01-02,2025-07-10,2025-04-14
BAC,380,200,0.53,0.43999999999999995,60,39,0.65,0.2857142857142856,0.5673,367,2024-01-02,2025-07-10,2025-04-14
UA,380,165,0.43,-0.18999999999999995,60,31,0.52,0.2857142857142858,0.5662,368,2024-01-02,2025-07-10,2025-04-14
LPSN,380,157,0.41,-0.73,60,24,0.4,0.2857142857142858,0.5647,369,2024-01-02,2025-07-10,2025-04-14
SHTCX,380,209,0.55,0.3600000000000001,60,35,0.58,0.28301886792452824,0.5615,370,2024-01-02,2025-07-10,2025-04-14
SCICX,380,209,0.55,0.3600000000000001,60,35,0.58,0.28301886792452824,0.5615,370,2024-01-02,2025-07-10,2025-04-14
AVIR,380,174,0.46,0.17999999999999994,60,37,0.62,0.28260869565217384,0.5609,372,2024-01-02,2025-07-10,2025-04-14
TPB,380,206,0.54,1.8199999999999998,60,35,0.58,0.28181818181818175,0.5591,373,2024-01-02,2025-07-10,2025-04-14
FLS,380,209,0.55,0.3700000000000001,60,34,0.57,0.28037383177570097,0.5562,374,2024-01-02,2025-07-10,2025-04-14
NTAP,380,211,0.56,0.28,60,35,0.58,0.28,0.5556,375,2024-01-02,2025-07-10,2025-04-14
BGSAX,380,209,0.55,0.51,60,36,0.6,0.2796610169491527,0.555,376,2024-01-02,2025-07-10,2025-04-14
BSTSX,380,206,0.54,0.51,60,35,0.58,0.2796610169491527,0.5549,377,2024-01-02,2025-07-10,2025-04-14
GES,380,183,0.48,-0.36,60,30,0.5,0.28,0.5548,378,2024-01-02,2025-07-10,2025-04-14
CRBG,380,207,0.54,0.6499999999999999,60,37,0.62,0.2790697674418603,0.554,379,2024-01-02,2025-07-10,2025-04-14
KOS,380,176,0.46,-0.6799999999999999,60,26,0.43,0.28,0.554,379,2024-01-02,2025-07-10,2025-04-14
BILI,380,191,0.5,0.8799999999999999,60,34,0.57,0.2789115646258502,0.5533,381,2024-01-02,2025-07-10,2025-04-14
FTRNX,380,215,0.57,0.56,60,37,0.62,0.278688524590164,0.5532,382,2024-01-02,2025-07-10,2025-04-14
EFCCX,380,206,0.54,0.3799999999999999,60,38,0.63,0.2777777777777777,0.5515,383,2024-01-02,2025-07-10,2025-04-14
RIG,380,173,0.46,-0.54,60,29,0.48,0.2777777777777779,0.5503,384,2024-01-02,2025-07-10,2025-04-14
BB,380,186,0.49,0.19999999999999996,60,32,0.53,0.27659574468085113,0.5485,385,2024-01-02,2025-07-10,2025-04-14
YMM,380,183,0.48,0.94,60,33,0.55,0.27631578947368407,0.548,386,2024-01-02,2025-07-10,2025-04-14
AA,380,189,0.5,-0.030000000000000027,60,32,0.53,0.27631578947368407,0.5479,387,2024-01-02,2025-07-10,2025-04-14
OVV,380,201,0.53,-0.030000000000000027,60,31,0.52,0.27631578947368407,0.5477,388,2024-01-02,2025-07-10,2025-04-14
AXP,380,214,0.56,0.76,60,37,0.62,0.2753623188405798,0.5467,389,2024-01-02,2025-07-10,2025-04-14
CWCO,380,189,0.5,-0.12,60,34,0.57,0.2753623188405798,0.5463,390,2024-01-02,2025-07-10,2025-04-14
SRAD,380,216,0.57,1.65,60,43,0.72,0.27403846153846145,0.5446,391,2024-01-02,2025-07-10,2025-04-14
BGSCX,380,207,0.54,0.49,60,36,0.6,0.27350427350427364,0.5429,392,2024-01-02,2025-07-10,2025-04-14
FCNCA,380,194,0.51,0.49,60,35,0.58,0.27350427350427364,0.5428,393,2024-01-02,2025-07-10,2025-04-14
UTSI,380,151,0.4,-0.20999999999999996,60,23,0.38,0.27419354838709675,0.5419,394,2024-01-02,2025-07-10,2025-04-14
VTOL,380,193,0.51,0.26,60,35,0.58,0.2727272727272727,0.5412,395,2024-01-02,2025-07-10,2025-04-14
FGDMX,380,212,0.56,0.54,60,34,0.57,0.2727272727272727,0.5411,396,2024-01-02,2025-07-10,2025-04-14
DLTH,380,159,0.42,-0.5800000000000001,60,33,0.55,0.2727272727272727,0.541,397,2024-01-02,2025-07-10,2025-04-14
HLVX,380,170,0.45,-0.86,60,31,0.52,0.27272727272727293,0.5407,398,2024-01-02,2025-07-10,2025-04-14
LGLRX,380,217,0.57,0.5900000000000001,60,35,0.58,0.272,0.5398,399,2024-01-02,2025-07-10,2025-04-14
LGLQX,380,217,0.57,0.5900000000000001,60,35,0.58,0.272,0.5398,399,2024-01-02,2025-07-10,2025-04-14
VOYA,380,205,0.54,0.030000000000000027,60,37,0.62,0.2716049382716048,0.5393,401,2024-01-02,2025-07-10,2025-04-14
FAGAX,380,222,0.58,0.55,60,38,0.63,0.2704918032786885,0.5372,402,2024-01-02,2025-07-10,2025-04-14
FAGOX,380,221,0.58,0.55,60,38,0.63,0.2704918032786885,0.5372,402,2024-01-02,2025-07-10,2025-04-14
AYI,380,195,0.51,0.5,60,28,0.47,0.27118644067796627,0.5372,402,2024-01-02,2025-07-10,2025-04-14
FGJMX,380,213,0.56,0.55,60,35,0.58,0.2704918032786885,0.5368,405,2024-01-02,2025-07-10,2025-04-14
FGKMX,380,212,0.56,0.55,60,34,0.57,0.2704918032786885,0.5367,406,2024-01-02,2025-07-10,2025-04-14
FBMPX,380,211,0.56,0.55,60,34,0.57,0.2704918032786885,0.5367,406,2024-01-02,2025-07-10,2025-04-14
IQEPF,380,38,0.1,-0.56,60,3,0.05,0.2941176470588234,0.5357,408,2024-01-02,2025-07-10,2025-04-14
LGLSX,380,216,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
LGLVX,380,217,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
LGLOX,380,216,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
LGLFX,380,216,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
LGLIX,380,216,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
LGLAX,380,216,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
LGLUX,380,216,0.57,0.6000000000000001,60,35,0.58,0.26984126984127,0.5356,409,2024-01-02,2025-07-10,2025-04-14
RYPNX,380,194,0.51,0.1299999999999999,60,36,0.6,0.2696629213483144,0.5353,416,2024-01-02,2025-07-10,2025-04-14
WCMSX,380,210,0.55,0.32000000000000006,60,46,0.77,0.26923076923076916,0.5353,416,2024-01-02,2025-07-10,2025-04-14
ROFIX,380,194,0.51,0.1299999999999999,60,35,0.58,0.2696629213483144,0.5352,418,2024-01-02,2025-07-10,2025-04-14
NYC,380,177,0.47,0.9299999999999999,60,31,0.52,0.26973684210526305,0.5348,419,2024-01-02,2025-07-10,2025-04-14
FPH,380,170,0.45,0.9299999999999999,60,28,0.47,0.26973684210526305,0.5343,420,2024-01-02,2025-07-10,2025-04-14
FZAHX,380,222,0.58,0.56,60,38,0.63,0.2682926829268293,0.5328,421,2024-01-02,2025-07-10,2025-04-14
FAGCX,380,222,0.58,0.56,60,38,0.63,0.2682926829268293,0.5328,421,2024-01-02,2025-07-10,2025-04-14
BIOUX,380,215,0.57,0.56,60,37,0.62,0.2682926829268293,0.5327,423,2024-01-02,2025-07-10,2025-04-14
BIOIX,380,215,0.57,0.56,60,37,0.62,0.2682926829268293,0.5327,423,2024-01-02,2025-07-10,2025-04-14
FGHMX,380,212,0.56,0.52,60,34,0.57,0.26666666666666683,0.5292,425,2024-01-02,2025-07-10,2025-04-14
INTT,380,188,0.49,-0.43000000000000005,60,32,0.53,0.2666666666666666,0.5289,426,2024-01-02,2025-07-10,2025-04-14
BX,380,197,0.52,0.33000000000000007,60,31,0.52,0.2666666666666666,0.5288,427,2024-01-02,2025-07-10,2025-04-14
UCTT,380,191,0.5,-0.24,60,29,0.48,0.26666666666666683,0.5285,428,2024-01-02,2025-07-10,2025-04-14
Z,380,194,0.51,0.3799999999999999,60,38,0.63,0.26605504587155937,0.5284,429,2024-01-02,2025-07-10,2025-04-14
TG,380,194,0.51,0.6699999999999999,60,37,0.62,0.26515151515151514,0.5265,430,2024-01-02,2025-07-10,2025-04-14
