Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
SMR,2024-01-02,2025-08-15,406,198,0.49,10.3,2025-05-21,60,27,0.45,0.48684210526315796,0.9564,59
NGL,2024-01-02,2025-08-15,406,189,0.47,-0.09999999999999998,2025-05-21,60,30,0.5,0.47540983606557385,0.936,60
MBI,2024-01-02,2025-08-15,406,201,0.5,0.09000000000000008,2025-05-21,60,32,0.53,0.472972972972973,0.9322,61
GDOT,2024-01-02,2025-08-15,406,209,0.51,0.3700000000000001,2025-05-21,60,31,0.52,0.4731182795698925,0.932,62
APYX,2024-01-02,2025-08-15,406,175,0.43,-0.18999999999999995,2025-05-21,60,31,0.52,0.47272727272727266,0.9313,63
AMLX,2024-01-02,2025-08-15,406,203,0.5,-0.47,2025-05-21,60,31,0.52,0.4722222222222223,0.9303,64
PLTR,2024-01-02,2025-08-15,406,220,0.54,9.69,2025-05-21,60,36,0.6,0.47042640990371387,0.9287,65
SNDX,2024-01-02,2025-08-15,406,200,0.49,-0.28,2025-05-21,60,33,0.55,0.4693877551020409,0.9256,66
UPST,2024-01-02,2025-08-15,406,197,0.49,0.6499999999999999,2025-05-21,60,34,0.57,0.4601769911504425,0.9081,67
ELF,2024-01-02,2025-08-15,406,202,0.5,-0.17000000000000004,2025-05-21,60,35,0.58,0.45614035087719307,0.9005,68
POWL,2024-01-02,2025-08-15,406,210,0.52,1.8399999999999999,2025-05-21,60,32,0.53,0.45641025641025634,0.9,69
AXTI,2024-01-02,2025-08-15,406,184,0.45,-0.17000000000000004,2025-05-21,60,32,0.53,0.45614035087719307,0.8995,70
VC,2024-01-02,2025-08-15,406,188,0.46,-0.040000000000000036,2025-05-21,60,31,0.52,0.45454545454545436,0.896,71
QUBT,2024-01-02,2025-08-15,406,174,0.43,16.21,2025-05-21,60,27,0.45,0.45354729729729737,0.8921,72
HPP,2024-01-02,2025-08-15,406,181,0.45,-0.71,2025-05-21,60,33,0.55,0.44999999999999973,0.8879,73
EL,2024-01-02,2025-08-15,406,193,0.48,-0.35,2025-05-21,60,34,0.57,0.4444444444444444,0.8774,74
CRNC,2024-01-02,2025-08-15,406,184,0.45,-0.38,2025-05-21,60,30,0.5,0.4418604651162792,0.8709,75
ETSY,2024-01-02,2025-08-15,406,206,0.51,-0.18000000000000005,2025-05-21,60,35,0.58,0.4385964912280702,0.8663,76
IVZ,2024-01-02,2025-08-15,406,218,0.54,0.28,2025-05-21,60,35,0.58,0.4382022471910112,0.8656,77
BYON,2024-01-02,2025-08-15,406,165,0.41,-0.6699999999999999,2025-05-21,60,27,0.45,0.4347826086956521,0.8558,78
FOR,2024-01-02,2025-08-15,406,195,0.48,-0.17000000000000004,2025-05-21,60,30,0.5,0.4310344827586208,0.8499,79
DISPF,2024-01-02,2025-08-15,406,40,0.1,-12.12,2025-05-21,60,2,0.03,0.5316804407713498,0.84,80
NCLH,2024-01-02,2025-08-15,406,212,0.52,0.33000000000000007,2025-05-21,60,35,0.58,0.4148936170212767,0.8201,81
OSK,2024-01-02,2025-08-15,406,210,0.52,0.33000000000000007,2025-05-21,60,30,0.5,0.4148936170212767,0.8185,82
EBAY,2024-01-02,2025-08-15,406,224,0.55,1.3599999999999999,2025-05-21,60,35,0.58,0.4131736526946108,0.8167,83
DINRF,2024-01-02,2025-08-15,406,48,0.12,-10.04,2025-05-21,60,6,0.1,0.43492063492063493,0.8111,84
IOVA,2024-01-02,2025-08-15,406,179,0.44,-0.69,2025-05-21,60,29,0.48,0.40909090909090917,0.8068,85
BWMX,2024-01-02,2025-08-15,406,182,0.45,0.08000000000000007,2025-05-21,60,31,0.52,0.4025974025974026,0.7949,86
REVG,2024-01-02,2025-08-15,406,210,0.52,2.48,2025-05-21,60,32,0.53,0.39759036144578297,0.7854,87
ASYS,2024-01-02,2025-08-15,406,184,0.45,0.16999999999999993,2025-05-21,60,30,0.5,0.3928571428571428,0.7756,88
ADTTF,2024-01-02,2025-08-15,406,49,0.12,1.1,2025-05-21,60,5,0.08,0.4189189189189191,0.7731,89
EFXT,2024-01-02,2025-08-15,406,215,0.53,1.1800000000000002,2025-05-21,60,34,0.57,0.3885350318471339,0.7683,90
SPTN,2024-01-02,2025-08-15,406,196,0.48,0.17999999999999994,2025-05-21,60,26,0.43,0.388235294117647,0.765,91
IQV,2024-01-02,2025-08-15,406,194,0.48,-0.17000000000000004,2025-05-21,60,33,0.55,0.3833333333333333,0.7579,92
DHI,2024-01-02,2025-08-15,406,206,0.51,0.1200000000000001,2025-05-21,60,34,0.57,0.3827160493827162,0.7569,93
ACLS,2024-01-02,2025-08-15,406,194,0.48,-0.35,2025-05-21,60,31,0.52,0.38297872340425543,0.7566,94
NVMI,2024-01-02,2025-08-15,406,208,0.51,0.8799999999999999,2025-05-21,60,34,0.57,0.38235294117647034,0.7562,95
TER,2024-01-02,2025-08-15,406,205,0.5,0.050000000000000044,2025-05-21,60,29,0.48,0.381578947368421,0.7532,96
MNMD,2024-01-02,2025-08-15,406,195,0.48,1.65,2025-05-21,60,31,0.52,0.38020833333333326,0.7512,97
UAL,2024-01-02,2025-08-15,406,210,0.52,1.48,2025-05-21,60,34,0.57,0.37777777777777777,0.7473,98
SA,2024-01-02,2025-08-15,406,204,0.5,0.4099999999999999,2025-05-21,60,36,0.6,0.3689320388349513,0.7304,99
NVDA,2024-01-02,2025-08-15,406,227,0.56,2.75,2025-05-21,60,37,0.62,0.3686131386861313,0.73,100
BILI,2024-01-02,2025-08-15,406,204,0.5,1.1400000000000001,2025-05-21,60,34,0.57,0.36305732484076425,0.7184,101
GLW,2024-01-02,2025-08-15,406,222,0.55,1.23,2025-05-21,60,33,0.55,0.3597560975609757,0.7118,102
NUVB,2024-01-02,2025-08-15,406,183,0.45,0.75,2025-05-21,60,29,0.48,0.3565891472868217,0.7045,103
CCL,2024-01-02,2025-08-15,406,210,0.52,0.72,2025-05-21,60,33,0.55,0.35433070866141736,0.7011,104
TPB,2024-01-02,2025-08-15,406,222,0.55,2.82,2025-05-21,60,33,0.55,0.34982332155477014,0.6923,105
LPSN,2024-01-02,2025-08-15,406,171,0.42,-0.73,2025-05-21,60,27,0.45,0.3500000000000001,0.691,106
GHM,2024-01-02,2025-08-15,406,212,0.52,1.58,2025-05-21,60,32,0.53,0.34375,0.6802,107
INCY,2024-01-02,2025-08-15,406,217,0.53,0.33000000000000007,2025-05-21,60,33,0.55,0.3434343434343434,0.6798,108
AVGO,2024-01-02,2025-08-15,406,220,0.54,1.88,2025-05-21,60,37,0.62,0.3395348837209302,0.6729,109
AES,2024-01-02,2025-08-15,406,202,0.5,-0.25,2025-05-21,60,35,0.58,0.3392857142857142,0.6721,110
CIA,2024-01-02,2025-08-15,406,207,0.51,0.8700000000000001,2025-05-21,60,30,0.5,0.33571428571428585,0.664,111
LVS,2024-01-02,2025-08-15,406,211,0.52,0.08000000000000007,2025-05-21,60,33,0.55,0.33333333333333326,0.66,112
NBR,2024-01-02,2025-08-15,406,195,0.48,-0.6,2025-05-21,60,32,0.53,0.3333333333333335,0.6598,113
OPI,2024-01-02,2025-08-15,406,142,0.35,-0.96,2025-05-21,60,17,0.28,0.3333333333333335,0.6538,114
LPG,2024-01-02,2025-08-15,406,193,0.48,-0.18999999999999995,2025-05-21,60,29,0.48,0.32786885245901654,0.6484,115
SRAD,2024-01-02,2025-08-15,406,228,0.56,1.81,2025-05-21,60,36,0.6,0.32547169811320753,0.6451,116
WBD,2024-01-02,2025-08-15,406,217,0.53,0.020000000000000018,2025-05-21,60,34,0.57,0.3246753246753247,0.6432,117
NEM,2024-01-02,2025-08-15,406,222,0.55,0.76,2025-05-21,60,36,0.6,0.32330827067669166,0.6409,118
KGC,2024-01-02,2025-08-15,406,228,0.56,2.33,2025-05-21,60,34,0.57,0.3214285714285714,0.6368,119
RCL,2024-01-02,2025-08-15,406,224,0.55,1.6400000000000001,2025-05-21,60,36,0.6,0.32000000000000006,0.6344,120
TILE,2024-01-02,2025-08-15,406,202,0.5,1.12,2025-05-21,60,31,0.52,0.31677018633540377,0.6271,121
REX,2024-01-02,2025-08-15,406,203,0.5,0.16999999999999993,2025-05-21,60,38,0.63,0.3146067415730336,0.624,122
URI,2024-01-02,2025-08-15,406,210,0.52,0.6299999999999999,2025-05-21,60,36,0.6,0.314516129032258,0.6236,123
TRIP,2024-01-02,2025-08-15,406,204,0.5,-0.16000000000000003,2025-05-21,60,26,0.43,0.3125,0.6176,124
RUN,2024-01-02,2025-08-15,406,191,0.47,-0.28,2025-05-21,60,31,0.52,0.30909090909090886,0.6121,125
EXPE,2024-01-02,2025-08-15,406,214,0.53,0.3999999999999999,2025-05-21,60,34,0.57,0.30841121495327095,0.6113,126
BTI,2024-01-02,2025-08-15,406,239,0.59,1.17,2025-05-21,60,41,0.68,0.30722891566265065,0.6099,127
NUE,2024-01-02,2025-08-15,406,203,0.5,-0.15000000000000002,2025-05-21,60,33,0.55,0.3076923076923077,0.6097,128
IDXX,2024-01-02,2025-08-15,406,198,0.49,0.18999999999999995,2025-05-21,60,32,0.53,0.3076923076923075,0.6095,129
Z,2024-01-02,2025-08-15,406,209,0.51,0.49,2025-05-21,60,37,0.62,0.3070175438596492,0.609,130
SIG,2024-01-02,2025-08-15,406,199,0.49,-0.18999999999999995,2025-05-21,60,35,0.58,0.306451612903226,0.6076,131
PHM,2024-01-02,2025-08-15,406,203,0.5,0.28,2025-05-21,60,32,0.53,0.30612244897959195,0.6064,132
MTCH,2024-01-02,2025-08-15,406,204,0.5,0.07000000000000006,2025-05-21,60,34,0.57,0.30487804878048785,0.6043,133
PDS,2024-01-02,2025-08-15,406,202,0.5,0.030000000000000027,2025-05-21,60,30,0.5,0.30379746835443044,0.6015,134
IHS,2024-01-02,2025-08-15,406,188,0.46,0.5900000000000001,2025-05-21,60,33,0.55,0.30327868852459017,0.601,135
VTOL,2024-01-02,2025-08-15,406,208,0.51,0.3400000000000001,2025-05-21,60,35,0.58,0.30097087378640786,0.5968,136
RCKY,2024-01-02,2025-08-15,406,194,0.48,-0.050000000000000044,2025-05-21,60,30,0.5,0.3013698630136985,0.5967,137
VST,2024-01-02,2025-08-15,406,232,0.57,4.25,2025-05-21,60,32,0.53,0.29950495049504955,0.5935,138
CAMT,2024-01-02,2025-08-15,406,225,0.55,0.26,2025-05-21,60,39,0.65,0.2989690721649485,0.5934,139
URBN,2024-01-02,2025-08-15,406,208,0.51,1.17,2025-05-21,60,27,0.45,0.29940119760479034,0.5922,140
RIOT,2024-01-02,2025-08-15,406,188,0.46,-0.26,2025-05-21,60,33,0.55,0.29824561403508776,0.5911,141
DBD,2024-01-02,2025-08-15,406,219,0.54,1.1800000000000002,2025-05-21,60,36,0.6,0.29761904761904767,0.5904,142
MLKN,2024-01-02,2025-08-15,406,194,0.48,-0.16000000000000003,2025-05-21,60,28,0.47,0.29230769230769216,0.5786,143
DLTR,2024-01-02,2025-08-15,406,201,0.5,-0.19999999999999996,2025-05-21,60,33,0.55,0.2903225806451615,0.5756,144
SHG,2024-01-02,2025-08-15,406,206,0.51,0.69,2025-05-21,60,34,0.57,0.2900763358778624,0.5752,145
ULTA,2024-01-02,2025-08-15,406,197,0.49,0.07000000000000006,2025-05-21,60,35,0.58,0.28915662650602414,0.5736,146
THRM,2024-01-02,2025-08-15,406,181,0.45,-0.32999999999999996,2025-05-21,60,31,0.52,0.28846153846153855,0.5716,147
ANF,2024-01-02,2025-08-15,406,200,0.49,0.030000000000000027,2025-05-21,60,31,0.52,0.28749999999999987,0.5697,148
VRT,2024-01-02,2025-08-15,406,231,0.57,1.92,2025-05-21,60,33,0.55,0.28634361233480177,0.5678,149
LOB,2024-01-02,2025-08-15,406,203,0.5,-0.22999999999999998,2025-05-21,60,36,0.6,0.28333333333333344,0.5622,150
AMKR,2024-01-02,2025-08-15,406,204,0.5,-0.22999999999999998,2025-05-21,60,32,0.53,0.28333333333333344,0.5617,151
JMIGX,2024-01-02,2025-08-15,406,209,0.51,0.27,2025-05-21,60,34,0.57,0.2828282828282829,0.561,152
NVRI,2024-01-02,2025-08-15,406,210,0.52,0.09000000000000008,2025-05-21,60,34,0.57,0.2823529411764707,0.5601,153
CUBI,2024-01-02,2025-08-15,406,205,0.5,0.17999999999999994,2025-05-21,60,30,0.5,0.28260869565217384,0.5599,154
VTRS,2024-01-02,2025-08-15,406,197,0.49,0.0,2025-05-21,60,33,0.55,0.28205128205128194,0.5593,155
DOCS,2024-01-02,2025-08-15,406,216,0.53,1.2799999999999998,2025-05-21,60,36,0.6,0.2808988764044942,0.5574,156
CDXS,2024-01-02,2025-08-15,406,193,0.48,-0.040000000000000036,2025-05-21,60,31,0.52,0.28,0.555,157
FIKGX,2024-01-02,2025-08-15,406,221,0.54,0.8,2025-05-21,60,36,0.6,0.27659574468085113,0.549,158
NKE,2024-01-02,2025-08-15,406,198,0.49,-0.26,2025-05-21,60,29,0.48,0.27586206896551735,0.5465,159
APH,2024-01-02,2025-08-15,406,227,0.56,1.2799999999999998,2025-05-21,60,39,0.65,0.2737430167597763,0.5437,160
HBI,2024-01-02,2025-08-15,406,193,0.48,0.43999999999999995,2025-05-21,60,24,0.4,0.2743362831858407,0.5425,161
JMCGX,2024-01-02,2025-08-15,406,209,0.51,0.26,2025-05-21,60,34,0.57,0.2727272727272727,0.5411,162
ANVS,2024-01-02,2025-08-15,406,182,0.45,-0.86,2025-05-21,60,31,0.52,0.27272727272727293,0.5407,163
FELTX,2024-01-02,2025-08-15,406,221,0.54,0.78,2025-05-21,60,36,0.6,0.2714285714285716,0.5388,164
TEL,2024-01-02,2025-08-15,406,217,0.53,0.5,2025-05-21,60,37,0.62,0.27118644067796627,0.5384,165
ILMN,2024-01-02,2025-08-15,406,201,0.5,-0.25,2025-05-21,60,35,0.58,0.27118644067796627,0.5382,166
AX,2024-01-02,2025-08-15,406,201,0.5,0.6000000000000001,2025-05-21,60,33,0.55,0.26984126984127,0.5353,167
FSELX,2024-01-02,2025-08-15,406,221,0.54,0.79,2025-05-21,60,36,0.6,0.26950354609929095,0.535,168
FELIX,2024-01-02,2025-08-15,406,221,0.54,0.79,2025-05-21,60,36,0.6,0.26950354609929095,0.535,168
FELAX,2024-01-02,2025-08-15,406,221,0.54,0.79,2025-05-21,60,36,0.6,0.26950354609929095,0.535,168
MRVL,2024-01-02,2025-08-15,406,212,0.52,0.32000000000000006,2025-05-21,60,33,0.55,0.26923076923076916,0.5341,171
TPR,2024-01-02,2025-08-15,406,217,0.53,1.7400000000000002,2025-05-21,60,37,0.62,0.2685185185185186,0.5332,172
BWA,2024-01-02,2025-08-15,406,216,0.53,0.17999999999999994,2025-05-21,60,31,0.52,0.26881720430107503,0.533,173
DDD,2024-01-02,2025-08-15,406,169,0.42,-0.6699999999999999,2025-05-21,60,26,0.43,0.26923076923076916,0.5329,174
FELCX,2024-01-02,2025-08-15,406,221,0.54,0.76,2025-05-21,60,36,0.6,0.26618705035971235,0.5285,175
MU,2024-01-02,2025-08-15,406,215,0.53,0.48,2025-05-21,60,34,0.57,0.2649572649572651,0.5258,176
TBBK,2024-01-02,2025-08-15,406,219,0.54,0.72,2025-05-21,60,36,0.6,0.2647058823529411,0.5255,177
DKNG,2024-01-02,2025-08-15,406,213,0.52,0.3400000000000001,2025-05-21,60,35,0.58,0.26415094339622636,0.5243,178
LNC,2024-01-02,2025-08-15,406,224,0.55,0.6399999999999999,2025-05-21,60,34,0.57,0.2615384615384615,0.5191,179
IX,2024-01-02,2025-08-15,406,214,0.53,0.3999999999999999,2025-05-21,60,38,0.63,0.26126126126126104,0.519,180
CHRW,2024-01-02,2025-08-15,406,206,0.51,0.44999999999999996,2025-05-21,60,30,0.5,0.26086956521739135,0.5172,181
BBVA,2024-01-02,2025-08-15,406,228,0.56,1.2400000000000002,2025-05-21,60,34,0.57,0.258426966292135,0.513,182
MHK,2024-01-02,2025-08-15,406,202,0.5,0.21999999999999997,2025-05-21,60,32,0.53,0.25773195876288657,0.5113,183
IDCC,2024-01-02,2025-08-15,406,220,0.54,1.5899999999999999,2025-05-21,60,31,0.52,0.25728155339805814,0.5103,184
TARS,2024-01-02,2025-08-15,406,201,0.5,1.69,2025-05-21,60,30,0.5,0.2570093457943925,0.5097,185
INGN,2024-01-02,2025-08-15,406,189,0.47,0.32000000000000006,2025-05-21,60,26,0.43,0.2571428571428571,0.5092,186
CMCM,2024-01-02,2025-08-15,406,198,0.49,1.31,2025-05-21,60,31,0.52,0.25543478260869557,0.5067,187
LEN,2024-01-02,2025-08-15,406,203,0.5,-0.06000000000000005,2025-05-21,60,32,0.53,0.2533333333333332,0.5027,188
TSM,2024-01-02,2025-08-15,406,218,0.54,1.4,2025-05-21,60,33,0.55,0.25,0.4962,189
RMAX,2024-01-02,2025-08-15,406,186,0.46,-0.30000000000000004,2025-05-21,60,33,0.55,0.24999999999999978,0.4962,189
PBPB,2024-01-02,2025-08-15,406,190,0.47,0.25,2025-05-21,60,30,0.5,0.25,0.4959,191
AEO,2024-01-02,2025-08-15,406,194,0.48,-0.35,2025-05-21,60,27,0.45,0.25,0.4954,192
RYCCX,2024-01-02,2025-08-15,406,230,0.57,0.71,2025-05-21,60,36,0.6,0.24817518248175174,0.493,193
DAL,2024-01-02,2025-08-15,406,204,0.5,0.51,2025-05-21,60,31,0.52,0.24793388429752072,0.4919,194
VAL,2024-01-02,2025-08-15,406,201,0.5,-0.33999999999999997,2025-05-21,60,34,0.57,0.24528301886792447,0.4871,195
DSCSY,2024-01-02,2025-08-15,406,199,0.49,0.21999999999999997,2025-05-21,60,33,0.55,0.24489795918367352,0.4862,196
RYVYX,2024-01-02,2025-08-15,406,230,0.57,0.73,2025-05-21,60,36,0.6,0.24460431654676262,0.4859,197
RYVLX,2024-01-02,2025-08-15,406,230,0.57,0.73,2025-05-21,60,36,0.6,0.24460431654676262,0.4859,197
UOPIX,2024-01-02,2025-08-15,406,227,0.56,0.73,2025-05-21,60,36,0.6,0.24460431654676262,0.4859,197
SYF,2024-01-02,2025-08-15,406,219,0.54,0.94,2025-05-21,60,34,0.57,0.2435897435897436,0.4837,200
ADM,2024-01-02,2025-08-15,406,201,0.5,-0.13,2025-05-21,60,28,0.47,0.24285714285714288,0.4815,201
GS,2024-01-02,2025-08-15,406,223,0.55,0.95,2025-05-21,60,34,0.57,0.2420382165605095,0.4807,202
BX,2024-01-02,2025-08-15,406,210,0.52,0.3899999999999999,2025-05-21,60,32,0.53,0.24107142857142838,0.4785,203
UOPSX,2024-01-02,2025-08-15,406,226,0.56,0.7,2025-05-21,60,36,0.6,0.24087591240875894,0.4785,203
ODC,2024-01-02,2025-08-15,406,208,0.51,0.75,2025-05-21,60,29,0.48,0.24113475177304977,0.4783,205
SNPS,2024-01-02,2025-08-15,406,212,0.52,0.24,2025-05-21,60,32,0.53,0.24,0.4764,206
BTE,2024-01-02,2025-08-15,406,193,0.48,-0.38,2025-05-21,60,27,0.45,0.24,0.4758,207
CMI,2024-01-02,2025-08-15,406,220,0.54,0.71,2025-05-21,60,38,0.63,0.23913043478260887,0.4753,208
META,2024-01-02,2025-08-15,406,218,0.54,1.2799999999999998,2025-05-21,60,31,0.52,0.23913043478260843,0.4746,209
AVIR,2024-01-02,2025-08-15,406,183,0.45,0.09000000000000008,2025-05-21,60,33,0.55,0.23863636363636376,0.4738,210
AMG,2024-01-02,2025-08-15,406,220,0.54,0.45999999999999996,2025-05-21,60,34,0.57,0.23728813559322037,0.4713,211
HOLX,2024-01-02,2025-08-15,406,205,0.5,-0.06000000000000005,2025-05-21,60,30,0.5,0.23684210526315774,0.47,212
PBI,2024-01-02,2025-08-15,406,196,0.48,1.7200000000000002,2025-05-21,60,29,0.48,0.23636363636363633,0.4689,213
MGA,2024-01-02,2025-08-15,406,210,0.52,-0.20999999999999996,2025-05-21,60,34,0.57,0.234375,0.4655,214
DELL,2024-01-02,2025-08-15,406,214,0.53,0.8999999999999999,2025-05-21,60,32,0.53,0.23376623376623362,0.4641,215
PWP,2024-01-02,2025-08-15,406,208,0.51,0.8500000000000001,2025-05-21,60,35,0.58,0.2333333333333334,0.4636,216
