Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ECEAX,406,213,0.52,0.25,60,32,0.53,0.06837606837606836,0.1365,1693
RRTDX,406,223,0.55,0.25,60,34,0.57,0.06837606837606836,0.1365,1693
SLVIX,406,215,0.53,0.25,60,35,0.58,0.06837606837606836,0.1365,1693
CSRYX,406,215,0.53,0.25,60,35,0.58,0.06837606837606836,0.1365,1693
NEOYX,406,214,0.53,0.25,60,30,0.5,0.06837606837606836,0.1364,1698
NOANX,406,215,0.53,0.25,60,29,0.48,0.06837606837606836,0.1364,1698
RL,406,213,0.52,1.04,60,28,0.47,0.0680628272251309,0.1358,1700
TRRDX,406,223,0.55,0.26,60,34,0.57,0.06779661016949157,0.1353,1701
JHJIX,406,216,0.53,0.26,60,31,0.52,0.06779661016949157,0.1353,1701
JHJRX,406,213,0.52,0.26,60,31,0.52,0.06779661016949157,0.1353,1701
TOECX,406,215,0.53,0.26,60,31,0.52,0.06779661016949157,0.1353,1701
BUFDX,406,215,0.53,0.26,60,31,0.52,0.06779661016949157,0.1353,1701
EICIX,406,215,0.53,0.26,60,34,0.57,0.06779661016949157,0.1353,1701
FGFCX,406,217,0.53,0.26,60,30,0.5,0.06779661016949157,0.1353,1701
PERF,406,179,0.44,-0.37,60,26,0.43,0.06779661016949157,0.1352,1708
FGLGX,406,234,0.58,0.41999999999999993,60,34,0.57,0.06766917293233066,0.1351,1709
SSQSX,406,193,0.48,0.1100000000000001,60,26,0.43,0.06730769230769229,0.1343,1710
ESGMX,406,218,0.54,0.27,60,35,0.58,0.0672268907563025,0.1342,1711
BUIDX,406,217,0.53,0.27,60,31,0.52,0.0672268907563025,0.1342,1711
QCBGX,406,223,0.55,0.27,60,36,0.6,0.0672268907563025,0.1342,1711
TSORX,406,220,0.54,0.27,60,35,0.58,0.0672268907563025,0.1342,1711
FGFRX,406,217,0.53,0.27,60,30,0.5,0.0672268907563025,0.1342,1711
FGFAX,406,218,0.54,0.27,60,30,0.5,0.0672268907563025,0.1342,1711
TSOEX,406,218,0.54,0.27,60,35,0.58,0.0672268907563025,0.1342,1711
FPACX,406,225,0.55,0.27,60,33,0.55,0.0672268907563025,0.1342,1711
FPCSX,406,228,0.56,0.27,60,35,0.58,0.0672268907563025,0.1342,1711
FAFDX,406,224,0.55,0.42999999999999994,60,34,0.57,0.06716417910447747,0.1341,1720
FAFSX,406,226,0.56,0.42999999999999994,60,33,0.55,0.06716417910447747,0.1341,1720
TSONX,406,219,0.54,0.28,60,35,0.58,0.06666666666666665,0.1331,1722
HHDFX,406,218,0.54,0.28,60,34,0.57,0.06666666666666665,0.1331,1722
QABGX,406,222,0.55,0.28,60,36,0.6,0.06666666666666665,0.1331,1722
FFSIX,406,228,0.56,0.43999999999999995,60,34,0.57,0.06666666666666665,0.1331,1722
FIKBX,406,228,0.56,0.43999999999999995,60,34,0.57,0.06666666666666665,0.1331,1722
YAFIX,406,207,0.51,0.1200000000000001,60,32,0.53,0.06666666666666665,0.1331,1722
YAFFX,406,204,0.5,0.1200000000000001,60,32,0.53,0.06666666666666665,0.1331,1722
SEVSX,406,197,0.49,1.7200000000000002,60,33,0.55,0.06666666666666687,0.1331,1722
SEVAX,406,200,0.49,0.1200000000000001,60,33,0.55,0.06666666666666665,0.1331,1722
CIG,406,184,0.45,0.28,60,25,0.42,0.06666666666666665,0.133,1731
APLE,406,192,0.47,-0.19999999999999996,60,30,0.5,0.06666666666666665,0.133,1731
TEGYX,406,215,0.53,0.28,60,31,0.52,0.06666666666666665,0.133,1731
TEGAX,406,216,0.53,0.28,60,31,0.52,0.06666666666666665,0.133,1731
DHC,406,188,0.46,-0.040000000000000036,60,30,0.5,0.06666666666666665,0.133,1731
EXPD,406,201,0.5,-0.040000000000000036,60,27,0.45,0.06666666666666665,0.133,1731
QIBGX,406,225,0.55,0.29000000000000004,60,36,0.6,0.06611570247933884,0.132,1737
QKBGX,406,221,0.54,0.29000000000000004,60,36,0.6,0.06611570247933884,0.132,1737
HFQCX,406,207,0.51,0.29000000000000004,60,33,0.55,0.06611570247933884,0.132,1737
PEGEX,406,218,0.54,0.1299999999999999,60,31,0.52,0.06603773584905648,0.1318,1740
MMBUX,406,197,0.49,0.1299999999999999,60,30,0.5,0.06603773584905648,0.1318,1740
PEEAX,406,217,0.53,0.1299999999999999,60,31,0.52,0.06603773584905648,0.1318,1740
PMEGX,406,222,0.55,0.1299999999999999,60,35,0.58,0.06603773584905648,0.1318,1740
CLTIX,406,203,0.5,0.1299999999999999,60,29,0.48,0.06603773584905648,0.1318,1740
ENPSX,406,216,0.53,-0.030000000000000027,60,29,0.48,0.06593406593406592,0.1316,1745
GGOCX,406,203,0.5,0.30000000000000004,60,32,0.53,0.06557377049180335,0.1309,1746
GQESX,406,224,0.55,0.30000000000000004,60,34,0.57,0.06557377049180335,0.1309,1746
BTMKX,406,221,0.54,0.30000000000000004,60,32,0.53,0.06557377049180335,0.1309,1746
SSHQX,406,233,0.57,0.30000000000000004,60,34,0.57,0.06557377049180335,0.1309,1746
BTMPX,406,224,0.55,0.30000000000000004,60,33,0.55,0.06557377049180335,0.1309,1746
FIONX,406,219,0.54,0.30000000000000004,60,33,0.55,0.06557377049180335,0.1309,1746
MDIIX,406,224,0.55,0.30000000000000004,60,33,0.55,0.06557377049180335,0.1309,1746
GQETX,406,226,0.56,0.30000000000000004,60,35,0.58,0.06557377049180335,0.1309,1746
MAIIX,406,223,0.55,0.30000000000000004,60,33,0.55,0.06557377049180335,0.1309,1746
GQLIX,406,224,0.55,0.30000000000000004,60,34,0.57,0.06557377049180335,0.1309,1746
FSPSX,406,222,0.55,0.30000000000000004,60,32,0.53,0.06557377049180335,0.1309,1746
GQEFX,406,227,0.56,0.30000000000000004,60,35,0.58,0.06557377049180335,0.1309,1746
SSEAX,406,232,0.57,0.30000000000000004,60,35,0.58,0.06557377049180335,0.1309,1746
SNOIX,406,210,0.52,0.1399999999999999,60,30,0.5,0.06542056074766345,0.1306,1759
PJGQX,406,218,0.54,0.1399999999999999,60,31,0.52,0.06542056074766345,0.1306,1759
SNORX,406,210,0.52,0.1399999999999999,60,30,0.5,0.06542056074766345,0.1306,1759
BVALX,406,202,0.5,0.1399999999999999,60,30,0.5,0.06542056074766345,0.1306,1759
MEFNX,406,215,0.53,0.1399999999999999,60,34,0.57,0.06542056074766345,0.1306,1759
MMELX,406,219,0.54,0.1399999999999999,60,33,0.55,0.06542056074766345,0.1306,1759
MEFFX,406,218,0.54,0.1399999999999999,60,32,0.53,0.06542056074766345,0.1306,1759
MEFAX,406,216,0.53,0.1399999999999999,60,32,0.53,0.06542056074766345,0.1306,1759
KALU,406,211,0.52,0.1399999999999999,60,33,0.55,0.06542056074766345,0.1306,1759
SNOAX,406,208,0.51,0.1399999999999999,60,29,0.48,0.06542056074766345,0.1305,1768
ENPIX,406,217,0.53,-0.020000000000000018,60,29,0.48,0.06521739130434767,0.1301,1769
PRJQX,406,218,0.54,0.31000000000000005,60,32,0.53,0.0650406504065042,0.1298,1770
MRLTX,406,210,0.52,0.31000000000000005,60,30,0.5,0.0650406504065042,0.1298,1770
PRJZX,406,216,0.53,0.31000000000000005,60,30,0.5,0.0650406504065042,0.1298,1770
YACKX,406,219,0.54,0.1499999999999999,60,32,0.53,0.06481481481481466,0.1294,1773
FFGIX,406,222,0.55,0.1499999999999999,60,31,0.52,0.06481481481481466,0.1294,1773
VWNDX,406,207,0.51,0.1499999999999999,60,31,0.52,0.06481481481481466,0.1294,1773
ALTFX,406,212,0.52,0.1499999999999999,60,33,0.55,0.06481481481481466,0.1294,1773
MEFZX,406,224,0.55,0.1499999999999999,60,34,0.57,0.06481481481481466,0.1294,1773
MUNDX,406,221,0.54,0.1499999999999999,60,35,0.58,0.06481481481481466,0.1294,1773
MGRFX,406,222,0.55,0.1499999999999999,60,35,0.58,0.06481481481481466,0.1294,1773
RPMFX,406,197,0.49,0.1499999999999999,60,31,0.52,0.06481481481481466,0.1294,1773
GWETX,406,193,0.48,0.1499999999999999,60,26,0.43,0.06481481481481466,0.1293,1781
MRLSX,406,212,0.52,0.32000000000000006,60,31,0.52,0.06451612903225823,0.1288,1782
ETO,406,235,0.58,0.32000000000000006,60,37,0.62,0.06451612903225823,0.1288,1782
SGENX,406,235,0.58,0.32000000000000006,60,39,0.65,0.06451612903225823,0.1288,1782
MRLIX,406,209,0.51,0.32000000000000006,60,29,0.48,0.06451612903225823,0.1287,1785
NALFX,406,213,0.52,0.15999999999999992,60,32,0.53,0.06422018348623837,0.1282,1786
APHJX,406,209,0.51,0.15999999999999992,60,35,0.58,0.06422018348623837,0.1282,1786
APDJX,406,213,0.52,0.15999999999999992,60,35,0.58,0.06422018348623837,0.1282,1786
ARTJX,406,211,0.52,0.15999999999999992,60,34,0.57,0.06422018348623837,0.1282,1786
OSCCX,406,203,0.5,0.15999999999999992,60,31,0.52,0.06422018348623837,0.1282,1786
MGIBX,406,228,0.56,0.33000000000000007,60,33,0.55,0.06400000000000006,0.1278,1791
FEGRX,406,234,0.58,0.33000000000000007,60,39,0.65,0.06400000000000006,0.1278,1791
MINRX,406,230,0.57,0.33000000000000007,60,33,0.55,0.06400000000000006,0.1278,1791
FGILX,406,231,0.57,0.33000000000000007,60,37,0.62,0.06400000000000006,0.1278,1791
SGIIX,406,232,0.57,0.33000000000000007,60,38,0.63,0.06400000000000006,0.1278,1791
CCGSX,406,223,0.55,0.33000000000000007,60,34,0.57,0.06400000000000006,0.1278,1791
CGEZX,406,213,0.52,0.33000000000000007,60,31,0.52,0.06400000000000006,0.1277,1797
FLS,406,221,0.54,0.33000000000000007,60,30,0.5,0.06400000000000006,0.1277,1797
THISX,406,204,0.5,0.0,60,32,0.53,0.06382978723404253,0.1274,1799
AMBC,406,201,0.5,-0.5,60,28,0.47,0.06382978723404253,0.1274,1799
WBVNX,406,200,0.49,0.0,60,31,0.52,0.06382978723404253,0.1274,1799
TRMCX,406,212,0.52,0.16999999999999993,60,33,0.55,0.06363636363636349,0.127,1802
TAMVX,406,209,0.51,0.16999999999999993,60,33,0.55,0.06363636363636349,0.127,1802
FNARX,406,221,0.54,0.16999999999999993,60,33,0.55,0.06363636363636349,0.127,1802
FMCLX,406,203,0.5,0.16999999999999993,60,29,0.48,0.06363636363636349,0.127,1802
FMCRX,406,206,0.51,0.16999999999999993,60,30,0.5,0.06363636363636349,0.127,1802
T,406,226,0.56,0.8400000000000001,60,33,0.55,0.06358381502890187,0.1269,1807
GSRKX,406,205,0.5,0.3400000000000001,60,32,0.53,0.06349206349206349,0.1267,1808
CCO,406,169,0.42,-0.32999999999999996,60,26,0.43,0.06349206349206349,0.1267,1808
CTFDX,406,212,0.52,0.17999999999999994,60,37,0.62,0.06306306306306286,0.1259,1810
TRMIX,406,209,0.51,0.17999999999999994,60,32,0.53,0.06306306306306286,0.1259,1810
PKSFX,406,198,0.49,0.17999999999999994,60,29,0.48,0.06306306306306286,0.1259,1810
GSIKX,406,208,0.51,0.3500000000000001,60,34,0.57,0.06299212598425208,0.1258,1813
GSTKX,406,207,0.51,0.3500000000000001,60,33,0.55,0.06299212598425208,0.1257,1814
PDEAX,406,219,0.54,0.3500000000000001,60,29,0.48,0.06299212598425208,0.1257,1814
HDRVX,406,212,0.52,0.3500000000000001,60,30,0.5,0.06299212598425208,0.1257,1814
GSUKX,406,209,0.51,0.3500000000000001,60,33,0.55,0.06299212598425208,0.1257,1814
APDGX,406,220,0.54,0.3500000000000001,60,31,0.52,0.06299212598425208,0.1257,1814
ARTGX,406,220,0.54,0.3500000000000001,60,31,0.52,0.06299212598425208,0.1257,1814
JCI,406,221,0.54,0.8600000000000001,60,32,0.53,0.06285714285714294,0.1255,1820
EC,406,201,0.5,-0.15000000000000002,60,32,0.53,0.0625,0.1248,1821
TRTZX,406,209,0.51,0.18999999999999995,60,33,0.55,0.06249999999999978,0.1248,1821
FSBCX,406,217,0.53,0.18999999999999995,60,35,0.58,0.06249999999999978,0.1248,1821
VTMFX,406,226,0.56,0.18999999999999995,60,34,0.57,0.06249999999999978,0.1248,1821
TROCX,406,221,0.54,0.3600000000000001,60,32,0.53,0.0625,0.1248,1821
TIQIX,406,221,0.54,0.3600000000000001,60,32,0.53,0.0625,0.1248,1821
USBLX,406,223,0.55,0.18999999999999995,60,32,0.53,0.06249999999999978,0.1248,1821
JFNCX,406,201,0.5,0.020000000000000018,60,33,0.55,0.0625,0.1248,1821
UGTIX,406,223,0.55,0.18999999999999995,60,32,0.53,0.06249999999999978,0.1248,1821
VADCX,406,215,0.53,0.18999999999999995,60,33,0.55,0.06249999999999978,0.1248,1821
HQH,406,214,0.53,0.18999999999999995,60,33,0.55,0.06249999999999978,0.1248,1821
SSIFX,406,204,0.5,0.18999999999999995,60,31,0.52,0.06249999999999978,0.1247,1832
CMCRX,406,208,0.51,0.18999999999999995,60,31,0.52,0.06249999999999978,0.1247,1832
JCMAX,406,217,0.53,0.18999999999999995,60,31,0.52,0.06249999999999978,0.1247,1832
CMJAX,406,209,0.51,0.18999999999999995,60,31,0.52,0.06249999999999978,0.1247,1832
CMJIX,406,209,0.51,0.18999999999999995,60,31,0.52,0.06249999999999978,0.1247,1832
SIFZX,406,206,0.51,0.18999999999999995,60,31,0.52,0.06249999999999978,0.1247,1832
APHGX,406,219,0.54,0.3600000000000001,60,31,0.52,0.0625,0.1247,1832
ENTG,406,199,0.49,-0.31999999999999995,60,30,0.5,0.0625,0.1247,1832
ATHAX,406,217,0.53,0.3700000000000001,60,31,0.52,0.0620155038759691,0.1238,1840
VADAX,406,216,0.53,0.19999999999999996,60,34,0.57,0.06194690265486735,0.1237,1841
CLAIX,406,217,0.53,0.19999999999999996,60,35,0.58,0.06194690265486735,0.1237,1841
FSBKX,406,218,0.54,0.19999999999999996,60,35,0.58,0.06194690265486735,0.1237,1841
CQTRX,406,215,0.53,0.19999999999999996,60,35,0.58,0.06194690265486735,0.1237,1841
CAMRX,406,217,0.53,0.19999999999999996,60,34,0.57,0.06194690265486735,0.1237,1841
VADRX,406,217,0.53,0.19999999999999996,60,34,0.57,0.06194690265486735,0.1237,1841
CTFAX,406,207,0.51,0.19999999999999996,60,36,0.6,0.06194690265486735,0.1237,1841
COTZX,406,214,0.53,0.19999999999999996,60,36,0.6,0.06194690265486735,0.1237,1841
JPPEX,406,216,0.53,0.19999999999999996,60,31,0.52,0.06194690265486735,0.1236,1849
BPAVX,406,206,0.51,0.19999999999999996,60,30,0.5,0.06194690265486735,0.1236,1849
OLVCX,406,215,0.53,0.19999999999999996,60,31,0.52,0.06194690265486735,0.1236,1849
BPAIX,406,208,0.51,0.19999999999999996,60,31,0.52,0.06194690265486735,0.1236,1849
FSPHX,406,202,0.5,0.030000000000000027,60,33,0.55,0.061855670103092786,0.1235,1853
ITW,406,205,0.5,0.030000000000000027,60,31,0.52,0.061855670103092786,0.1235,1853
JFNSX,406,204,0.5,0.030000000000000027,60,33,0.55,0.061855670103092786,0.1235,1853
GRAB,406,196,0.48,0.55,60,32,0.53,0.06164383561643838,0.1231,1856
OLVAX,406,218,0.54,0.20999999999999996,60,32,0.53,0.06140350877192979,0.1226,1857
FICSX,406,223,0.55,0.20999999999999996,60,34,0.57,0.06140350877192979,0.1226,1857
OLVTX,406,219,0.54,0.20999999999999996,60,31,0.52,0.06140350877192979,0.1226,1857
DGYGX,406,219,0.54,0.20999999999999996,60,33,0.55,0.06140350877192979,0.1226,1857
DGAGX,406,217,0.53,0.20999999999999996,60,32,0.53,0.06140350877192979,0.1226,1857
TGAFX,406,218,0.54,0.20999999999999996,60,36,0.6,0.06140350877192979,0.1226,1857
RPGAX,406,216,0.53,0.20999999999999996,60,35,0.58,0.06140350877192979,0.1226,1857
PARCX,406,222,0.55,0.20999999999999996,60,34,0.57,0.06140350877192979,0.1226,1857
RRTCX,406,217,0.53,0.20999999999999996,60,35,0.58,0.06140350877192979,0.1226,1857
VADFX,406,219,0.54,0.20999999999999996,60,34,0.57,0.06140350877192979,0.1226,1857
DGIGX,406,221,0.54,0.20999999999999996,60,33,0.55,0.06140350877192979,0.1226,1857
HWCIX,406,215,0.53,0.20999999999999996,60,28,0.47,0.06140350877192979,0.1225,1868
FAGNX,406,220,0.54,0.040000000000000036,60,28,0.47,0.061224489795918435,0.1222,1869
FNRCX,406,217,0.53,0.040000000000000036,60,27,0.45,0.061224489795918435,0.1222,1869
SBRAX,406,215,0.53,0.21999999999999997,60,33,0.55,0.0608695652173914,0.1215,1871
IEGAX,406,219,0.54,0.21999999999999997,60,34,0.57,0.0608695652173914,0.1215,1871
ELME,406,202,0.5,0.21999999999999997,60,29,0.48,0.0608695652173914,0.1215,1871
HAGIX,406,222,0.55,0.21999999999999997,60,30,0.5,0.0608695652173914,0.1215,1871
LGMAX,406,215,0.53,0.21999999999999997,60,34,0.57,0.0608695652173914,0.1215,1871
LSWWX,406,215,0.53,0.21999999999999997,60,34,0.57,0.0608695652173914,0.1215,1871
FIASX,406,223,0.55,0.21999999999999997,60,34,0.57,0.0608695652173914,0.1215,1871
HAGAX,406,222,0.55,0.21999999999999997,60,30,0.5,0.0608695652173914,0.1215,1871
GSXCX,406,205,0.5,0.21999999999999997,60,32,0.53,0.0608695652173914,0.1215,1871
PORIX,406,214,0.53,0.21999999999999997,60,32,0.53,0.0608695652173914,0.1215,1871
JLVMX,406,222,0.55,0.21999999999999997,60,32,0.53,0.0608695652173914,0.1215,1871
TRRCX,406,223,0.55,0.21999999999999997,60,34,0.57,0.0608695652173914,0.1215,1871
SBHAX,406,215,0.53,0.21999999999999997,60,33,0.55,0.0608695652173914,0.1215,1871
FIKAX,406,220,0.54,0.050000000000000044,60,28,0.47,0.06060606060606055,0.121,1884
FANIX,406,220,0.54,0.050000000000000044,60,28,0.47,0.06060606060606055,0.121,1884
FANAX,406,220,0.54,0.050000000000000044,60,28,0.47,0.06060606060606055,0.121,1884
FSENX,406,221,0.54,0.050000000000000044,60,28,0.47,0.06060606060606055,0.121,1884
HWAAX,406,217,0.53,0.22999999999999998,60,32,0.53,0.06034482758620685,0.1205,1888
HWAIX,406,219,0.54,0.22999999999999998,60,32,0.53,0.06034482758620685,0.1205,1888
HWAZX,406,220,0.54,0.22999999999999998,60,32,0.53,0.06034482758620685,0.1205,1888
JHQRX,406,235,0.58,0.22999999999999998,60,38,0.63,0.06034482758620685,0.1205,1888
JHQPX,406,233,0.57,0.22999999999999998,60,38,0.63,0.06034482758620685,0.1205,1888
GSXAX,406,209,0.51,0.22999999999999998,60,32,0.53,0.06034482758620685,0.1205,1888
DODWX,406,220,0.54,0.22999999999999998,60,33,0.55,0.06034482758620685,0.1205,1888
SHO,406,184,0.45,-0.12,60,26,0.43,0.06024096385542177,0.1202,1895
FAFCX,406,223,0.55,0.4099999999999999,60,32,0.53,0.0601503759398494,0.1201,1896
CSVFX,406,224,0.55,0.24,60,35,0.58,0.05982905982905984,0.1195,1897
CLSYX,406,224,0.55,0.24,60,35,0.58,0.05982905982905984,0.1195,1897
CSVAX,406,223,0.55,0.24,60,35,0.58,0.05982905982905984,0.1195,1897
CADPX,406,225,0.55,0.24,60,35,0.58,0.05982905982905984,0.1195,1897
APDKX,406,221,0.54,0.24,60,36,0.6,0.05982905982905984,0.1195,1897
BWBFX,406,217,0.53,0.24,60,31,0.52,0.05982905982905984,0.1194,1902
JHJCX,406,216,0.53,0.24,60,31,0.52,0.05982905982905984,0.1194,1902
TMDPX,406,213,0.52,0.24,60,31,0.52,0.05982905982905984,0.1194,1902
TQMIX,406,216,0.53,0.24,60,33,0.55,0.05982905982905984,0.1194,1902
TMDIX,406,216,0.53,0.24,60,31,0.52,0.05982905982905984,0.1194,1902
JHJAX,406,213,0.52,0.25,60,32,0.53,0.05932203389830515,0.1184,1907
ESGCX,406,217,0.53,0.25,60,35,0.58,0.05932203389830515,0.1184,1907
BGSCX,406,223,0.55,0.42999999999999994,60,36,0.6,0.05925925925925912,0.1183,1909
MTB,406,215,0.53,0.42999999999999994,60,34,0.57,0.05925925925925912,0.1183,1909
FOXA,406,222,0.55,0.97,60,32,0.53,0.05913978494623651,0.1181,1911
O,406,207,0.51,0.08000000000000007,60,32,0.53,0.05882352941176472,0.1174,1912
SWKS,406,203,0.5,-0.28,60,28,0.47,0.0588235294117645,0.1174,1912
NIC,406,217,0.53,0.6299999999999999,60,28,0.47,0.058441558441558294,0.1166,1914
ESGYX,406,217,0.53,0.27,60,35,0.58,0.05833333333333335,0.1165,1915
HHDVX,406,217,0.53,0.27,60,33,0.55,0.05833333333333335,0.1165,1915
TSOHX,406,220,0.54,0.27,60,35,0.58,0.05833333333333335,0.1165,1915
FEVCX,406,231,0.57,0.27,60,34,0.57,0.05833333333333335,0.1165,1915
ESGNX,406,214,0.53,0.27,60,35,0.58,0.05833333333333335,0.1165,1915
HWGIX,406,225,0.55,0.27,60,33,0.55,0.05833333333333335,0.1165,1915
TSOPX,406,221,0.54,0.27,60,35,0.58,0.05833333333333335,0.1165,1915
TBWCX,406,217,0.53,0.27,60,32,0.53,0.05833333333333335,0.1165,1915
MCI,406,231,0.57,0.27,60,35,0.58,0.05833333333333335,0.1165,1915
BDFUX,406,217,0.53,0.27,60,30,0.5,0.05833333333333335,0.1164,1924
BDFIX,406,218,0.54,0.27,60,30,0.5,0.05833333333333335,0.1164,1924
FTVCX,406,207,0.51,0.09000000000000008,60,30,0.5,0.058252427184465994,0.1163,1926
ARCC,406,223,0.55,0.28,60,34,0.57,0.05785123966942152,0.1155,1927
APHDX,406,212,0.52,0.28,60,30,0.5,0.05785123966942152,0.1155,1927
TBWAX,406,220,0.54,0.28,60,32,0.53,0.05785123966942152,0.1155,1927
NEE,406,221,0.54,0.28,60,33,0.55,0.05785123966942152,0.1155,1927
QGIAX,406,225,0.55,0.28,60,34,0.57,0.05785123966942152,0.1155,1927
FTVNX,406,207,0.51,0.10000000000000009,60,32,0.53,0.05769230769230771,0.1152,1932
FTVAX,406,206,0.51,0.10000000000000009,60,30,0.5,0.05769230769230771,0.1152,1932
TM,406,206,0.51,0.10000000000000009,60,26,0.43,0.05769230769230771,0.1151,1934
FGSCX,406,223,0.55,0.47,60,28,0.47,0.05755395683453246,0.1149,1935
FEVAX,406,231,0.57,0.29000000000000004,60,34,0.57,0.05737704918032782,0.1146,1936
FEVRX,406,233,0.57,0.29000000000000004,60,35,0.58,0.05737704918032782,0.1146,1936
FEVIX,406,233,0.57,0.29000000000000004,60,34,0.57,0.05737704918032782,0.1146,1936
TNBRX,406,205,0.5,0.29000000000000004,60,32,0.53,0.05737704918032782,0.1145,1939
TBWIX,406,221,0.54,0.29000000000000004,60,32,0.53,0.05737704918032782,0.1145,1939
TNBAX,406,207,0.51,0.29000000000000004,60,32,0.53,0.05737704918032782,0.1145,1939
PRJCX,406,217,0.53,0.29000000000000004,60,31,0.52,0.05737704918032782,0.1145,1939
PEGCX,406,216,0.53,0.1100000000000001,60,31,0.52,0.05714285714285716,0.1141,1943
FTVZX,406,210,0.52,0.1100000000000001,60,32,0.53,0.05714285714285716,0.1141,1943
DFDSX,406,205,0.5,0.1100000000000001,60,30,0.5,0.05714285714285716,0.1141,1943
LEG,406,175,0.43,-0.63,60,31,0.52,0.05714285714285716,0.1141,1943
DFSGX,406,204,0.5,0.1100000000000001,60,29,0.48,0.05714285714285716,0.1141,1943
PSCCX,406,208,0.51,0.1100000000000001,60,29,0.48,0.05714285714285716,0.1141,1943
SIVIX,406,195,0.48,0.1100000000000001,60,26,0.43,0.05714285714285716,0.114,1949
FESGX,406,234,0.58,0.30000000000000004,60,39,0.65,0.05691056910569103,0.1137,1950
GQLOX,406,226,0.56,0.30000000000000004,60,35,0.58,0.05691056910569103,0.1136,1951
FIATX,406,227,0.56,0.30000000000000004,60,33,0.55,0.05691056910569103,0.1136,1951
TNBIX,406,203,0.5,0.30000000000000004,60,31,0.52,0.05691056910569103,0.1136,1951
PRJDX,406,216,0.53,0.30000000000000004,60,31,0.52,0.05691056910569103,0.1136,1951
PRJAX,406,219,0.54,0.30000000000000004,60,32,0.53,0.05691056910569103,0.1136,1951
PRJBX,406,216,0.53,0.30000000000000004,60,31,0.52,0.05691056910569103,0.1136,1951
FDX,406,214,0.53,-0.06999999999999995,60,29,0.48,0.05681818181818188,0.1134,1957
FGSAX,406,226,0.56,0.49,60,29,0.48,0.05673758865248235,0.1133,1958
FGSKX,406,225,0.55,0.49,60,28,0.47,0.05673758865248235,0.1132,1959
FGSIX,406,225,0.55,0.49,60,28,0.47,0.05673758865248235,0.1132,1959
JSCRX,406,208,0.51,0.1200000000000001,60,28,0.47,0.05660377358490565,0.113,1961
SNOCX,406,207,0.51,0.1200000000000001,60,28,0.47,0.05660377358490565,0.113,1961
JDERX,406,215,0.53,0.1200000000000001,60,30,0.5,0.05660377358490565,0.113,1961
FIDZX,406,227,0.56,0.31000000000000005,60,33,0.55,0.056451612903225756,0.1127,1964
FCPIX,406,228,0.56,0.31000000000000005,60,33,0.55,0.056451612903225756,0.1127,1964
RGCEX,406,212,0.52,0.31000000000000005,60,32,0.53,0.056451612903225756,0.1127,1964
OXINF,406,14,0.03,-0.06999999999999995,60,6,0.1,0.05681818181818188,0.1126,1967
GSBD,406,203,0.5,-0.06000000000000005,60,33,0.55,0.05617977528089879,0.1122,1968
THC,406,220,0.54,1.2599999999999998,60,36,0.6,0.05607476635513997,0.112,1969
ATECX,406,212,0.52,0.1299999999999999,60,33,0.55,0.05607476635513997,0.112,1969
PSCJX,406,211,0.52,0.1299999999999999,60,29,0.48,0.05607476635513997,0.1119,1971
PEGZX,406,218,0.54,0.1299999999999999,60,31,0.52,0.05607476635513997,0.1119,1971
PSCZX,406,209,0.51,0.1299999999999999,60,29,0.48,0.05607476635513997,0.1119,1971
PJSQX,406,209,0.51,0.1299999999999999,60,29,0.48,0.05607476635513997,0.1119,1971
PEGGX,406,219,0.54,0.1299999999999999,60,31,0.52,0.05607476635513997,0.1119,1971
BIAVX,406,201,0.5,0.1299999999999999,60,30,0.5,0.05607476635513997,0.1119,1971
DGX,406,204,0.5,0.32000000000000006,60,35,0.58,0.05600000000000005,0.1118,1977
HDCVX,406,210,0.52,0.32000000000000006,60,30,0.5,0.05600000000000005,0.1118,1977
IGLGX,406,214,0.53,0.32000000000000006,60,32,0.53,0.05600000000000005,0.1118,1977
DUK,406,216,0.53,0.33000000000000007,60,32,0.53,0.05555555555555558,0.1109,1980
GSCKX,406,207,0.51,0.33000000000000007,60,33,0.55,0.05555555555555558,0.1109,1980
MFIC,406,214,0.53,0.1399999999999999,60,33,0.55,0.05555555555555536,0.1109,1980
CCGIX,406,221,0.54,0.33000000000000007,60,34,0.57,0.05555555555555558,0.1109,1980
MAPOX,406,220,0.54,0.1399999999999999,60,32,0.53,0.05555555555555536,0.1109,1980
RGERX,406,215,0.53,0.33000000000000007,60,33,0.55,0.05555555555555558,0.1109,1980
RPMAX,406,196,0.48,0.1399999999999999,60,33,0.55,0.05555555555555536,0.1109,1980
VWIAX,406,220,0.54,0.1399999999999999,60,36,0.6,0.05555555555555536,0.1109,1980
AUR,406,194,0.48,0.71,60,30,0.5,0.05555555555555536,0.1109,1980
CSEYX,406,214,0.53,0.33000000000000007,60,32,0.53,0.05555555555555558,0.1109,1980
GSAKX,406,209,0.51,0.3400000000000001,60,33,0.55,0.0551181102362206,0.1101,1990
HDDVX,406,215,0.53,0.3400000000000001,60,29,0.48,0.0551181102362206,0.11,1991
HDIVX,406,214,0.53,0.3400000000000001,60,30,0.5,0.0551181102362206,0.11,1991
HDTVX,406,216,0.53,0.3400000000000001,60,30,0.5,0.0551181102362206,0.11,1991
